0, 1870. 278 300 427 675 638. 774. 312. 543. 780. 804. 902. 917.;
1, 2110. 497 352 427 675 638. 774. 312. 543. 780. 804. 902. 917.;
2, 2145. 497 352 527 853 638. 774. 312. 543. 780. 804. 902. 917.;
3, 2385. 497 352 517 728 638. 774. 312. 543. 780. 804. 902. 917.;
4, 2410. 695 525 517 728 638. 774. 312. 543. 780. 804. 902. 917.;
5, 2625. 695 525 492 728 638. 774. 312. 543. 780. 804. 902. 917.;
6, 2675. 763 553 492 728 638. 774. 312. 543. 780. 804. 902. 917.;
7, 2865. 763 553 753 849 638. 774. 312. 543. 780. 804. 902. 917.;
8, 2920. 305 29 753 849 638. 774. 312. 543. 780. 804. 902. 917.;
9, 3105. 305 29 803 913 638. 774. 312. 543. 780. 804. 902. 917.;
10, 3160. 265 253 803 913 638. 774. 312. 543. 780. 804. 902. 917.;
11, 3345. 265 253 805 919 638. 774. 312. 543. 780. 804. 902. 917.;
12, 3400. 175 263 805 919 638. 774. 312. 543. 780. 804. 902. 917.;
13, 3585. 175 263 508 894 638. 774. 312. 543. 780. 804. 902. 917.;
14, 3640. 755 462 508 894 638. 774. 312. 543. 780. 804. 902. 917.;
15, 3825. 755 462 523 790 638. 774. 312. 543. 780. 804. 902. 917.;
16, 3910. 773 618 523 790 638. 774. 312. 543. 780. 804. 902. 917.;
17, 4065. 773 618 504 801 638. 774. 312. 543. 780. 804. 902. 917.;
18, 4145. 445 272 504 801 638. 774. 312. 543. 780. 804. 902. 917.;
19, 4305. 445 272 795 903 638. 774. 312. 543. 780. 804. 902. 917.;
20, 4390. 258 272 795 903 638. 774. 312. 543. 780. 804. 902. 917.;
21, 4575. 258 272 805 916 638. 774. 312. 543. 780. 804. 902. 917.;
22, 4625. 329 229 805 916 638. 774. 312. 543. 780. 804. 902. 917.;
23, 4830. 329 229 796 922 638. 774. 312. 543. 780. 804. 902. 917.;
24, 4865. 444 383 796 922 638. 774. 312. 543. 780. 804. 902. 917.;
25, 5055. 444 383 445 828 638. 774. 312. 543. 780. 804. 902. 917.;
26, 5140. 730 435 445 828 638. 774. 312. 543. 780. 804. 902. 917.;
27, 5325. 730 435 486 752 638. 774. 312. 543. 780. 804. 902. 917.;
28, 5375. 712 499 486 752 638. 774. 312. 543. 780. 804. 902. 917.;
29, 5565. 712 499 750 875 638. 774. 312. 543. 780. 804. 902. 917.;
30, 5620. 246 82 750 875 638. 774. 312. 543. 780. 804. 902. 917.;
31, 5805. 246 82 806 918 638. 774. 312. 543. 780. 804. 902. 917.;
32, 5855. 311 243 806 918 638. 774. 312. 543. 780. 804. 902. 917.;
33, 6045. 311 243 808 921 638. 774. 312. 543. 780. 804. 902. 917.;
