side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,calibration,586832.0,3.718,1.567,-2.698,-5.7,16.6,-4.8,500,678,9,,,,
R,calibration,586842.0,0.51,1.91,-0.793,-13.0,3.2,-13.3,310,736,0,,,,
R,calibration,586852.0,-1.134,2.322,1.599,-20.0,-3.9,-12.7,237,545,0,,,,
R,calibration,586862.0,-1.18,1.529,0.097,-16.5,3.7,-13.3,352,656,0,,,,
R,calibration,586872.0,-0.508,1.316,-0.816,-5.9,-5.0,-10.6,380,727,0,,,,
R,calibration,586882.0,-0.106,1.206,-0.2,-4.5,-12.7,-9.0,405,716,0,,,,
R,calibration,586892.0,-0.118,0.842,-0.026,-3.7,-6.5,-13.7,337,700,0,,,,
R,calibration,586902.0,-0.394,0.755,-0.545,-3.2,2.2,-16.2,318,565,0,,,,
R,calibration,586912.0,-0.653,0.777,-0.62,-5.3,7.1,-14.2,481,715,0,,,,
R,calibration,586922.0,-0.438,0.653,-0.589,-9.2,4.7,-8.6,454,679,0,,,,
R,calibration,586932.0,-0.42,0.774,-0.388,-11.0,-0.4,-5.7,417,644,0,,,,
R,calibration,586942.0,-0.464,0.874,-0.199,-11.8,-2.9,-4.6,520,730,0,,,,
R,calibration,586952.0,-0.335,0.883,-0.327,-10.4,-4.6,-3.4,487,753,0,,,,
R,calibration,586962.0,-0.355,0.898,-0.278,-9.5,-6.1,-3.3,500,756,0,,,,
R,calibration,586972.0,-0.144,0.984,-0.18,-7.9,-7.2,-3.0,488,748,0,,,,
R,calibration,586982.0,0.009,1.03,-0.101,-5.9,-6.5,-3.1,480,700,0,,,,
R,calibration,586992.0,0.045,0.978,-0.118,-3.8,-4.4,-3.9,481,666,0,,,,
R,calibration,587002.0,-0.044,0.913,-0.225,-1.7,-1.3,-4.7,463,664,0,,,,
R,calibration,587012.0,-0.064,0.975,-0.332,-1.3,-0.7,-4.7,418,593,0,,,,
R,calibration,587022.0,-0.051,1.024,-0.341,-1.9,-0.2,-4.6,453,641,0,,,,
R,calibration,587032.0,-0.075,0.943,-0.306,-1.9,0.4,-4.4,425,603,0,,,,
R,calibration,587042.0,-0.113,0.904,-0.313,-1.5,1.0,-4.2,427,608,0,,,,
R,calibration,587052.0,-0.26,0.867,-0.388,-1.7,0.7,-3.7,271,378,0,,,,
R,calibration,587062.0,-0.324,0.873,-0.45,-2.2,-0.9,-2.8,354,497,0,,,,
R,calibration,587072.0,-0.3,0.886,-0.445,-2.8,-2.2,-2.1,296,416,0,,,,
R,calibration,587082.0,-0.314,0.891,-0.376,-3.0,-3.5,-1.4,228,334,0,,,,
R,calibration,587092.0,-0.241,0.936,-0.327,-2.8,-4.4,-0.9,261,374,0,,,,
R,calibration,587102.0,-0.162,0.903,-0.301,-2.4,-5.1,-0.8,284,411,0,,,,
R,calibration,587112.0,-0.122,0.929,-0.265,-2.3,-5.3,-0.9,277,396,0,,,,
R,calibration,587122.0,-0.046,0.969,-0.248,-2.1,-3.8,-1.4,311,459,0,,,,
R,calibration,587132.0,-0.097,0.969,-0.303,-1.6,-2.3,-1.8,312,454,0,,,,
R,calibration,587142.0,-0.18,0.926,-0.306,-1.7,-1.8,-1.9,284,396,0,,,,
R,calibration,587152.0,-0.202,0.914,-0.328,-1.7,-1.8,-1.9,290,428,0,,,,
R,calibration,587162.0,-0.209,0.911,-0.323,-1.8,-2.0,-1.9,263,483,0,,,,
R,calibration,587172.0,-0.281,0.935,-0.348,-1.9,-2.7,-1.7,236,415,0,,,,
R,calibration,587182.0,-0.265,0.968,-0.351,-2.1,-3.4,-1.5,404,678,0,,,,
R,calibration,587192.0,-0.226,0.938,-0.374,-2.3,-4.1,-1.4,320,560,0,,,,
R,calibration,587202.0,-0.178,0.936,-0.328,-2.5,-4.4,-1.5,312,520,0,,,,
R,calibration,587212.0,-0.131,0.955,-0.305,-2.8,-4.0,-1.9,275,460,0,,,,
R,calibration,587222.0,-0.129,0.962,-0.31,-3.0,-3.7,-2.3,290,506,0,,,,
R,calibration,587232.0,-0.167,0.967,-0.304,-3.2,-3.1,-2.7,278,511,0,,,,
R,calibration,587242.0,-0.198,0.958,-0.303,-3.6,-2.9,-2.8,342,608,0,,,,
R,calibration,587252.0,-0.232,0.968,-0.309,-3.9,-2.8,-2.8,354,610,0,,,,
R,calibration,587262.0,-0.264,0.957,-0.304,-4.1,-3.1,-2.8,298,553,0,,,,
R,calibration,587272.0,-0.277,0.967,-0.277,-4.3,-3.5,-2.7,323,512,0,,,,
R,calibration,587282.0,-0.284,0.97,-0.294,-4.4,-4.0,-2.5,231,426,0,,,,
R,calibration,587292.0,-0.259,0.971,-0.304,-4.7,-4.6,-2.4,293,471,0,,,,
R,calibration,587302.0,-0.27,0.989,-0.301,-4.8,-4.8,-2.3,259,460,0,,,,
R,calibration,587312.0,-0.273,1.001,-0.315,-5.1,-5.0,-2.2,220,447,0,,,,
R,calibration,587322.0,-0.265,1.009,-0.329,-5.6,-5.4,-2.2,295,516,0,,,,
R,calibration,587332.0,-0.249,1.031,-0.338,-6.0,-5.7,-2.2,238,563,0,,,,
R,calibration,587342.0,-0.223,1.037,-0.313,-6.8,-5.9,-2.5,228,496,0,,,,
R,calibration,587352.0,-0.176,1.059,-0.273,-7.5,-5.9,-2.8,316,621,0,,,,
R,calibration,587362.0,-0.156,1.086,-0.228,-8.1,-5.6,-3.1,204,504,0,,,,
R,calibration,587372.0,-0.176,1.102,-0.207,-8.8,-5.3,-3.5,200,634,0,,,,
R,calibration,587382.0,-0.205,1.117,-0.172,-9.5,-5.2,-3.8,183,545,0,,,,
R,calibration,587429.0,-0.349,1.159,-0.319,-12.0,-5.0,-4.9,118,537,0,,,,
R,calibration,587489.0,-0.273,1.597,-0.538,-17.1,-6.4,-6.9,111,448,0,,,,
R,calibration,587549.0,0.194,1.571,-0.835,-22.1,-2.8,-14.7,32,362,0,,,,
R,calibration,587609.0,-0.777,0.564,-0.01,-19.3,-6.2,-9.7,50,314,0,,,,
R,calibration,587668.0,0.209,0.081,-0.551,2.4,-15.3,7.6,109,378,0,,,,
R,calibration,587729.0,0.184,0.131,-0.128,13.4,5.3,10.0,153,362,0,,,,
R,calibration,587791.0,-0.057,0.488,-0.365,25.7,24.3,11.7,175,380,0,,,,
R,calibration,587849.0,-0.7,1.473,-0.587,27.6,23.0,16.9,142,376,0,,,,
R,calibration,587909.0,-0.853,1.716,-0.232,31.1,15.0,14.7,131,356,0,,,,
R,calibration,587969.0,-0.628,1.588,-0.102,24.2,17.8,7.9,141,342,0,,,,
R,calibration,588029.0,-0.966,1.536,0.955,5.7,7.0,-4.0,120,348,0,,,,
R,calibration,588089.0,-0.779,1.203,0.468,-11.5,11.7,-16.3,123,244,0,,,,
R,calibration,588149.0,-1.317,1.612,0.359,-14.2,2.0,-12.9,414,583,0,,,,
R,calibration,588208.0,-0.37,0.6,-0.718,-9.6,4.6,-8.6,321,555,0,,,,
R,calibration,588269.0,0.019,1.021,-0.052,-5.1,-5.2,-3.8,449,679,0,,,,
R,calibration,588329.0,-0.145,0.935,-0.284,-2.0,0.0,-3.9,338,536,0,,,,
R,calibration,588389.0,-0.081,0.929,-0.267,-2.2,-4.6,-0.9,285,428,0,,,,
R,calibration,588449.0,-0.202,0.952,-0.291,-2.0,-2.2,-1.5,354,551,0,,,,
R,calibration,588510.0,-0.149,0.977,-0.254,-3.1,-3.2,-2.1,270,529,0,,,,
R,calibration,588569.0,-0.239,0.988,-0.277,-4.7,-3.7,-2.3,302,512,0,,,,
R,calibration,588629.0,-0.211,1.069,-0.249,-6.4,-5.3,-1.7,230,480,0,,,,
R,calibration,588689.0,-0.134,1.149,-0.159,-10.8,-3.1,-4.2,123,500,0,,,,
R,calibration,588750.0,-0.1,1.43,-0.282,-14.8,-5.8,-4.7,105,524,0,,,,
R,calibration,588808.0,0.167,1.986,-1.032,-22.2,-3.8,-8.3,23,284,0,,,,
R,calibration,588869.0,-0.917,1.177,-0.344,-26.4,-6.2,-11.7,29,301,0,,,,
R,calibration,588929.0,-0.223,0.106,-0.264,-6.4,-9.0,4.3,147,298,0,,,,
R,calibration,588989.0,0.105,0.02,-0.163,3.7,4.4,9.9,175,319,0,,,,
R,calibration,589049.0,-0.094,0.202,-0.516,17.8,20.3,13.2,183,337,0,,,,
R,calibration,589109.0,-0.5,0.996,-0.607,25.0,25.7,16.9,157,339,0,,,,
R,calibration,589170.0,-1.064,1.829,-0.352,29.5,22.3,15.9,139,318,0,,,,
R,calibration,589229.0,-0.762,1.537,-0.349,28.2,24.6,8.5,157,332,0,,,,
R,calibration,589289.0,-1.527,1.481,0.196,18.3,8.6,3.4,137,316,0,,,,
R,calibration,589349.0,-0.974,1.229,0.762,-7.0,6.3,-12.1,140,356,0,,,,
R,calibration,589450.0,-0.193,1.068,-0.447,-0.8,-12.0,-9.8,381,703,0,,,,
R,calibration,589469.0,-0.713,1.15,-0.269,0.2,-0.7,-18.3,352,624,0,,,,
R,calibration,589529.0,-0.301,0.911,-0.236,-9.7,-7.8,-2.8,339,646,0,,,,
R,calibration,589589.0,-0.024,1.007,-0.318,-1.5,0.4,-4.9,255,528,0,,,,
R,calibration,589649.0,-0.259,0.929,-0.347,-3.3,-4.3,-0.9,238,371,0,,,,
R,calibration,589708.0,-0.136,0.942,-0.265,-2.1,-1.0,-2.2,150,361,0,,,,
R,calibration,589799.0,-0.146,0.983,-0.231,-3.6,-3.3,-2.1,259,500,0,,,,
R,calibration,589859.0,-0.197,1.021,-0.234,-5.3,-3.8,-2.7,207,496,0,,,,
R,calibration,589920.0,-0.158,1.081,-0.182,-8.0,-4.2,-2.7,184,528,0,,,,
R,calibration,589979.0,-0.315,1.125,-0.277,-11.8,-3.1,-3.9,118,427,0,,,,
R,calibration,590039.0,-0.243,1.602,-0.481,-16.8,-4.9,-4.4,61,408,0,,,,
R,calibration,590098.0,0.28,1.674,-0.891,-24.1,1.4,-11.4,55,368,0,,,,
R,calibration,590159.0,-0.762,0.952,-0.224,-23.6,0.7,-10.7,118,285,0,,,,
R,calibration,590219.0,0.141,0.052,-0.596,-2.1,-3.8,6.4,83,328,0,,,,
R,calibration,590309.0,0.023,0.131,-0.386,17.0,14.2,12.1,185,340,0,,,,
R,calibration,590369.0,-0.183,0.882,-0.455,26.6,22.9,15.9,147,333,0,,,,
R,calibration,590429.0,-0.956,1.736,-0.451,29.9,21.6,17.9,126,341,0,,,,
R,calibration,590489.0,-0.861,1.682,-0.518,33.3,18.8,12.6,137,320,0,,,,
R,calibration,590549.0,-1.34,1.804,0.486,21.0,7.5,4.6,137,331,0,,,,
R,calibration,590609.0,-0.832,1.31,0.775,-9.3,11.6,-14.4,102,361,0,,,,
R,calibration,590701.0,-1.346,1.972,2.074,-18.3,-0.5,-12.0,366,671,0,,,,
R,calibration,590759.0,-0.503,0.874,-0.751,-3.0,6.5,-11.0,221,367,0,,,,
R,calibration,590819.0,-0.083,1.016,-0.164,-6.2,-6.1,-4.0,296,496,0,,,,
R,calibration,590879.0,-0.071,0.978,-0.312,-1.8,1.0,-4.6,391,638,0,,,,
R,calibration,590939.0,-0.106,0.937,-0.315,-3.3,-4.4,-1.8,200,405,0,,,,
R,calibration,590999.0,-0.214,0.927,-0.268,-2.7,-2.0,-2.6,90,308,0,,,,
R,calibration,591059.0,-0.155,0.957,-0.245,-3.4,-3.3,-2.3,180,386,0,,,,
R,calibration,591119.0,-0.23,0.975,-0.281,-3.9,-3.5,-2.0,217,354,0,,,,
R,calibration,591179.0,-0.223,1.06,-0.23,-6.1,-4.0,-2.5,207,409,0,,,,
R,calibration,591269.0,-0.361,1.15,-0.317,-12.0,-3.8,-4.2,91,389,0,,,,
R,calibration,591329.0,-0.254,1.61,-0.534,-16.5,-6.0,-5.2,63,548,0,,,,
R,calibration,591390.0,0.335,1.768,-0.874,-24.6,1.2,-13.0,90,417,0,,,,
R,calibration,591449.0,-0.857,0.776,-0.359,-22.4,1.6,-11.6,63,332,0,,,,
R,calibration,591509.0,0.082,0.042,-0.663,-0.3,-6.9,6.7,149,307,0,,,,
R,calibration,591569.0,0.08,0.083,-0.164,11.0,4.1,9.8,197,347,0,,,,
R,calibration,591629.0,0.024,0.45,-0.259,24.7,19.5,11.8,137,323,0,,,,
R,calibration,591689.0,-0.464,1.325,-0.452,27.2,20.9,17.2,119,328,0,,,,
R,calibration,591750.0,-0.664,1.647,-0.235,31.6,17.1,17.0,118,299,0,,,,
R,calibration,591809.0,-0.695,1.696,-0.223,26.8,19.2,11.0,141,306,0,,,,
R,calibration,591869.0,-1.325,1.693,1.216,5.7,-1.7,-1.1,120,292,0,,,,
R,calibration,591929.0,-0.104,0.963,-0.204,-10.5,-0.8,-13.2,259,496,0,,,,
R,calibration,592019.0,-0.59,0.841,-0.597,-0.9,-1.1,-14.9,207,350,0,,,,
R,calibration,592079.0,-0.255,0.971,-0.3,-9.3,-5.8,-2.5,198,389,0,,,,
R,calibration,592140.0,0.014,1.008,-0.359,0.0,1.7,-5.5,360,611,0,,,,
R,calibration,592199.0,-0.302,0.916,-0.372,-2.5,-3.8,-1.6,408,741,0,,,,
R,calibration,592259.0,-0.121,0.95,-0.292,-0.8,-1.0,-2.6,279,473,0,,,,
R,calibration,592319.0,-0.149,0.92,-0.333,-2.4,-4.6,-1.7,90,253,0,,,,
R,calibration,592379.0,-0.225,0.95,-0.349,-4.3,-2.1,-3.6,110,415,0,,,,
R,calibration,592439.0,-0.251,0.995,-0.308,-5.7,-4.6,-3.0,232,412,0,,,,
R,calibration,592500.0,-0.145,1.084,-0.154,-8.8,-4.9,-4.1,148,406,0,,,,
R,calibration,592559.0,-0.32,1.169,-0.303,-11.9,-6.8,-4.1,35,360,0,,,,
R,calibration,592619.0,-0.263,1.593,-0.568,-17.2,-6.6,-7.5,105,415,0,,,,
R,calibration,592679.0,-0.019,1.537,-0.933,-22.7,-2.7,-16.0,79,356,0,,,,
R,calibration,592739.0,-0.767,0.378,0.028,-16.6,-11.2,-8.6,125,274,0,,,,
R,calibration,592799.0,0.409,0.129,-0.453,3.4,-8.3,3.6,193,331,0,,,,
R,calibration,592861.0,0.195,0.126,-0.247,16.7,12.1,5.8,173,279,0,,,,
R,calibration,592919.0,0.097,0.568,-0.213,26.6,18.5,12.1,135,284,0,,,,
R,calibration,592979.0,-0.378,1.389,-0.366,30.2,7.3,21.7,100,316,0,,,,
R,calibration,593040.0,-0.168,1.796,-0.196,33.3,11.6,19.4,116,311,0,,,,
R,calibration,593099.0,-1.256,1.806,0.007,23.6,16.9,11.6,100,292,0,,,,
R,calibration,593159.0,-1.263,1.64,1.016,-9.4,-3.3,-7.2,120,299,0,,,,
R,calibration,593250.0,-0.347,1.351,-0.517,-6.2,-7.5,-9.8,300,724,0,,,,
R,calibration,593309.0,-0.463,0.848,-0.197,-11.3,-3.6,-4.9,262,513,0,,,,
R,calibration,593369.0,-0.093,0.935,-0.203,-3.4,-2.3,-5.0,263,472,0,,,,
R,calibration,593429.0,-0.266,0.874,-0.382,-3.1,-1.2,-3.5,421,661,0,,,,
R,calibration,593489.0,-0.189,0.919,-0.31,-2.4,-3.3,-1.9,327,590,0,,,,
R,calibration,593550.0,-0.271,0.938,-0.349,-2.8,-3.6,-2.2,350,555,0,,,,
R,calibration,593609.0,-0.245,0.96,-0.245,-3.8,-3.4,-2.7,358,597,0,,,,
R,calibration,593669.0,-0.298,1.011,-0.277,-5.1,-5.3,-2.4,249,392,0,,,,
R,calibration,593729.0,-0.17,1.113,-0.205,-8.4,-5.6,-3.3,99,412,0,,,,
R,calibration,593790.0,-0.455,1.194,-0.366,-12.3,-5.7,-5.0,90,420,0,,,,
R,calibration,593849.0,-0.193,1.658,-0.485,-17.5,-7.0,-7.6,177,488,0,,,,
R,calibration,593909.0,-0.292,1.587,-0.722,-21.9,-4.9,-15.3,100,433,0,,,,
R,calibration,593969.0,-0.788,0.645,-0.068,-14.5,-13.8,-8.6,73,355,0,,,,
R,calibration,594029.0,0.374,0.074,-0.378,7.3,-14.6,6.3,187,349,0,,,,
R,calibration,594089.0,0.276,0.185,-0.197,18.6,4.3,7.5,208,328,0,,,,
R,calibration,594149.0,0.184,0.653,-0.214,29.3,19.4,10.2,167,294,0,,,,
R,calibration,594209.0,-0.505,1.498,-0.462,30.7,17.5,17.7,138,277,0,,,,
R,calibration,594271.0,-0.535,1.849,-0.414,34.7,16.0,17.7,140,289,0,,,,
R,calibration,594330.0,-1.256,1.88,0.172,22.8,11.6,9.7,58,339,0,,,,
R,calibration,594389.0,-1.008,1.395,0.7,-10.8,2.6,-11.0,135,349,0,,,,
R,calibration,594449.0,4.867,1.413,-3.257,-4.0,14.6,-1.8,447,700,9,,,,
R,calibration,594509.0,-0.334,0.915,0.132,-2.5,-6.0,-12.6,519,746,0,,,,
R,calibration,594569.0,-0.171,0.843,-0.293,-8.7,-4.0,-4.4,427,649,0,,,,
R,calibration,594629.0,-0.074,1.009,-0.377,-2.5,-0.7,-4.6,462,636,0,,,,
R,calibration,594689.0,-0.302,0.908,-0.363,-3.1,-3.0,-2.4,281,390,0,,,,
R,calibration,594750.0,-0.182,0.945,-0.273,-2.2,-2.1,-2.2,257,352,0,,,,
R,calibration,594809.0,-0.21,0.935,-0.313,-2.6,-4.4,-1.5,271,445,0,,,,
R,calibration,594869.0,-0.253,0.946,-0.255,-3.5,-3.5,-2.3,216,382,0,,,,
R,calibration,594931.0,-0.23,1.012,-0.244,-4.4,-5.1,-1.7,228,413,0,,,,
R,calibration,594989.0,-0.135,1.094,-0.204,-8.1,-4.6,-3.0,113,448,0,,,,
R,calibration,595049.0,-0.384,1.179,-0.331,-12.1,-5.1,-4.5,98,431,0,,,,
R,calibration,595109.0,-0.279,1.605,-0.536,-16.9,-6.3,-6.6,193,543,0,,,,
R,calibration,595169.0,-0.059,1.613,-0.823,-23.0,-0.3,-14.8,65,424,0,,,,
R,calibration,595229.0,-0.771,0.493,-0.043,-19.3,-6.0,-8.2,50,301,0,,,,
R,calibration,595290.0,0.154,0.087,-0.595,4.4,-10.1,7.7,172,278,0,,,,
R,calibration,595349.0,0.128,0.143,-0.17,13.3,5.6,11.1,116,321,0,,,,
R,calibration,595409.0,-0.092,0.489,-0.359,26.3,20.3,13.5,105,306,0,,,,
R,calibration,595500.0,-0.868,1.825,-0.461,30.8,21.6,17.3,157,294,0,,,,
