side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,,586052.0,-0.374,0.972,-0.284,-3.8,-4.6,-2.1,244,453,0,,,,
R,,586062.0,-0.377,0.975,-0.291,-3.9,-5.2,-1.9,176,434,0,,,,
R,,586072.0,-0.358,0.985,-0.291,-3.9,-5.7,-1.8,231,455,0,,,,
R,,586082.0,-0.317,0.988,-0.272,-4.3,-6.1,-1.7,242,401,0,,,,
R,,586092.0,-0.307,1.02,-0.269,-4.7,-6.1,-1.8,184,385,0,,,,
R,,586102.0,-0.287,1.023,-0.292,-5.5,-6.3,-1.9,166,363,0,,,,
R,,586112.0,-0.275,1.039,-0.292,-6.1,-6.6,-2.2,150,337,0,,,,
R,,586122.0,-0.242,1.068,-0.284,-6.9,-6.6,-2.4,155,390,0,,,,
R,,586132.0,-0.21,1.083,-0.251,-8.1,-6.5,-2.8,150,409,0,,,,
R,,586142.0,-0.226,1.248,-0.248,-9.0,-6.1,-3.3,136,351,0,,,,
R,,586152.0,-0.266,1.151,-0.286,-9.9,-5.8,-3.9,161,439,0,,,,
R,,586162.0,-0.339,1.148,-0.294,-10.8,-5.5,-4.3,153,412,0,,,,
R,,586172.0,-0.366,1.173,-0.314,-11.4,-5.7,-4.7,152,410,0,,,,
R,,586182.0,-0.396,1.196,-0.311,-11.9,-6.0,-5.1,177,528,0,,,,
R,,586192.0,-0.371,1.239,-0.316,-12.5,-6.6,-5.3,175,511,0,,,,
R,,586202.0,-0.364,1.317,-0.311,-13.1,-7.1,-5.8,168,516,0,,,,
R,,586212.0,-0.232,1.426,-0.311,-14.2,-7.4,-6.2,173,457,0,,,,
R,,586222.0,-0.194,1.594,-0.256,-15.4,-7.0,-6.8,119,432,0,,,,
R,,586232.0,-0.282,1.659,-0.518,-16.7,-6.4,-7.2,92,466,0,,,,
R,,586242.0,-0.292,1.609,-0.599,-17.5,-7.2,-8.1,73,423,0,,,,
R,,586252.0,-0.202,1.71,-0.599,-18.2,-7.5,-9.0,76,436,0,,,,
R,,586262.0,-0.231,1.8,-0.735,-19.2,-7.7,-9.9,100,427,0,,,,
R,,586272.0,-0.205,1.889,-1.014,-19.8,-9.0,-10.7,81,403,0,,,,
R,,586282.0,-0.063,1.891,-1.13,-20.1,-9.1,-12.3,94,441,0,,,,
R,,586292.0,0.027,1.696,-1.112,-20.3,-8.6,-14.6,107,485,0,,,,
R,,586302.0,0.136,1.601,-0.932,-20.3,-6.7,-16.4,121,357,0,,,,
R,,586312.0,-0.359,1.562,-0.696,-20.5,-7.2,-16.6,126,434,0,,,,
R,,586322.0,-0.697,1.46,-0.422,-20.9,-10.8,-15.8,85,345,0,,,,
R,,586332.0,-0.866,1.262,-0.341,-20.4,-14.2,-14.6,92,406,0,,,,
R,,586342.0,-0.678,1.164,-0.41,-19.4,-16.1,-12.1,66,293,0,,,,
R,,586352.0,-0.587,0.997,-0.208,-17.6,-17.6,-9.6,68,265,0,,,,
R,,586362.0,-0.795,0.645,-0.09,-14.5,-15.7,-8.9,68,287,0,,,,
R,,586372.0,-0.857,-0.098,-0.342,-10.2,-13.9,-7.4,70,321,0,,,,
R,,586382.0,-0.264,0.058,-0.898,-1.9,-17.7,-1.9,67,292,0,,,,
R,,586392.0,-0.501,-0.052,-0.531,-0.1,-21.3,0.3,73,344,0,,,,
R,,586402.0,0.096,0.06,-0.469,1.1,-23.5,3.5,53,284,0,,,,
R,,586412.0,0.489,0.14,-0.519,2.5,-23.2,6.4,59,287,0,,,,
R,,586422.0,0.463,0.157,-0.386,6.4,-21.0,6.6,72,317,0,,,,
R,,586432.0,0.587,0.131,-0.171,7.4,-17.4,7.2,75,296,0,,,,
R,,586442.0,0.657,0.177,0.034,8.1,-12.1,7.0,78,306,0,,,,
R,,586452.0,0.524,0.143,0.062,9.7,-6.9,6.5,86,322,0,,,,
R,,586462.0,0.348,0.112,-0.001,13.0,-0.5,5.9,160,299,0,,,,
R,,586472.0,0.284,0.123,-0.071,15.3,3.8,5.8,171,293,0,,,,
R,,586482.0,0.268,0.146,-0.16,17.6,7.6,5.9,167,276,0,,,,
R,,586492.0,0.232,0.135,-0.284,20.2,10.3,6.4,187,305,0,,,,
R,,586502.0,0.197,0.13,-0.336,22.5,13.5,7.2,219,356,0,,,,
R,,586512.0,0.092,0.211,-0.391,24.1,15.3,8.3,176,295,0,,,,
R,,586522.0,0.014,0.318,-0.389,25.6,17.0,9.3,161,323,0,,,,
R,,586532.0,-0.047,0.416,-0.385,27.8,18.8,9.9,160,345,0,,,,
R,,586542.0,0.055,0.597,-0.311,29.5,20.5,10.9,165,376,0,,,,
R,,586552.0,0.186,0.741,-0.26,31.0,20.6,12.2,153,420,0,,,,
R,,586562.0,0.077,0.949,-0.264,31.0,19.3,13.5,151,268,0,,,,
R,,586572.0,-0.101,1.104,-0.306,29.9,17.6,14.6,153,297,0,,,,
R,,586582.0,-0.231,1.236,-0.316,29.7,16.9,16.3,151,298,0,,,,
R,,586592.0,-0.379,1.36,-0.38,30.3,16.9,17.7,167,324,0,,,,
R,,586602.0,-0.451,1.591,-0.467,30.8,15.5,19.6,161,311,0,,,,
R,,586612.0,-0.509,1.773,-0.39,31.3,13.2,20.1,175,350,0,,,,
R,,586622.0,-0.583,1.874,-0.266,32.2,13.0,20.0,133,367,0,,,,
R,,586632.0,-0.703,1.885,-0.145,33.5,13.0,20.0,141,362,0,,,,
R,,586642.0,-0.642,1.79,-0.151,34.0,12.9,19.6,148,379,0,,,,
R,,586652.0,-0.56,1.843,-0.2,34.3,13.0,18.6,159,363,0,,,,
R,,586662.0,-0.524,1.865,-0.228,34.0,14.1,16.8,171,360,0,,,,
R,,586672.0,-0.497,1.839,-0.258,32.6,15.7,14.6,167,339,0,,,,
R,,586682.0,-0.484,1.849,-0.169,31.4,17.1,12.8,181,345,0,,,,
R,,586692.0,-0.529,1.821,-0.121,30.3,19.1,11.0,195,370,0,,,,
R,,586702.0,-0.581,1.787,-0.087,28.7,20.2,9.9,184,350,0,,,,
R,,586712.0,-0.758,1.777,-0.08,26.6,21.1,9.2,162,294,0,,,,
R,,586722.0,-1.166,1.735,-0.107,22.7,19.4,8.4,177,313,0,,,,
R,,586732.0,-1.5,1.666,0.086,19.8,14.7,7.0,210,393,0,,,,
R,,586742.0,-1.844,1.713,0.586,16.8,8.8,5.3,90,383,0,,,,
R,,586752.0,-1.823,1.79,1.149,10.7,1.0,2.2,129,325,0,,,,
R,,586762.0,-1.434,1.776,1.483,4.8,-1.1,-1.6,114,295,0,,,,
