0, 1730.677625 481 561 804 794 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
1, 1885.677625 481 561 858 864 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
2, 1970.677625 642 697 858 864 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
3, 2125.677625 642 697 861 778 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
4, 2210.677625 596 680 861 778 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
5, 2365.677625 596 680 486 470 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
6, 2445.677625 764 798 486 470 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
7, 2605.677625 764 798 813 829 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
8, 2685.677625 779 794 813 829 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
9, 2845.677625 779 794 778 794 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
10, 2930.677625 531 603 778 794 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
11, 3085.677625 531 603 794 804 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
12, 3165.677625 618 688 794 804 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
13, 3325.677625 618 688 768 774 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
14, 3435.677625 583 675 768 774 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
15, 3565.677625 583 675 742 739 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
16, 3675.677625 766 801 742 739 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
17, 3805.5525 766 801 803 830 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
18, 3915.5525 624 802 803 830 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
19, 4045.5525 624 802 812 823 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
20, 4155.5525 653 669 812 823 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
21, 4315.5525 653 669 805 812 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
22, 4395.5525 610 686 805 812 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
23, 4585.5525 610 686 825 827 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
24, 4635.5525 607 680 825 827 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
25, 4825.724958 607 680 765 728 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
26, 4875.724958 679 801 765 728 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
27, 5066.021083 679 801 777 771 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
28, 5116.021083 715 801 777 771 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
29, 5306.021083 715 801 781 780 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
30, 5356.021083 752 779 781 780 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
31, 5546.021083 752 779 740 744 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
32, 5626.021083 503 561 740 744 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
33, 5786.021083 503 561 849 860 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
34, 5866.021083 630 691 849 860 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
35, 6026.021083 630 691 832 841 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
36, 6136.021083 745 775 832 841 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
37, 6266.021083 745 775 577 564 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
38, 6376.021083 772 800 577 564 0.1 0.22 0.1 0.22 0.1 0.22 0.1 0.22;
