device_ms,toe_L,heel_L,toe_R,heel_R
269480,,,245.0,287.0
269490,,,266.0,287.0
269500,63.0,30.0,267.0,273.0
269510,,,256.0,257.0
269520,,,245.0,236.0
269530,,,234.0,209.0
269540,,,221.0,178.0
269550,,,229.0,173.0
269560,54.0,31.0,252.0,220.0
269570,,,244.0,205.0
269580,,,256.0,197.0
269621,24.0,14.0,,
269680,53.0,11.0,,
269741,13.0,7.0,,
269818,,,603.0,731.0
269828,,,547.0,725.0
269838,,,604.0,727.0
269848,,,543.0,731.0
269858,,,573.0,695.0
269868,,,572.0,716.0
269878,,,527.0,734.0
269888,,,595.0,719.0
269898,,,608.0,722.0
269908,,,566.0,689.0
269918,,,562.0,720.0
269928,,,588.0,704.0
269938,,,580.0,704.0
269948,,,566.0,702.0
269958,,,558.0,688.0
269968,,,451.0,693.0
269978,,,533.0,669.0
269988,,,487.0,663.0
269998,,,439.0,618.0
270008,,,424.0,614.0
270018,,,395.0,613.0
270028,,,384.0,597.0
270038,,,371.0,544.0
270048,,,340.0,510.0
270058,,,279.0,457.0
270068,,,219.0,408.0
270078,,,196.0,388.0
270088,,,112.0,328.0
270098,,,84.0,249.0
270108,,,85.0,249.0
270118,,,131.0,260.0
270128,,,113.0,244.0
270138,,,140.0,273.0
270148,,,123.0,246.0
270158,,,92.0,180.0
270168,,,92.0,172.0
270178,,,123.0,224.0
270188,,,107.0,218.0
270198,,,98.0,230.0
270208,,,110.0,228.0
270218,,,151.0,223.0
270228,,,151.0,218.0
270238,,,156.0,208.0
270246,401.0,318.0,,
270248,,,154.0,236.0
270256,450.0,351.0,,
270258,,,80.0,253.0
270268,,,137.0,246.0
270281,408.0,370.0,,
270340,483.0,514.0,,
270401,401.0,440.0,,
270491,414.0,393.0,,
270508,,,263.0,281.0
270518,,,259.0,289.0
270528,,,249.0,275.0
270574,,,253.0,283.0
270581,251.0,255.0,,
270640,112.0,25.0,,
270664,,,242.0,292.0
270701,17.0,23.0,,
270724,,,199.0,239.0
270760,22.0,27.0,,
270784,,,286.0,246.0
270821,53.0,62.0,,
270843,,,295.0,257.0
270904,,,410.0,478.0
270911,11.0,11.0,,
270963,,,611.0,729.0
271000,20.0,11.0,,
271024,,,613.0,730.0
271061,35.0,11.0,,
271083,,,611.0,729.0
271121,32.0,11.0,,
271144,,,514.0,623.0
271180,18.0,19.0,,
271204,,,453.0,587.0
271241,15.0,16.0,,
271264,,,287.0,435.0
271300,17.0,19.0,,
271324,,,139.0,226.0
271361,28.0,13.0,,
271414,,,103.0,158.0
271420,525.0,481.0,,
271474,,,142.0,244.0
271481,359.0,292.0,,
271534,,,174.0,218.0
271541,516.0,591.0,,
271593,,,163.0,195.0
271601,465.0,502.0,,
271654,,,69.0,300.0
271661,566.0,503.0,,
271713,,,254.0,288.0
271720,511.0,464.0,,
271804,,,250.0,306.0
271824,458.0,481.0,,
271840,407.0,372.0,,
271864,,,112.0,262.0
271901,196.0,168.0,,
271923,,,252.0,264.0
271960,40.0,45.0,,
272014,,,264.0,219.0
272021,37.0,20.0,,
272074,,,141.0,331.0
272081,55.0,28.0,,
272133,,,600.0,718.0
272141,52.0,43.0,,
272194,,,586.0,697.0
272201,31.0,18.0,,
272253,,,589.0,726.0
272260,34.0,15.0,,
272314,,,546.0,657.0
272320,36.0,12.0,,
272374,,,469.0,600.0
272380,45.0,11.0,,
272434,,,190.0,349.0
272441,21.0,15.0,,
272494,,,118.0,164.0
272500,17.0,17.0,,
272554,,,139.0,175.0
272561,20.0,17.0,,
272614,,,125.0,208.0
272621,36.0,11.0,,
272673,,,192.0,282.0
272680,452.0,123.0,,
272734,,,198.0,216.0
272741,497.0,135.0,,
272793,,,224.0,237.0
272831,460.0,489.0,,
272854,,,172.0,207.0
272891,430.0,487.0,,
272914,,,249.0,266.0
272951,437.0,487.0,,
272974,,,238.0,253.0
273034,,,250.0,282.0
273041,428.0,400.0,,
273094,,,204.0,202.0
273154,,,236.0,218.0
273213,,,255.0,252.0
273545,32.0,10.0,,
273555,29.0,8.0,,
273581,34.0,11.0,,
273641,66.0,15.0,,
273701,31.0,18.0,,
273760,21.0,14.0,,
273821,30.0,13.0,,
273880,264.0,111.0,,
273928,,,169.0,242.0
273938,,,172.0,243.0
273941,389.0,480.0,,
273963,,,196.0,249.0
274000,441.0,480.0,,
274024,,,253.0,275.0
274061,472.0,514.0,,
274083,,,237.0,284.0
274121,515.0,576.0,,
274144,,,191.0,225.0
274181,386.0,306.0,,
274204,,,132.0,222.0
274241,416.0,330.0,,
274264,,,222.0,240.0
274300,451.0,503.0,,
274324,,,229.0,288.0
274361,329.0,321.0,,
274384,,,234.0,285.0
274419,103.0,61.0,,
274444,,,156.0,187.0
274503,,,205.0,199.0
274510,22.0,28.0,,
274571,32.0,21.0,,
274594,,,228.0,220.0
274630,46.0,34.0,,
274654,,,207.0,205.0
274691,17.0,15.0,,
274713,,,600.0,697.0
274750,46.0,32.0,,
274774,,,615.0,729.0
274833,,,599.0,724.0
274840,31.0,13.0,,
274894,,,600.0,724.0
274901,21.0,14.0,,
274954,,,534.0,728.0
274991,18.0,15.0,,
275014,,,585.0,706.0
275050,27.0,14.0,,
275074,,,560.0,687.0
275111,419.0,94.0,,
275134,,,502.0,672.0
275194,,,434.0,615.0
275213,489.0,403.0,,
275231,349.0,386.0,,
275253,,,230.0,416.0
275314,,,194.0,207.0
275321,437.0,461.0,,
275374,,,182.0,293.0
275380,327.0,348.0,,
275434,,,190.0,276.0
275440,398.0,411.0,,
275494,,,226.0,271.0
275500,302.0,347.0,,
275554,,,198.0,402.0
275561,296.0,201.0,,
275614,,,266.0,334.0
275621,90.0,32.0,,
275704,,,305.0,357.0
275710,26.0,16.0,,
275764,,,197.0,280.0
275771,34.0,17.0,,
275824,,,281.0,326.0
275831,31.0,20.0,,
275884,,,231.0,351.0
275891,23.0,27.0,,
275944,,,263.0,294.0
275981,44.0,14.0,,
276003,,,557.0,656.0
276041,22.0,9.0,,
276064,,,612.0,731.0
276101,41.0,11.0,,
276124,,,612.0,726.0
276184,,,590.0,734.0
276191,18.0,14.0,,
276244,,,577.0,708.0
276250,20.0,13.0,,
276304,,,489.0,696.0
276311,27.0,12.0,,
276364,,,503.0,642.0
276371,93.0,35.0,,
276424,,,368.0,614.0
276484,,,296.0,532.0
276543,,,205.0,285.0
276604,,,191.0,224.0
277085,29.0,26.0,,
277095,40.0,28.0,,
277109,,,254.0,295.0
277119,,,265.0,298.0
277121,59.0,44.0,,
277144,,,283.0,297.0
277181,23.0,15.0,,
277203,,,277.0,291.0
277241,36.0,17.0,,
277264,,,305.0,263.0
277301,29.0,27.0,,
277324,,,610.0,719.0
277361,42.0,16.0,,
277384,,,457.0,736.0
277444,,,599.0,710.0
277451,14.0,17.0,,
277504,,,619.0,732.0
277511,13.0,19.0,,
277564,,,546.0,725.0
277601,24.0,16.0,,
277654,,,491.0,620.0
277661,432.0,171.0,,
277714,,,467.0,592.0
277721,562.0,229.0,,
277774,,,374.0,528.0
277781,480.0,490.0,,
277833,,,167.0,313.0
277841,500.0,420.0,,
277894,,,163.0,207.0
277901,551.0,512.0,,
277954,,,204.0,267.0
277960,509.0,389.0,,
278014,,,214.0,251.0
278021,425.0,304.0,,
278074,,,209.0,213.0
278081,329.0,345.0,,
278134,,,164.0,202.0
278141,227.0,155.0,,
278194,,,304.0,376.0
278201,39.0,23.0,,
278254,,,250.0,293.0
278261,26.0,16.0,,
278314,,,288.0,332.0
278321,36.0,22.0,,
278374,,,255.0,298.0
278381,58.0,28.0,,
278434,,,268.0,298.0
278441,33.0,14.0,,
278494,,,259.0,319.0
278500,57.0,21.0,,
278554,,,279.0,305.0
278561,22.0,13.0,,
278614,,,621.0,728.0
278651,38.0,14.0,,
278674,,,580.0,724.0
278710,29.0,18.0,,
278734,,,606.0,714.0
278794,,,542.0,716.0
278801,24.0,14.0,,
278854,,,584.0,706.0
278861,32.0,10.0,,
278914,,,567.0,685.0
278921,339.0,234.0,,
278974,,,542.0,666.0
278981,542.0,601.0,,
279034,,,436.0,546.0
279041,398.0,457.0,,
279094,,,297.0,466.0
279100,465.0,538.0,,
279154,,,174.0,217.0
279161,456.0,411.0,,
279214,,,147.0,228.0
279221,439.0,395.0,,
279274,,,215.0,238.0
279281,404.0,394.0,,
279334,,,180.0,211.0
279341,313.0,298.0,,
279394,,,198.0,313.0
279401,178.0,151.0,,
279454,,,180.0,220.0
279460,31.0,18.0,,
279514,,,268.0,315.0
279551,29.0,17.0,,
279604,,,243.0,310.0
279611,92.0,29.0,,
279664,,,235.0,268.0
279671,23.0,15.0,,
279731,44.0,12.0,,
279754,,,266.0,282.0
279791,21.0,12.0,,
279814,,,369.0,434.0
279851,31.0,10.0,,
280319,,,233.0,351.0
280329,,,223.0,339.0
280354,,,175.0,283.0
280356,389.0,447.0,,
280366,379.0,434.0,,
280391,503.0,532.0,,
280414,,,167.0,230.0
280451,486.0,436.0,,
280474,,,153.0,359.0
280511,403.0,274.0,,
280534,,,246.0,296.0
280571,408.0,263.0,,
280594,,,214.0,288.0
280631,353.0,317.0,,
280654,,,281.0,449.0
280691,169.0,44.0,,
280714,,,242.0,272.0
280751,28.0,13.0,,
280804,,,257.0,344.0
280811,36.0,16.0,,
280864,,,226.0,360.0
280871,57.0,38.0,,
280924,,,245.0,328.0
280931,38.0,14.0,,
280984,,,279.0,283.0
280991,28.0,13.0,,
281044,,,285.0,305.0
281051,63.0,15.0,,
281104,,,587.0,694.0
281111,91.0,18.0,,
281165,,,509.0,738.0
281171,30.0,15.0,,
281224,,,595.0,729.0
281231,19.0,12.0,,
281284,,,611.0,729.0
281291,17.0,12.0,,
281343,,,525.0,699.0
281351,31.0,11.0,,
281404,,,526.0,661.0
281411,438.0,423.0,,
281464,,,461.0,619.0
281471,519.0,592.0,,
281524,,,348.0,536.0
281531,481.0,554.0,,
281584,,,236.0,418.0
281591,508.0,581.0,,
281644,,,156.0,334.0
281651,420.0,472.0,,
281704,,,162.0,342.0
281711,386.0,322.0,,
281764,,,214.0,343.0
281771,425.0,375.0,,
281824,,,259.0,275.0
281831,389.0,282.0,,
281891,213.0,290.0,,
281915,,,194.0,332.0
281974,,,274.0,289.0
281981,34.0,18.0,,
282034,,,303.0,400.0
282041,40.0,25.0,,
282101,42.0,23.0,,
282125,,,216.0,346.0
282161,65.0,29.0,,
282184,,,232.0,282.0
282220,20.0,16.0,,
282244,,,267.0,330.0
282281,22.0,13.0,,
282334,,,321.0,341.0
282371,69.0,16.0,,
282394,,,523.0,729.0
282431,32.0,12.0,,
282455,,,593.0,730.0
282491,19.0,10.0,,
282514,,,608.0,733.0
282551,28.0,10.0,,
282574,,,604.0,725.0
282611,29.0,11.0,,
282634,,,569.0,696.0
282671,120.0,20.0,,
282694,,,483.0,618.0
282754,,,351.0,521.0
282761,547.0,284.0,,
282814,,,182.0,323.0
282821,446.0,357.0,,
282875,,,182.0,268.0
282881,481.0,516.0,,
282934,,,192.0,321.0
282971,541.0,468.0,,
282995,,,165.0,322.0
283031,464.0,432.0,,
283054,,,250.0,301.0
283091,443.0,511.0,,
283625,21.0,14.0,,
283635,25.0,11.0,,
283661,44.0,12.0,,
283721,29.0,13.0,,
283769,,,582.0,728.0
283779,,,532.0,735.0
283804,,,588.0,734.0
283811,42.0,15.0,,
283864,,,504.0,742.0
283872,36.0,13.0,,
283931,286.0,197.0,,
283967,,,585.0,711.0
283984,,,578.0,705.0
283991,452.0,475.0,,
284044,,,535.0,667.0
284050,400.0,427.0,,
284104,,,459.0,615.0
284111,415.0,469.0,,
284165,,,301.0,481.0
284171,496.0,504.0,,
284224,,,174.0,275.0
284231,494.0,565.0,,
284285,,,176.0,296.0
284291,372.0,349.0,,
284344,,,173.0,308.0
284381,163.0,142.0,,
284404,,,258.0,269.0
284441,63.0,13.0,,
284463,,,74.0,206.0
284501,24.0,12.0,,
284524,,,280.0,347.0
284561,39.0,17.0,,
284584,,,225.0,253.0
284622,24.0,16.0,,
284644,,,280.0,358.0
284681,62.0,36.0,,
284705,,,219.0,324.0
284764,,,175.0,306.0
284771,21.0,23.0,,
284832,39.0,22.0,,
284854,,,273.0,277.0
284915,,,308.0,325.0
284921,56.0,27.0,,
284974,,,528.0,732.0
284981,71.0,23.0,,
285035,,,525.0,722.0
285041,93.0,29.0,,
285094,,,594.0,719.0
285131,89.0,37.0,,
285154,,,596.0,712.0
285191,487.0,369.0,,
285214,,,567.0,690.0
285251,456.0,492.0,,
285274,,,500.0,627.0
285311,484.0,560.0,,
285334,,,431.0,607.0
285372,455.0,519.0,,
285394,,,261.0,420.0
285431,480.0,535.0,,
285484,,,176.0,255.0
285491,418.0,492.0,,
285551,301.0,361.0,,
285575,,,195.0,296.0
285611,294.0,203.0,,
285665,,,251.0,286.0
285671,147.0,44.0,,
285724,,,194.0,243.0
285731,44.0,15.0,,
285785,,,335.0,421.0
285791,58.0,24.0,,
285851,33.0,22.0,,
285875,,,291.0,411.0
285912,26.0,15.0,,
285934,,,285.0,425.0
285971,41.0,14.0,,
285995,,,295.0,424.0
286031,96.0,27.0,,
286054,,,358.0,452.0
286091,139.0,33.0,,
286114,,,345.0,403.0
286151,37.0,15.0,,
286174,,,356.0,354.0
286211,23.0,16.0,,
286234,,,584.0,680.0
286301,25.0,14.0,,
286325,,,545.0,737.0
286361,98.0,29.0,,
286384,,,604.0,726.0
286421,433.0,396.0,,
286444,,,559.0,734.0
286504,,,547.0,731.0
286594,,,558.0,686.0
286926,84.0,28.0,,
286936,51.0,19.0,,
286961,53.0,25.0,,
287021,33.0,26.0,,
287082,31.0,18.0,,
287099,,,333.0,442.0
287109,,,296.0,423.0
287134,,,236.0,362.0
287141,35.0,31.0,,
287194,,,301.0,401.0
287202,17.0,8.0,,
287254,,,288.0,393.0
287261,14.0,16.0,,
287314,,,226.0,293.0
287321,50.0,14.0,,
