side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
L,,244959,-0.013,1.004,0.008,26.3,-3.7,-0.8,534,577,0
L,,245020,0.025,0.994,-0.026,26.8,8.7,0.8,389,471,0
L,,245080,0.044,1.038,-0.023,38.4,4.4,-0.6,385,392,0
L,,245139,0.000,1.058,-0.064,44.8,2.1,-5.9,482,552,0
L,,245200,-0.021,1.070,-0.101,59.0,3.6,-4.3,345,506,0
L,,245259,-0.103,1.198,-0.123,83.9,16.0,2.5,190,209,0
L,,245320,0.239,1.676,-0.095,133.8,17.1,-1.8,33,14,0
L,,245379,0.305,2.147,0.443,175.2,-10.9,-34.1,49,36,0
L,,245440,0.006,1.321,-0.736,223.6,81.0,-52.7,25,14,0
L,,245500,0.002,0.110,0.481,86.9,187.5,-50.1,13,9,0
L,,245560,0.487,-0.041,0.401,-47.4,105.2,-69.1,75,25,0
L,,245620,0.413,0.232,0.310,-200.2,35.3,-66.1,79,20,0
L,,245679,0.240,1.074,0.066,-261.2,34.6,-41.9,52,40,0
L,,245740,0.570,1.732,-0.459,-253.9,94.5,-42.0,70,27,0
L,,245799,0.551,1.569,-0.698,-226.4,69.7,-34.2,37,20,0
L,,245860,0.567,1.362,-1.036,-115.5,64.1,-26.1,43,22,0
L,,245919,0.392,1.154,-1.291,20.5,-41.4,1.8,65,18,0
L,,245980,1.349,1.686,-1.823,110.0,6.5,-23.3,541,576,0
L,,246040,-0.089,0.736,0.291,84.7,-64.1,-7.3,501,546,0
L,,246100,0.346,1.040,0.048,45.7,-18.8,-2.1,545,605,0
L,,246634,0.120,1.742,0.064,137.8,-2.7,1.7,33,25,0
L,,246644,0.139,1.778,0.123,147.6,-0.5,0.4,30,24,0
L,,246669,0.240,1.999,0.368,167.6,28.0,-9.3,51,34,0
L,,246730,0.265,1.354,-0.356,245.4,93.3,8.0,57,31,0
L,,246790,-0.313,-0.792,-0.098,118.2,24.9,27.7,8,12,0
L,,246850,-0.070,0.480,-0.052,-29.4,66.7,-50.1,74,37,0
L,,246910,0.179,0.284,0.460,-165.7,0.0,-44.0,86,60,0
L,,246969,0.190,0.558,0.203,-258.0,4.2,-22.3,113,55,0
L,,247030,0.348,1.535,0.211,-276.9,96.7,-30.8,34,45,0
L,,247089,0.597,2.003,-0.788,-268.9,88.6,-53.1,60,50,0
L,,247150,0.494,1.630,-1.164,-202.9,-33.1,-16.3,87,53,0
L,,247209,0.263,1.431,-1.267,72.3,7.0,-6.7,44,15,0
L,,247270,0.701,1.501,-0.826,269.8,122.0,27.5,508,225,0
L,,247330,0.101,1.076,-0.052,85.0,-48.3,-6.3,393,291,0
L,,247390,0.352,0.933,-0.101,61.3,-13.5,0.5,441,274,0
L,,247450,-0.018,0.980,0.011,33.2,-10.7,-11.2,440,368,0
L,,247509,0.070,1.007,0.001,20.9,-3.5,-6.4,476,465,0
L,,247570,-0.009,1.022,0.058,29.4,4.4,-6.7,413,324,0
L,,247629,0.003,1.016,-0.042,47.0,2.8,-1.1,357,303,0
L,,247690,0.029,1.039,-0.091,45.0,1.8,-3.8,216,123,0
L,,247750,0.030,1.073,-0.098,56.9,4.2,-8.1,77,37,0
L,,247810,0.036,1.187,-0.096,79.0,14.5,-2.6,81,40,0
L,,247870,0.046,1.313,-0.031,126.2,-8.8,2.4,49,36,0
L,,247930,0.199,1.940,0.320,173.3,19.6,1.1,30,37,0
L,,247990,0.128,1.547,-0.028,260.3,137.9,-18.4,60,35,0
L,,248049,-0.018,0.415,0.279,91.0,45.6,3.1,11,11,0
L,,248110,0.160,0.007,-0.107,-21.8,148.7,-36.4,15,9,0
L,,248169,0.326,0.089,0.450,-161.3,-30.8,-52.7,26,14,0
L,,248230,0.000,0.614,0.230,-283.7,-65.1,-22.5,28,10,0
L,,248290,0.214,1.569,0.065,-282.8,31.7,-13.0,29,18,0
L,,248350,0.322,2.140,-0.842,-271.6,71.3,-53.2,76,33,0
L,,248410,0.375,1.596,-1.293,-169.3,26.8,-33.5,81,32,0
L,,248500,0.467,0.929,-0.324,68.0,-71.4,-0.3,298,48,0
L,,248560,-0.330,1.547,-0.079,115.1,-68.3,-17.7,453,496,0
L,,248620,-0.261,1.077,-0.114,89.1,-16.2,12.5,350,378,0
L,,248680,0.271,1.005,-0.012,56.2,-33.2,-9.3,384,415,0
L,,248740,-0.041,0.991,-0.037,37.1,-5.9,-6.0,290,318,0
L,,248799,0.080,0.985,-0.072,31.2,0.2,-8.6,371,425,0
L,,248860,-0.016,0.993,-0.076,30.3,1.8,-9.6,315,389,0
L,,248919,-0.035,1.032,-0.081,38.6,2.2,-9.1,367,283,0
L,,248980,0.010,1.037,-0.124,50.0,3.7,-11.4,76,68,0
L,,249040,-0.012,1.154,-0.133,63.2,15.9,-11.6,29,28,0
L,,249100,0.004,1.272,-0.118,99.6,17.2,-11.8,27,31,0
L,,249160,0.137,1.813,0.069,146.9,6.0,-15.6,25,27,0
L,,249250,0.095,1.389,0.085,253.9,182.6,-31.5,78,50,0
L,,249310,-0.122,1.267,0.439,61.1,145.7,-61.9,11,18,0
L,,249814,-0.291,1.155,-0.084,87.2,-83.3,8.1,575,586,0
L,,249824,-0.199,1.026,-0.203,86.2,-64.4,5.8,570,599,0
L,,249850,-0.331,0.772,0.217,72.3,-73.8,15.1,587,535,0
L,,249910,0.313,1.013,-0.063,63.7,-0.7,-3.6,575,654,0
L,,250000,0.014,0.998,-0.001,35.7,1.6,3.7,583,619,0
L,,250060,-0.042,0.991,-0.020,33.6,11.8,-0.4,477,507,0
L,,250120,0.035,1.036,-0.048,35.9,11.6,2.9,426,448,0
L,,250180,-0.020,1.005,-0.074,42.6,10.1,-1.6,399,434,0
L,,250240,-0.007,1.011,-0.137,48.0,16.2,-9.0,319,196,0
L,,250300,-0.127,1.136,-0.102,57.6,19.2,-8.1,196,116,0
L,,250360,0.119,1.311,-0.144,90.0,26.3,-7.1,24,26,0
L,,250419,0.117,1.896,0.087,149.5,9.0,-12.1,53,41,0
L,,250479,0.266,1.963,0.720,206.6,102.1,-66.3,33,38,0
L,,250540,-0.230,1.241,-0.150,99.6,127.3,-88.9,25,23,0
L,,250600,0.345,0.166,0.629,13.9,169.1,-72.9,13,21,0
L,,250660,0.471,0.181,0.344,-121.7,90.0,-69.2,17,17,0
L,,250720,0.360,0.581,0.280,-254.5,36.5,-49.7,26,17,0
L,,250780,0.490,1.597,0.028,-228.9,129.5,-36.8,25,30,0
L,,250839,0.709,1.856,-0.474,-239.4,145.8,-53.7,107,78,0
L,,250900,0.393,1.570,-0.785,-192.2,29.6,-47.1,66,50,0
L,,250990,0.431,0.998,-0.964,118.5,-8.6,15.1,106,71,0
L,,251050,1.468,1.376,-0.987,90.5,-49.9,14.9,557,560,0
L,,251110,-0.132,0.753,0.273,91.6,-50.3,-0.7,525,538,0
L,,251169,0.404,0.947,-0.096,69.5,-18.1,7.2,458,519,0
L,,251260,0.024,0.969,-0.041,40.4,1.4,5.4,508,567,0
L,,251320,0.066,1.027,-0.016,32.4,-1.0,-0.4,408,443,0
L,,251423,0.034,0.986,-0.115,31.7,0.9,-3.3,392,412,0
L,,251440,0.026,1.007,-0.128,33.2,0.2,-2.5,376,418,0
L,,251500,0.104,1.061,-0.122,38.5,1.1,-6.7,269,213,0
L,,251560,-0.036,1.172,-0.103,64.4,10.5,-2.3,92,48,0
L,,251620,0.181,1.180,-0.176,100.3,5.0,3.8,43,39,0
L,,251680,-0.023,1.823,0.072,145.2,-5.9,7.1,47,41,0
L,,251740,0.147,2.034,0.734,221.9,77.3,-12.8,48,38,0
L,,251800,0.081,1.119,-0.460,127.9,68.2,-1.4,51,38,0
L,,251860,-0.600,-0.574,0.103,39.6,132.1,-25.4,20,17,0
L,,251919,0.346,0.096,0.457,-75.8,48.3,-57.0,37,25,0
L,,251980,0.305,0.263,0.167,-192.9,-3.5,-56.7,49,19,0
L,,252070,0.320,1.243,0.047,-307.7,26.7,-46.4,30,26,0
L,,252130,0.378,2.001,-0.613,-270.4,72.1,-46.1,26,35,0
L,,252190,0.545,1.540,-1.075,-214.5,31.6,-34.0,28,42,0
L,,252250,0.458,1.411,-1.534,7.1,56.9,2.4,78,34,0
L,,252309,0.579,1.778,0.898,178.3,35.4,6.9,531,510,0
L,,252370,0.111,0.964,0.244,101.7,-61.4,11.2,507,575,0
L,,252430,0.156,0.931,-0.173,85.1,0.0,5.6,511,536,0
L,,252490,0.051,1.012,-0.011,50.1,-15.5,-8.1,517,529,0
L,,252550,0.067,1.012,-0.041,36.1,1.1,2.1,377,454,0
L,,253264,0.328,0.136,0.244,-151.4,19.8,-47.2,17,11,0
L,,253274,0.366,0.191,0.157,-166.3,11.4,-43.8,17,13,0
L,,253300,0.322,0.385,0.169,-215.3,-7.0,-35.9,37,18,0
L,,253390,0.408,1.644,0.108,-281.9,42.7,-29.8,18,36,0
L,,253480,0.473,1.820,-0.876,-238.4,74.6,-56.2,43,43,0
L,,253540,0.236,1.506,-1.647,-106.6,42.4,-11.6,30,18,0
L,,253599,0.959,0.813,-0.356,89.4,-24.5,10.9,353,278,0
L,,253660,-0.072,1.332,0.037,108.7,-68.2,-12.8,549,523,0
L,,253720,-0.214,1.094,0.186,102.4,-25.2,14.4,478,497,0
L,,253780,0.065,1.039,-0.014,61.1,-24.7,-7.4,523,543,0
L,,253870,0.045,1.004,-0.084,49.3,-3.0,6.3,505,520,0
L,,253930,0.049,0.967,-0.103,38.7,6.9,-1.4,416,447,0
L,,254020,0.023,0.992,-0.146,27.0,2.5,-5.6,413,444,0
L,,254110,0.049,1.042,-0.169,28.1,-0.4,-15.8,331,215,0
L,,254170,-0.114,1.177,-0.091,58.8,25.4,-10.2,170,86,0
L,,254273,0.106,1.787,0.020,141.1,17.7,-17.0,29,30,0
L,,254350,0.254,1.572,0.468,244.0,183.0,-59.5,58,48,0
L,,254410,0.223,0.900,-0.294,144.3,108.2,-63.9,20,23,0
L,,254470,0.221,0.072,0.324,40.6,127.6,-68.6,34,31,0
L,,254573,0.361,0.332,0.258,-204.6,14.0,-73.0,64,26,0
L,,254620,0.192,0.847,0.252,-281.6,16.0,-66.0,57,36,0
L,,254680,0.418,1.805,-0.025,-254.0,104.2,-56.8,32,41,0
L,,254740,0.871,1.847,-0.846,-262.2,124.6,-69.3,63,79,0
L,,254800,0.241,1.544,-1.670,-145.8,16.4,-14.9,29,20,0
L,,254889,0.794,1.769,-0.808,100.4,-12.5,9.5,471,412,0
L,,254950,-0.112,0.750,0.328,93.5,-70.9,19.3,416,423,0
L,,255010,0.521,1.003,-0.089,67.9,-11.8,3.7,444,496,0
L,,255070,-0.109,0.971,0.022,41.2,-5.6,-10.0,441,445,0
L,,255160,0.022,1.037,-0.027,19.6,5.0,-6.3,463,476,0
L,,255220,-0.042,1.003,-0.028,22.0,8.6,-1.5,427,475,0
L,,255280,0.033,1.027,-0.063,27.7,13.5,-3.4,411,426,0
L,,255383,0.011,1.029,-0.161,42.0,2.1,-12.6,283,297,0
L,,255400,-0.022,1.060,-0.144,44.8,7.4,-12.1,261,278,0
L,,255460,-0.056,1.214,-0.080,72.8,16.5,-4.6,62,85,0
L,,255520,-0.051,1.407,-0.069,114.5,11.9,-2.1,66,69,0
L,,255580,0.191,1.816,0.140,157.1,6.4,-17.2,56,66,0
L,,255640,0.271,1.540,0.492,250.0,170.9,-62.5,64,67,0
L,,255700,0.328,1.059,-0.266,155.5,154.8,-71.3,9,20,0
L,,255760,-0.097,0.422,-0.511,37.3,122.7,-65.5,31,14,0
L,,255820,0.405,0.131,0.437,-137.6,8.6,-66.0,16,13,0
L,,255880,0.396,0.465,0.195,-236.4,-11.2,-35.0,89,38,0
L,,255940,0.286,1.252,0.244,-270.9,66.8,-15.3,34,35,0
L,,256000,0.623,2.050,-0.455,-261.8,128.8,-48.3,27,30,0
L,,256060,0.645,1.788,-0.945,-240.9,57.8,-24.5,33,35,0
L,,256150,0.335,1.025,-1.281,112.4,17.7,14.6,82,64,0
L,,256240,-0.266,1.121,-0.238,96.6,-61.6,-4.5,437,448,0
L,,256745,-0.126,1.215,-0.074,66.8,25.0,-17.2,21,25,0
L,,256755,-0.067,1.212,-0.086,75.7,29.1,-17.0,23,24,0
L,,256780,0.007,1.239,-0.099,93.8,27.6,-16.5,22,29,0
L,,256840,0.087,1.730,-0.001,141.2,31.0,-29.8,19,24,0
L,,256930,0.203,1.212,-0.093,244.5,227.7,-92.8,100,62,0
L,,256990,-0.365,0.028,0.301,71.6,217.1,-100.2,11,9,0
L,,257080,0.858,0.020,0.309,-90.7,94.9,-114.8,70,23,0
L,,257140,0.610,0.341,0.195,-225.5,6.6,-90.6,105,32,0
L,,257200,0.790,1.148,0.080,-257.4,114.0,-62.3,34,34,0
L,,257291,1.027,1.571,-0.599,-247.1,119.6,-25.3,31,44,0
L,,257350,0.264,1.582,-0.586,-178.1,26.8,5.1,29,46,0
L,,257410,0.872,1.007,-1.155,0.2,84.7,14.3,16,29,0
L,,257513,0.000,1.501,-0.695,120.6,20.7,-3.6,515,429,0
L,,257530,0.134,1.166,0.073,106.0,-16.7,17.0,454,422,0
L,,257590,0.068,1.035,-0.150,61.5,-27.3,-19.5,546,463,0
L,,257650,0.064,0.988,-0.006,36.7,13.9,0.8,449,354,0
L,,257710,0.012,1.007,0.022,23.4,0.9,14.0,517,409,0
L,,257770,0.104,1.060,0.089,31.1,4.5,20.8,424,379,0
L,,257860,0.091,0.978,-0.097,54.6,-16.2,17.4,364,386,0
L,,257920,0.075,1.073,-0.108,47.4,-20.0,14.9,274,247,0
L,,257980,0.065,1.129,-0.090,56.4,-10.3,19.1,183,177,0
L,,258041,0.389,1.247,-0.142,88.9,-21.1,28.1,31,23,0
L,,258130,-0.025,1.901,0.206,159.7,-30.5,44.5,25,21,0
L,,258190,0.179,1.748,0.533,236.8,55.5,39.6,64,42,0
L,,258293,-0.375,0.747,-0.510,13.9,-106.6,65.1,62,17,0
L,,258310,-0.292,0.370,0.461,-11.4,-120.2,44.0,81,26,0
L,,258371,-0.255,0.184,0.265,-152.5,-68.5,41.8,49,12,0
L,,258430,-0.088,0.453,0.224,-239.8,-13.7,50.9,45,15,0
L,,258490,-0.158,1.190,-0.027,-321.8,-28.9,39.9,20,15,0
L,,258550,-0.009,2.336,-0.437,-299.6,-1.2,-9.8,18,16,0
L,,258610,-0.493,1.910,-1.055,-219.1,-45.1,-68.6,26,18,0
L,,258670,0.477,1.122,-1.354,-69.4,33.6,-35.6,27,15,0
L,,258760,0.162,1.530,0.633,302.4,55.1,10.6,438,459,0
L,,258850,0.044,1.071,-0.149,103.1,-41.0,9.5,387,375,0
L,,258940,-0.091,0.981,0.008,35.2,-4.4,-22.9,404,441,0
L,,259030,0.050,1.021,-0.004,26.4,8.1,-19.9,428,462,0
L,,259090,-0.054,0.993,-0.017,30.5,9.9,-15.4,224,258,0
L,,259180,-0.123,1.069,-0.082,50.9,14.1,-19.6,105,89,0
L,,259240,-0.036,1.117,-0.093,64.3,13.1,-21.2,20,33,0
