session_id,participant_id,session_date,test_type,condition_order,tempo_direction,weight_direction,post_calibration_noticed,post_calibration_text,cond1_actual,cond1_noticed,cond1_guess,cond1_correct,cond1_text,cond2_actual,cond2_noticed,cond2_guess,cond2_correct,cond2_text,post_session_noticed,post_session_text,post_session_tempo_guess,post_session_tempo_correct,post_session_weight_guess,post_session_weight_correct,agency_q1,agency_q2,agency_q3,agency_aggregate,ueqs_item_1,ueqs_item_2,ueqs_item_3,ueqs_item_4,ueqs_pragmatic,ari_item_1,ari_item_2,ari_item_3,ari_item_4,ari_item_5,ari_item_6,ari_item_7,ari_immersion
80,37,2026-05-21T09:10:38,Test 5: Full study,B-first,speeding_up,increasing,0,,increasing,0,,,,speeding_up,0,,,,0,,,,,,9,10,9,9.333333333333334,5,6,4,5,1.0,6,4,4,2,2,4,5,3.857142857142857
