device_ms,toe_L,heel_L,toe_R,heel_R
314453,436.0,824.0,,
314555,461.0,848.0,,
314573,465.0,849.0,,
314663,442.0,855.0,,
314722,434.0,861.0,,
314783,620.0,848.0,,
314842,783.0,889.0,,
314903,786.0,893.0,,
314962,799.0,903.0,,
315023,800.0,908.0,,
315113,801.0,907.0,,
315202,801.0,909.0,,
315262,803.0,910.0,,
315323,801.0,911.0,,
315382,787.0,912.0,,
315443,664.0,914.0,,
315533,460.0,911.0,,
315592,410.0,897.0,,
315653,465.0,782.0,,
315712,502.0,784.0,,
315802,531.0,816.0,,
315863,486.0,825.0,,
315953,440.0,849.0,,
316042,478.0,863.0,,
316102,751.0,876.0,,
316163,791.0,896.0,,
316222,795.0,901.0,,
316283,797.0,904.0,,
316342,802.0,906.0,,
316446,804.0,909.0,,
316462,804.0,912.0,,
316523,798.0,912.0,,
316583,784.0,912.0,,
316642,692.0,912.0,,
316733,403.0,918.0,,
316792,275.0,915.0,,
316853,318.0,902.0,,
316913,301.0,762.0,,
316972,386.0,782.0,,
317477,802.0,907.0,,
317487,799.0,904.0,,
317512,799.0,904.0,,
317573,801.0,909.0,,
317632,803.0,909.0,,
317693,801.0,912.0,,
317752,797.0,913.0,,
317813,779.0,912.0,,
317873,697.0,914.0,,
317962,480.0,913.0,,
318023,324.0,915.0,,
318113,352.0,874.0,,
318172,400.0,786.0,,
318233,415.0,800.0,,
318292,461.0,813.0,,
318382,449.0,817.0,,
318443,422.0,823.0,,
318502,427.0,838.0,,
318563,591.0,841.0,,
318623,783.0,889.0,,
318712,794.0,899.0,,
318773,798.0,904.0,,
318833,800.0,907.0,,
318922,800.0,907.0,,
318983,799.0,908.0,,
319042,791.0,914.0,,
319132,609.0,915.0,,
319193,471.0,917.0,,
319252,290.0,913.0,,
319313,319.0,890.0,,
319373,409.0,813.0,,
319433,406.0,816.0,,
319493,451.0,823.0,,
319552,450.0,831.0,,
319613,428.0,844.0,,
319672,409.0,849.0,,
319776,668.0,852.0,,
319792,741.0,865.0,,
319896,793.0,896.0,,
319913,795.0,900.0,,
319973,801.0,908.0,,
320063,801.0,910.0,,
320123,804.0,911.0,,
320212,804.0,912.0,,
320302,788.0,914.0,,
320363,730.0,913.0,,
320897,417.0,833.0,,
320907,408.0,832.0,,
320933,406.0,836.0,,
321023,406.0,854.0,,
321083,709.0,861.0,,
321143,782.0,889.0,,
321203,789.0,897.0,,
321263,799.0,904.0,,
321323,802.0,907.0,,
321413,806.0,909.0,,
321473,804.0,911.0,,
321533,803.0,912.0,,
321592,802.0,914.0,,
321653,791.0,914.0,,
321712,748.0,914.0,,
321773,553.0,915.0,,
321863,329.0,912.0,,
321953,364.0,837.0,,
322013,426.0,813.0,,
322073,470.0,822.0,,
322132,470.0,831.0,,
322193,439.0,842.0,,
322283,400.0,851.0,,
322342,405.0,859.0,,
322403,678.0,852.0,,
322506,788.0,894.0,,
322523,794.0,899.0,,
322583,802.0,905.0,,
322643,803.0,909.0,,
322703,804.0,910.0,,
322763,805.0,912.0,,
322823,803.0,913.0,,
322913,786.0,914.0,,
322973,734.0,914.0,,
323033,576.0,916.0,,
323123,279.0,917.0,,
323183,310.0,904.0,,
323243,332.0,832.0,,
323303,418.0,802.0,,
323363,472.0,816.0,,
323422,490.0,831.0,,
323513,428.0,841.0,,
323616,408.0,854.0,,
323632,422.0,856.0,,
323693,703.0,851.0,,
323752,784.0,889.0,,
324467,297.0,911.0,,
324477,299.0,907.0,,
324502,343.0,891.0,,
324562,367.0,806.0,,
324653,405.0,808.0,,
324712,435.0,812.0,,
324773,439.0,805.0,,
324833,405.0,805.0,,
324893,417.0,821.0,,
324953,415.0,837.0,,
325013,571.0,833.0,,
325073,776.0,887.0,,
325133,778.0,892.0,,
325193,786.0,896.0,,
325252,791.0,901.0,,
325313,794.0,903.0,,
325373,793.0,904.0,,
325433,795.0,903.0,,
325493,797.0,907.0,,
325553,796.0,910.0,,
325613,793.0,911.0,,
325673,705.0,912.0,,
325733,546.0,913.0,,
325792,345.0,908.0,,
325883,464.0,843.0,,
325973,481.0,836.0,,
326033,467.0,804.0,,
326093,465.0,799.0,,
326153,463.0,814.0,,
326212,438.0,827.0,,
326273,436.0,834.0,,
326333,780.0,887.0,,
326393,786.0,898.0,,
326453,793.0,905.0,,
326513,797.0,909.0,,
326573,796.0,911.0,,
326633,796.0,911.0,,
326693,789.0,914.0,,
326752,750.0,914.0,,
326813,634.0,915.0,,
326873,596.0,915.0,,
326933,477.0,910.0,,
326993,355.0,895.0,,
327053,515.0,847.0,,
327113,535.0,848.0,,
327173,534.0,844.0,,
327677,801.0,911.0,,
327687,801.0,909.0,,
327713,800.0,910.0,,
327773,795.0,910.0,,
327833,796.0,912.0,,
327893,793.0,912.0,,
327953,773.0,913.0,,
328013,673.0,914.0,,
328073,514.0,915.0,,
328133,437.0,914.0,,
328193,276.0,908.0,,
328253,344.0,838.0,,
328313,438.0,830.0,,
328373,484.0,836.0,,
328433,504.0,836.0,,
328493,501.0,836.0,,
328553,435.0,833.0,,
328613,439.0,847.0,,
328673,426.0,864.0,,
328733,770.0,881.0,,
328793,783.0,894.0,,
328853,794.0,903.0,,
328913,796.0,907.0,,
329016,798.0,911.0,,
329033,798.0,910.0,,
329093,795.0,911.0,,
329153,781.0,913.0,,
329213,715.0,913.0,,
329303,537.0,915.0,,
329363,495.0,915.0,,
329423,248.0,913.0,,
329483,335.0,879.0,,
329543,470.0,840.0,,
329603,500.0,834.0,,
329663,517.0,836.0,,
329723,529.0,838.0,,
329783,490.0,834.0,,
329843,461.0,845.0,,
329903,462.0,863.0,,
329963,670.0,841.0,,
330023,789.0,895.0,,
330113,794.0,904.0,,
330216,795.0,905.0,,
330263,797.0,910.0,,
330323,797.0,911.0,,
330383,793.0,912.0,,
330887,466.0,831.0,,
330897,470.0,829.0,,
330953,484.0,832.0,,
331013,464.0,836.0,,
331073,410.0,838.0,,
331133,412.0,855.0,,
331193,422.0,863.0,,
331283,786.0,892.0,,
331343,792.0,899.0,,
331403,799.0,907.0,,
331463,800.0,910.0,,
331523,800.0,909.0,,
331583,798.0,908.0,,
331643,795.0,913.0,,
331733,759.0,913.0,,
331793,595.0,917.0,,
331883,452.0,915.0,,
331943,225.0,916.0,,
332003,310.0,886.0,,
332063,401.0,806.0,,
332153,441.0,822.0,,
332213,452.0,823.0,,
332273,436.0,836.0,,
332363,388.0,841.0,,
332454,588.0,836.0,,
332526,,,822.0,909.0
332543,787.0,897.0,,
332550,,,833.0,917.0
332560,,,824.0,908.0
332570,,,828.0,908.0
332580,,,825.0,912.0
332590,,,826.0,913.0
332600,,,826.0,912.0
332610,,,825.0,910.0
332620,,,826.0,911.0
332630,,,827.0,913.0
332633,801.0,910.0,,
332640,,,809.0,900.0
332650,,,823.0,911.0
332660,,,824.0,911.0
332670,,,800.0,888.0
332680,,,823.0,911.0
332690,,,822.0,913.0
332693,801.0,910.0,,
332700,,,821.0,914.0
332710,,,819.0,912.0
332720,,,816.0,914.0
332730,,,813.0,913.0
332740,,,808.0,912.0
332750,,,797.0,914.0
332760,,,777.0,923.0
332770,,,736.0,915.0
332780,,,698.0,912.0
332783,799.0,909.0,,
332790,,,692.0,912.0
332800,,,673.0,912.0
332810,,,650.0,911.0
332820,,,642.0,913.0
332830,,,598.0,912.0
332840,,,579.0,912.0
332843,797.0,912.0,,
332850,,,558.0,894.0
332860,,,536.0,908.0
332870,,,472.0,906.0
332880,,,437.0,912.0
332890,,,448.0,901.0
332900,,,436.0,897.0
332903,788.0,913.0,,
332910,,,430.0,893.0
332920,,,394.0,884.0
332930,,,409.0,867.0
332940,,,423.0,841.0
332950,,,494.0,807.0
332960,,,534.0,781.0
332963,744.0,912.0,,
332970,,,556.0,792.0
332980,,,569.0,789.0
332990,,,576.0,792.0
333000,,,577.0,792.0
333066,553.0,915.0,,
333083,550.0,915.0,,
333173,269.0,915.0,,
333233,309.0,896.0,,
333238,,,577.0,789.0
333248,,,581.0,790.0
333258,,,584.0,793.0
333268,,,587.0,798.0
333278,,,589.0,801.0
333288,,,591.0,805.0
333293,447.0,818.0,,
333298,,,596.0,804.0
333308,,,597.0,805.0
333318,,,598.0,806.0
333328,,,624.0,816.0
333338,,,649.0,825.0
333348,,,690.0,831.0
333353,487.0,834.0,,
333358,,,730.0,844.0
333368,,,756.0,857.0
333378,,,773.0,865.0
333388,,,781.0,869.0
333398,,,788.0,874.0
333408,,,792.0,879.0
333414,507.0,839.0,,
333418,,,795.0,881.0
333428,,,796.0,881.0
333438,,,801.0,885.0
333448,,,804.0,889.0
333458,,,806.0,892.0
333468,,,807.0,891.0
333473,486.0,848.0,,
333478,,,809.0,895.0
333488,,,811.0,896.0
333498,,,812.0,898.0
333508,,,813.0,897.0
333518,,,814.0,899.0
333528,,,815.0,900.0
333538,,,818.0,900.0
333548,,,817.0,900.0
333558,,,815.0,901.0
333563,411.0,857.0,,
333568,,,818.0,901.0
333578,,,818.0,903.0
333588,,,818.0,904.0
333598,,,817.0,902.0
333608,,,819.0,904.0
333618,,,817.0,903.0
333628,,,820.0,904.0
333638,,,820.0,904.0
333648,,,820.0,903.0
333653,413.0,865.0,,
333658,,,821.0,905.0
333668,,,822.0,904.0
333678,,,822.0,905.0
333688,,,821.0,906.0
333713,707.0,853.0,,
333773,782.0,889.0,,
333833,798.0,905.0,,
333893,802.0,910.0,,
333928,,,808.0,918.0
333938,,,797.0,911.0
333963,,,742.0,913.0
334024,,,648.0,914.0
334083,,,488.0,914.0
334144,,,400.0,894.0
334234,,,552.0,772.0
334293,,,579.0,783.0
334354,,,596.0,784.0
334398,532.0,917.0,,
334408,517.0,916.0,,
334414,,,585.0,782.0
334433,476.0,913.0,,
334494,299.0,910.0,,
334503,,,576.0,789.0
334553,319.0,863.0,,
334564,,,587.0,804.0
334613,386.0,818.0,,
334654,,,781.0,870.0
334713,,,803.0,891.0
334716,424.0,838.0,,
334763,402.0,847.0,,
334774,,,816.0,900.0
334823,368.0,851.0,,
334833,,,822.0,908.0
334883,334.0,859.0,,
334894,,,825.0,908.0
334943,359.0,866.0,,
334954,,,827.0,912.0
335003,336.0,872.0,,
335014,,,827.0,909.0
335063,767.0,881.0,,
335074,,,827.0,910.0
335124,790.0,896.0,,
335133,,,825.0,911.0
335183,798.0,905.0,,
335224,,,828.0,912.0
335244,803.0,907.0,,
335284,,,825.0,913.0
335303,803.0,908.0,,
335343,,,805.0,912.0
335363,803.0,908.0,,
335404,,,672.0,910.0
335454,804.0,909.0,,
335462,,,500.0,901.0
335513,802.0,911.0,,
335524,,,575.0,812.0
335574,801.0,911.0,,
335583,,,622.0,811.0
335633,794.0,912.0,,
335644,,,627.0,808.0
335693,723.0,912.0,,
335704,,,627.0,797.0
335752,531.0,915.0,,
335764,,,628.0,793.0
335813,427.0,917.0,,
335824,,,626.0,799.0
335883,,,628.0,807.0
335903,311.0,899.0,,
335944,,,645.0,820.0
335963,281.0,741.0,,
336004,,,736.0,846.0
336023,356.0,712.0,,
336064,,,775.0,870.0
336083,405.0,743.0,,
336124,,,796.0,882.0
336184,,,811.0,900.0
336186,417.0,810.0,,
336204,399.0,812.0,,
336244,,,818.0,904.0
336263,367.0,828.0,,
336324,369.0,837.0,,
336333,,,823.0,905.0
336383,557.0,841.0,,
336394,,,825.0,908.0
336443,780.0,886.0,,
336454,,,826.0,909.0
336534,797.0,901.0,,
336543,,,824.0,913.0
336593,801.0,906.0,,
336604,,,815.0,913.0
336653,801.0,910.0,,
336664,,,786.0,912.0
336713,802.0,910.0,,
336753,,,708.0,912.0
336773,803.0,911.0,,
336833,801.0,911.0,,
336893,792.0,914.0,,
336954,749.0,910.0,,
337013,505.0,914.0,,
337074,402.0,920.0,,
337133,230.0,916.0,,
337468,,,827.0,911.0
337478,,,822.0,909.0
337534,,,827.0,907.0
337594,,,824.0,908.0
337654,,,826.0,912.0
337713,,,822.0,913.0
337774,,,812.0,912.0
337833,,,725.0,913.0
337877,804.0,913.0,,
337887,804.0,909.0,,
337894,,,595.0,914.0
337914,803.0,911.0,,
337954,,,448.0,913.0
337973,801.0,911.0,,
338014,,,358.0,889.0
338074,,,493.0,745.0
338077,800.0,912.0,,
338093,798.0,911.0,,
338134,,,540.0,754.0
338154,782.0,915.0,,
338194,,,573.0,770.0
338213,595.0,915.0,,
338253,,,572.0,769.0
338303,438.0,911.0,,
338314,,,538.0,765.0
338364,305.0,904.0,,
338374,,,566.0,782.0
338423,338.0,832.0,,
338434,,,741.0,850.0
338483,406.0,824.0,,
338494,,,803.0,890.0
338543,426.0,828.0,,
338583,,,821.0,909.0
338603,439.0,831.0,,
338644,,,825.0,910.0
338694,424.0,835.0,,
338734,,,824.0,909.0
338753,383.0,843.0,,
338793,,,824.0,911.0
338813,398.0,858.0,,
338853,,,824.0,912.0
338904,774.0,880.0,,
338914,,,819.0,911.0
338963,790.0,897.0,,
338974,,,786.0,913.0
339023,800.0,908.0,,
339034,,,678.0,912.0
339083,800.0,908.0,,
339094,,,516.0,909.0
339143,801.0,909.0,,
339154,,,377.0,867.0
339204,799.0,910.0,,
339213,,,563.0,787.0
339263,799.0,910.0,,
339274,,,577.0,792.0
339324,788.0,913.0,,
339333,,,574.0,760.0
339383,736.0,913.0,,
339394,,,579.0,754.0
339444,555.0,915.0,,
339454,,,600.0,776.0
339503,466.0,915.0,,
339514,,,601.0,796.0
339563,235.0,918.0,,
339574,,,615.0,813.0
339624,284.0,894.0,,
339634,,,784.0,872.0
339694,,,813.0,904.0
339713,389.0,800.0,,
339753,,,822.0,911.0
339803,423.0,817.0,,
339814,,,808.0,912.0
339874,,,760.0,912.0
339893,418.0,832.0,,
339934,,,724.0,913.0
339954,378.0,839.0,,
340013,380.0,851.0,,
340024,,,694.0,909.0
340074,361.0,848.0,,
340083,,,699.0,907.0
340133,769.0,878.0,,
340143,,,676.0,904.0
340194,789.0,895.0,,
340204,,,517.0,894.0
340284,804.0,908.0,,
340343,801.0,910.0,,
340404,802.0,909.0,,
340463,803.0,913.0,,
340524,800.0,911.0,,
340583,795.0,913.0,,
340673,637.0,916.0,,
340708,,,620.0,784.0
340718,,,621.0,785.0
340734,563.0,914.0,,
340774,,,692.0,830.0
340833,,,786.0,875.0
340894,,,807.0,892.0
340984,,,820.0,905.0
341043,,,820.0,905.0
341104,,,820.0,907.0
341164,,,820.0,909.0
341224,,,821.0,910.0
341238,424.0,859.0,,
341248,429.0,857.0,,
341274,420.0,863.0,,
341284,,,814.0,911.0
341333,627.0,845.0,,
341344,,,778.0,910.0
341393,781.0,887.0,,
341404,,,726.0,907.0
341484,797.0,905.0,,
341494,,,412.0,909.0
341543,801.0,910.0,,
341597,,,490.0,748.0
341603,804.0,911.0,,
341614,,,502.0,729.0
341674,,,541.0,743.0
341694,800.0,913.0,,
341734,,,573.0,767.0
341753,794.0,913.0,,
341794,,,580.0,775.0
341814,780.0,916.0,,
341854,,,585.0,779.0
341874,723.0,913.0,,
341914,,,580.0,783.0
341933,600.0,915.0,,
341973,,,590.0,782.0
341994,561.0,915.0,,
342034,,,600.0,786.0
342053,403.0,915.0,,
342094,,,780.0,865.0
342114,252.0,905.0,,
342154,,,801.0,885.0
342173,323.0,855.0,,
342214,,,816.0,899.0
342234,423.0,814.0,,
342274,,,824.0,907.0
342293,482.0,826.0,,
342333,,,824.0,910.0
342383,462.0,843.0,,
342394,,,821.0,910.0
342444,448.0,848.0,,
342454,,,823.0,911.0
342503,385.0,855.0,,
342514,,,824.0,913.0
342564,397.0,862.0,,
342574,,,819.0,912.0
342624,649.0,853.0,,
342634,,,795.0,911.0
342683,785.0,891.0,,
342724,,,700.0,911.0
