side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_1,2733858.0,0.128,1.244,0.574,-4.9,23.0,-23.3,585,688,0,,,,
R,condition_1,2733916.0,-0.845,1.292,-0.137,0.9,-2.4,-20.4,675,782,0,,,,
R,condition_1,2733977.0,0.107,1.185,-0.406,1.0,3.1,-16.6,692,803,0,,,,
R,condition_1,2734037.0,0.125,0.72,0.155,-2.7,-4.5,-11.8,708,819,0,,,,
R,condition_1,2734097.0,-0.005,0.932,-0.232,0.2,0.0,-8.7,719,837,0,,,,
R,condition_1,2734157.0,-0.139,0.948,-0.246,0.8,-1.0,-6.2,723,851,0,,,,
R,condition_1,2734217.0,-0.117,0.97,-0.258,0.7,-1.7,-3.9,726,867,0,,,,
R,condition_1,2734277.0,-0.143,0.988,-0.263,1.6,-2.2,-3.7,695,865,0,,,,
R,condition_1,2734336.0,-0.151,0.99,-0.376,-1.7,-4.0,-3.4,639,875,0,,,,
R,condition_1,2734397.0,0.211,1.262,-0.023,-2.8,-1.3,-11.6,367,896,0,,,,
R,condition_1,2734457.0,-0.259,1.387,-0.447,-6.4,-4.8,-13.9,186,907,0,,,,
R,condition_1,2734517.0,0.477,1.879,-0.302,-11.1,-2.6,-25.0,107,898,0,,,,
R,condition_1,2734579.0,-0.63,1.553,0.448,-2.4,-5.4,-26.0,108,889,0,,,,
R,condition_1,2734637.0,0.763,0.218,-0.693,-6.5,2.6,-4.3,393,582,0,,,,
R,condition_1,2734697.0,0.168,0.36,-0.517,1.4,-9.5,10.9,419,601,0,,,,
R,condition_1,2734757.0,0.124,0.305,-0.225,3.7,-12.5,28.3,449,609,0,,,,
R,condition_1,2734817.0,0.208,0.886,-0.156,9.6,0.8,37.0,461,620,0,,,,
R,condition_1,2734876.0,0.082,1.462,-0.531,14.7,7.5,37.3,437,617,0,,,,
R,condition_1,2734936.0,-0.729,2.175,-0.468,20.8,18.1,32.5,421,596,0,,,,
R,condition_1,2734997.0,-2.095,1.922,-0.321,12.0,24.1,9.3,333,576,0,,,,
R,condition_1,2735057.0,-0.301,1.798,0.751,-7.7,17.8,-21.2,536,645,0,,,,
R,condition_1,2735147.0,0.309,1.152,-0.1,3.3,-12.2,-14.5,683,794,0,,,,
R,condition_1,2735207.0,-0.143,0.984,-0.28,0.7,-2.1,-13.2,702,813,0,,,,
R,condition_1,2735268.0,-0.086,1.019,-0.233,-0.5,0.8,-8.7,718,833,0,,,,
R,condition_1,2735327.0,-0.113,0.93,-0.208,0.5,-0.1,-5.3,720,838,0,,,,
R,condition_1,2735428.0,-0.06,0.99,-0.205,1.1,-1.7,-3.4,720,849,0,,,,
R,condition_1,2735447.0,-0.051,1.012,-0.245,0.8,-1.8,-3.4,723,851,0,,,,
R,condition_1,2735507.0,-0.087,0.996,-0.338,-1.2,-3.5,-3.9,717,866,0,,,,
R,condition_1,2735567.0,0.032,1.117,-0.225,-3.7,-2.1,-9.2,633,872,0,,,,
R,condition_1,2735626.0,-0.227,1.169,-0.323,-6.1,-3.4,-11.9,207,896,0,,,,
R,condition_1,2735687.0,0.166,1.829,-0.101,-11.0,-5.5,-17.7,133,903,0,,,,
R,condition_1,2735747.0,0.705,2.125,-0.548,-13.1,5.3,-32.6,98,895,0,,,,
R,condition_1,2735807.0,0.113,0.91,-0.384,-9.6,12.4,-21.3,79,734,0,,,,
R,condition_1,2735867.0,0.224,0.377,-0.455,-3.5,12.6,1.1,422,614,0,,,,
R,condition_1,2735927.0,0.062,0.191,-0.329,-5.0,-5.6,23.1,446,611,0,,,,
R,condition_1,2735989.0,0.305,0.669,-0.223,0.0,3.0,37.8,461,608,0,,,,
R,condition_1,2736047.0,-0.181,1.25,-1.078,8.4,16.5,37.2,453,604,0,,,,
R,condition_1,2736107.0,-0.809,1.737,-1.182,19.1,21.4,32.0,447,610,0,,,,
R,condition_1,2736166.0,-1.163,1.87,-0.323,18.3,2.9,26.5,413,604,0,,,,
R,condition_1,2736226.0,-1.408,1.49,0.606,8.5,10.8,-7.2,456,641,0,,,,
R,condition_1,2736287.0,1.976,1.395,-0.085,-11.3,17.9,-11.2,645,752,0,,,,
R,condition_1,2736347.0,0.17,1.102,-0.355,2.9,-12.8,-14.5,689,796,0,,,,
R,condition_1,2736407.0,-0.281,0.949,-0.375,-1.3,-1.1,-12.1,701,812,0,,,,
R,condition_1,2736467.0,-0.105,0.986,-0.324,0.4,2.6,-9.0,717,829,0,,,,
R,condition_1,2736527.0,-0.141,0.918,-0.303,0.4,0.4,-6.0,726,843,0,,,,
R,condition_1,2736586.0,-0.073,0.96,-0.255,0.4,-1.6,-4.6,726,851,0,,,,
R,condition_1,2736647.0,-0.081,0.984,-0.223,0.7,-1.3,-4.3,728,853,0,,,,
R,condition_1,2736708.0,-0.127,0.97,-0.296,-0.4,-2.6,-3.8,716,859,0,,,,
R,condition_1,2736767.0,0.003,1.098,-0.131,-1.7,-5.5,-5.4,689,876,0,,,,
R,condition_1,2736827.0,-0.099,1.151,-0.305,-5.1,-1.6,-12.2,372,895,0,,,,
R,condition_1,2736887.0,0.075,1.743,-0.339,-10.0,-5.4,-15.3,169,906,0,,,,
R,condition_1,2736947.0,0.824,2.277,-0.249,-13.3,2.1,-31.9,93,898,0,,,,
R,condition_1,2737007.0,0.176,1.019,-0.101,-9.5,4.9,-22.2,95,834,0,,,,
R,condition_1,2737067.0,-0.877,0.321,-0.154,-1.1,9.7,-8.2,452,643,0,,,,
R,condition_1,2737126.0,-0.065,0.259,-0.188,-4.4,-10.5,19.1,439,596,0,,,,
R,condition_1,2737187.0,-0.033,0.76,-0.439,-0.4,-5.7,39.5,452,596,0,,,,
R,condition_1,2737247.0,-0.038,1.169,-0.81,5.6,13.5,38.2,441,581,0,,,,
R,condition_1,2737307.0,-0.398,1.565,-1.186,17.8,24.0,34.4,414,570,0,,,,
R,condition_1,2737369.0,-1.15,1.63,-1.241,21.1,8.2,29.2,381,572,0,,,,
R,condition_1,2737469.0,-0.225,1.482,0.531,3.6,26.7,-25.1,521,636,0,,,,
R,condition_1,2737487.0,1.361,1.156,0.571,-7.6,31.2,-14.9,607,714,0,,,,
R,condition_1,2737547.0,-0.945,1.503,0.165,1.7,-11.1,-18.3,683,792,0,,,,
R,condition_1,2737607.0,0.083,0.874,-0.573,1.2,8.5,-16.3,698,810,0,,,,
R,condition_1,2737697.0,-0.069,0.952,-0.287,1.5,1.5,-8.4,734,848,0,,,,
R,condition_1,2737757.0,-0.088,0.986,-0.237,1.7,-0.7,-5.6,734,853,0,,,,
R,condition_1,2737817.0,0.028,0.977,-0.262,1.2,-1.4,-4.9,735,863,0,,,,
R,condition_1,2737877.0,-0.061,0.986,-0.271,0.0,-2.0,-4.9,725,864,0,,,,
R,condition_1,2737967.0,-0.119,0.947,-0.263,-1.2,-4.5,-5.8,662,877,0,,,,
R,condition_1,2738027.0,-0.087,1.097,-0.21,-2.4,-2.6,-9.5,365,895,0,,,,
R,condition_1,2738087.0,-0.132,1.343,-0.291,-5.4,-4.2,-12.9,188,902,0,,,,
R,condition_1,2738149.0,0.517,1.874,-0.254,-11.7,-2.6,-24.0,118,897,0,,,,
R,condition_1,2738207.0,-0.321,1.805,0.539,-6.5,1.9,-28.5,104,892,0,,,,
R,condition_1,2738267.0,0.769,0.439,-0.457,-8.2,10.1,-6.7,447,637,0,,,,
R,condition_1,2738357.0,-0.039,0.351,-0.281,-4.3,-11.3,19.4,462,619,0,,,,
R,condition_1,2738416.0,0.112,0.365,-0.302,1.8,-8.6,34.5,460,602,0,,,,
R,condition_1,2738477.0,0.0,1.053,-0.597,8.4,6.1,38.4,459,608,0,,,,
R,condition_1,2738537.0,-0.192,1.6,-0.797,16.4,12.1,36.4,412,598,0,,,,
R,condition_1,2738597.0,-1.269,1.938,-0.678,21.9,8.4,26.9,331,569,0,,,,
R,condition_1,2738657.0,-1.628,1.451,0.206,4.0,11.9,-7.2,450,592,0,,,,
R,condition_1,2738717.0,0.154,0.823,-1.185,0.2,23.1,-25.2,655,760,0,,,,
R,condition_1,2738777.0,0.691,0.987,-0.275,5.2,-7.9,-15.3,692,798,0,,,,
R,condition_1,2738837.0,-0.175,1.032,-0.312,-0.4,0.3,-12.8,703,813,0,,,,
R,condition_1,2738899.0,-0.042,0.998,-0.334,2.1,1.4,-9.0,724,838,0,,,,
R,condition_1,2738957.0,-0.066,0.978,-0.234,1.6,-0.3,-6.9,730,847,0,,,,
R,condition_1,2739017.0,-0.049,0.945,-0.313,0.8,-0.9,-5.1,733,856,0,,,,
R,condition_1,2739077.0,-0.06,0.987,-0.22,0.7,-1.9,-3.8,732,861,0,,,,
R,condition_1,2739167.0,-0.13,1.013,-0.268,-1.7,-3.5,-3.8,705,870,0,,,,
R,condition_1,2739227.0,0.104,1.039,-0.145,-2.4,-5.0,-7.4,546,882,0,,,,
R,condition_1,2739287.0,-0.198,1.172,-0.413,-4.8,-1.3,-13.6,214,905,0,,,,
