side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,calibration,2475818.0,-1.703,3.512,-1.006,21.7,0.8,-11.9,677,783,9,,,,
R,calibration,2475877.0,-0.268,0.841,-0.342,1.7,-3.7,-9.0,702,813,0,,,,
R,calibration,2475938.0,-0.186,1.117,-0.17,0.2,-0.5,-6.9,721,840,0,,,,
R,calibration,2475998.0,-0.114,0.974,-0.116,-1.0,-2.0,-3.9,721,849,0,,,,
R,calibration,2476058.0,-0.087,1.003,-0.133,-1.4,-2.1,-5.4,690,854,0,,,,
R,calibration,2476118.0,-0.041,1.171,-0.137,-1.9,-3.4,-6.6,461,877,0,,,,
R,calibration,2476177.0,0.12,1.608,-0.324,-7.5,-3.4,-14.0,160,905,0,,,,
R,calibration,2476239.0,1.031,2.496,-0.547,-14.5,0.6,-32.6,107,893,0,,,,
R,calibration,2476297.0,0.072,0.999,0.273,-8.3,13.8,-29.4,62,857,0,,,,
R,calibration,2476358.0,0.917,-0.203,-0.282,-5.7,9.3,5.1,458,596,0,,,,
R,calibration,2476417.0,0.141,0.088,-0.141,1.7,-14.3,30.9,450,572,0,,,,
R,calibration,2476478.0,0.386,0.8,0.082,8.5,-3.6,41.1,430,518,0,,,,
R,calibration,2476538.0,-0.161,2.136,-0.596,10.5,47.7,31.0,411,529,0,,,,
R,calibration,2476597.0,-2.187,1.213,-1.766,1.9,36.0,16.3,423,572,0,,,,
R,calibration,2476658.0,-1.152,1.24,0.197,2.4,-14.0,-0.4,575,676,0,,,,
R,calibration,2476717.0,-1.161,2.516,0.316,-0.7,-2.6,-18.0,678,786,0,,,,
R,calibration,2476778.0,-0.105,0.699,-0.406,6.1,-0.3,-10.3,693,801,0,,,,
R,calibration,2476837.0,-0.047,1.05,-0.137,0.2,-1.0,-6.1,713,825,0,,,,
R,calibration,2476899.0,-0.096,0.999,-0.143,-0.7,-2.5,-5.5,717,837,0,,,,
R,calibration,2476958.0,-0.084,0.999,-0.126,-1.1,-2.2,-5.5,707,852,0,,,,
R,calibration,2477018.0,-0.157,1.036,-0.249,-1.6,-3.9,-5.0,630,876,0,,,,
R,calibration,2477078.0,0.142,1.215,-0.106,-3.1,-3.4,-8.7,282,899,0,,,,
R,calibration,2477137.0,0.29,1.775,-0.252,-9.7,-2.3,-19.9,147,904,0,,,,
R,calibration,2477198.0,0.913,2.526,-0.564,-10.4,6.7,-39.3,106,889,0,,,,
R,calibration,2477257.0,0.171,0.202,-0.88,-9.0,11.0,-14.2,397,637,0,,,,
R,calibration,2477318.0,0.494,0.048,-0.693,1.7,-4.7,13.3,453,589,0,,,,
R,calibration,2477377.0,0.24,0.149,-0.435,1.6,-8.0,39.0,472,586,0,,,,
R,calibration,2477438.0,0.143,1.159,-0.66,9.5,20.9,38.5,445,558,0,,,,
R,calibration,2477498.0,-1.196,1.853,-1.408,18.0,52.5,26.9,434,562,0,,,,
R,calibration,2477558.0,-2.555,1.086,-1.036,8.9,12.9,8.1,435,584,0,,,,
R,calibration,2477620.0,1.723,1.672,0.619,-8.3,18.8,-23.1,663,770,0,,,,
R,calibration,2477677.0,-0.665,0.933,-0.691,7.7,6.9,-19.7,712,827,0,,,,
R,calibration,2477738.0,-0.229,0.982,-0.043,0.0,0.1,-11.9,731,860,0,,,,
R,calibration,2477797.0,-0.293,0.936,-0.17,-0.4,-1.0,-6.1,716,876,0,,,,
R,calibration,2477858.0,-0.25,1.009,-0.245,-0.9,-3.2,-3.9,572,888,0,,,,
R,calibration,2477917.0,-0.071,1.229,-0.227,-2.0,-4.5,-6.3,269,900,0,,,,
R,calibration,2477978.0,0.191,1.586,0.021,-5.6,-1.6,-17.3,146,901,0,,,,
R,calibration,2478038.0,0.35,2.106,-0.592,-2.8,5.4,-29.4,88,903,0,,,,
R,calibration,2478127.0,0.202,0.32,-0.455,-7.1,2.7,-12.6,496,634,0,,,,
R,calibration,2478188.0,0.381,0.54,-0.156,0.3,-19.1,25.1,465,578,0,,,,
R,calibration,2478248.0,0.529,0.509,0.126,6.5,-3.8,38.5,460,547,0,,,,
R,calibration,2478308.0,-0.018,1.71,-0.299,10.7,37.0,32.3,460,561,0,,,,
R,calibration,2478370.0,-2.078,2.272,-1.77,5.7,49.1,15.9,424,581,0,,,,
R,calibration,2478427.0,-2.196,1.256,-0.141,2.7,-5.4,-5.4,588,689,0,,,,
R,calibration,2478488.0,0.69,-0.508,-0.405,1.4,5.4,-21.4,675,783,0,,,,
R,calibration,2478547.0,-0.55,1.209,-0.293,0.1,0.4,-13.9,705,815,0,,,,
R,calibration,2478608.0,-0.497,1.008,-0.445,-1.4,-2.5,-10.8,735,852,0,,,,
R,calibration,2478667.0,-0.373,1.091,-0.15,-3.0,-3.8,-3.4,708,879,0,,,,
R,calibration,2478728.0,0.124,1.746,-0.282,-4.8,-5.8,-4.9,330,895,0,,,,
R,calibration,2478788.0,0.877,1.767,0.16,-6.4,-2.4,-23.5,117,880,0,,,,
R,calibration,2478848.0,0.058,0.767,-0.135,-5.2,0.0,-27.8,138,888,0,,,,
R,calibration,2478908.0,0.561,0.15,-0.647,-3.3,4.1,-11.8,515,616,0,,,,
R,calibration,2478967.0,0.333,-0.248,-0.04,-0.6,-15.6,18.2,511,610,0,,,,
R,calibration,2479029.0,0.196,0.588,0.016,6.1,13.4,32.0,519,612,0,,,,
R,calibration,2479087.0,-0.225,1.535,-0.147,8.2,27.5,34.5,499,605,0,,,,
R,calibration,2479178.0,-2.568,0.759,-0.769,-2.5,17.6,0.7,554,651,0,,,,
R,calibration,2479238.0,1.56,0.672,-0.323,5.7,-7.5,-24.1,690,802,0,,,,
R,calibration,2479297.0,-0.552,0.942,-0.36,1.9,0.6,-16.8,738,872,0,,,,
R,calibration,2479357.0,-0.516,1.089,-0.222,-2.3,-5.2,-4.1,614,898,0,,,,
R,calibration,2479417.0,-0.02,1.624,-0.318,-4.8,-8.2,-0.7,153,906,0,,,,
R,calibration,2479478.0,0.796,1.538,0.17,-1.3,-3.6,-15.0,148,885,0,,,,
R,calibration,2479538.0,0.098,1.181,-0.136,-5.4,5.5,-25.3,259,781,0,,,,
R,calibration,2479598.0,0.559,0.935,-0.528,1.8,0.2,-3.2,480,633,0,,,,
R,calibration,2479658.0,0.396,0.084,-0.235,-0.1,-18.1,26.4,465,587,0,,,,
R,calibration,2479717.0,0.069,0.871,-0.314,5.9,5.0,36.3,471,597,0,,,,
R,calibration,2479780.0,-0.791,2.356,-0.4,8.4,34.8,30.4,381,566,0,,,,
R,calibration,2479837.0,-1.935,1.245,-0.521,3.0,21.6,8.6,426,579,0,,,,
R,calibration,2479898.0,-1.086,0.303,-2.428,5.2,-6.5,-14.5,663,771,0,,,,
R,calibration,2479958.0,-0.293,0.709,-0.504,0.5,-0.1,-21.5,733,855,0,,,,
R,calibration,2480018.0,-0.5,0.919,-0.147,-1.4,-2.1,-10.0,712,885,0,,,,
R,calibration,2480078.0,-0.297,1.047,-0.131,-2.7,-3.5,-1.1,517,896,0,,,,
R,calibration,2480138.0,-0.165,0.983,-0.131,-1.9,-3.9,-0.3,307,901,0,,,,
R,calibration,2480228.0,-0.143,0.918,-0.131,-1.4,-1.6,-5.3,154,904,0,,,,
R,calibration,2480288.0,-0.193,1.115,-0.138,-2.7,-0.3,-8.6,126,904,0,,,,
R,calibration,2480348.0,-0.037,1.617,-0.216,-7.1,-1.1,-14.6,101,903,0,,,,
R,calibration,2480408.0,0.325,1.985,-0.626,-5.7,-0.3,-22.1,76,904,0,,,,
R,calibration,2480469.0,-0.342,0.595,0.04,-4.5,-0.8,-16.0,68,851,0,,,,
R,calibration,2480528.0,-0.114,0.167,-0.041,-3.5,6.1,-4.9,429,633,0,,,,
R,calibration,2480587.0,0.065,0.491,-0.014,-4.5,-1.2,10.8,413,626,0,,,,
R,calibration,2480647.0,0.042,0.528,-0.282,-1.6,5.6,23.9,433,611,0,,,,
R,calibration,2480708.0,-0.057,1.006,-0.57,-0.8,21.0,28.4,443,603,0,,,,
R,calibration,2480797.0,-0.518,1.645,-0.781,4.0,32.9,21.7,421,595,0,,,,
R,calibration,2480858.0,-0.822,1.32,-0.669,3.0,39.1,9.1,404,598,0,,,,
R,calibration,2480917.0,-1.18,0.837,-0.76,2.7,18.5,3.3,435,603,0,,,,
R,calibration,2480978.0,-0.76,0.859,0.297,-0.9,-3.0,-3.9,564,663,0,,,,
R,calibration,2481038.0,1.071,-0.298,-0.202,-8.8,-0.5,-19.7,673,780,0,,,,
R,calibration,2481098.0,-0.176,1.103,-0.103,4.9,-1.9,-10.4,704,818,0,,,,
R,calibration,2481188.0,-0.219,0.985,-0.26,0.8,0.4,-8.1,722,863,0,,,,
R,calibration,2481250.0,-0.262,0.985,-0.147,0.1,-0.4,-4.1,688,877,0,,,,
R,calibration,2481308.0,-0.236,0.934,-0.169,0.3,-1.2,-2.3,599,890,0,,,,
R,calibration,2481368.0,-0.221,0.97,-0.171,0.7,-1.8,-2.1,457,891,0,,,,
R,calibration,2481428.0,-0.215,1.026,-0.199,0.0,-2.5,-3.0,291,902,0,,,,
R,calibration,2481488.0,-0.177,1.121,-0.194,-0.5,-1.8,-6.3,161,907,0,,,,
R,calibration,2481578.0,0.065,1.582,-0.115,-5.2,-4.5,-15.1,111,902,0,,,,
R,calibration,2481638.0,0.374,2.02,-0.578,-4.9,-3.5,-25.4,73,894,0,,,,
R,calibration,2481698.0,0.006,0.866,-0.035,-5.2,-4.1,-20.2,53,808,0,,,,
R,calibration,2481758.0,-0.278,0.262,-0.174,0.6,4.5,-2.8,424,623,0,,,,
R,calibration,2481818.0,0.073,0.272,0.129,0.2,-6.2,16.0,425,618,0,,,,
R,calibration,2481877.0,0.038,0.519,-0.181,6.5,-3.7,29.5,436,611,0,,,,
R,calibration,2481937.0,-0.059,0.971,-0.221,9.4,11.7,32.3,444,619,0,,,,
R,calibration,2482000.0,-0.233,1.451,-0.761,11.3,17.3,29.0,360,617,0,,,,
R,calibration,2482058.0,-0.789,1.629,-0.518,11.2,13.0,25.4,342,626,0,,,,
R,calibration,2482148.0,-1.128,1.31,0.071,0.5,4.3,-2.8,482,603,0,,,,
R,calibration,2482208.0,-1.046,1.988,0.527,6.9,-8.1,-19.0,668,772,0,,,,
R,calibration,2482268.0,0.027,0.598,-0.334,1.1,4.6,-14.1,690,798,0,,,,
R,calibration,2482328.0,-0.065,0.95,-0.102,-0.7,-3.3,-9.4,696,804,0,,,,
R,calibration,2482388.0,0.011,0.976,-0.203,-0.3,-0.9,-7.1,709,819,0,,,,
R,calibration,2482478.0,-0.161,0.988,-0.235,-1.3,-1.8,-5.7,712,852,0,,,,
R,calibration,2482538.0,-0.128,0.908,-0.144,-0.4,-1.0,-4.9,669,869,0,,,,
R,calibration,2482598.0,-0.145,0.923,-0.168,-0.2,-0.8,-5.1,592,878,0,,,,
R,calibration,2482658.0,-0.149,0.996,-0.124,-0.4,-0.9,-5.5,502,884,0,,,,
R,calibration,2482719.0,-0.21,1.005,-0.28,-0.9,-1.2,-5.9,364,894,0,,,,
R,calibration,2482778.0,-0.24,1.151,-0.247,-2.5,-2.5,-8.3,221,904,0,,,,
R,calibration,2482837.0,-0.075,1.423,-0.316,-5.9,-5.1,-12.0,128,905,0,,,,
R,calibration,2482898.0,0.076,1.507,-0.338,-7.2,-2.6,-19.5,80,895,0,,,,
R,calibration,2482958.0,-0.457,1.443,0.26,-3.7,-8.7,-17.6,80,880,0,,,,
R,calibration,2483018.0,0.352,0.256,-0.276,-3.7,-0.7,-7.4,383,569,0,,,,
R,calibration,2483078.0,0.271,0.443,-0.172,0.8,-5.8,9.1,418,605,0,,,,
R,calibration,2483138.0,-0.074,0.702,-0.189,4.9,-3.5,25.0,443,612,0,,,,
R,calibration,2483198.0,0.105,0.992,-0.105,6.5,5.0,29.2,458,622,0,,,,
R,calibration,2483258.0,-0.189,1.371,-0.207,6.5,11.7,28.8,467,627,0,,,,
R,calibration,2483318.0,-0.274,1.753,-0.303,7.0,27.4,25.0,434,630,0,,,,
R,calibration,2483377.0,-1.432,1.451,-0.892,4.7,29.8,12.0,398,624,0,,,,
R,calibration,2483469.0,-0.057,0.827,0.15,-3.4,-1.4,-15.1,636,743,0,,,,
R,calibration,2483528.0,0.339,0.832,0.08,6.0,0.4,-17.5,693,800,0,,,,
R,calibration,2483588.0,-0.061,0.974,-0.004,2.5,-0.4,-10.9,704,816,0,,,,
R,calibration,2483648.0,-0.07,0.986,-0.221,1.3,-0.5,-7.4,723,838,0,,,,
R,calibration,2483708.0,-0.09,1.021,-0.151,0.8,-1.2,-5.2,734,853,0,,,,
R,calibration,2483767.0,-0.102,0.968,-0.182,0.1,-1.4,-3.6,731,857,0,,,,
R,calibration,2483828.0,-0.08,0.977,-0.2,-0.1,-1.4,-3.2,727,866,0,,,,
R,calibration,2483888.0,-0.104,0.994,-0.2,-0.8,-1.8,-4.0,701,864,0,,,,
R,calibration,2483948.0,-0.192,0.962,-0.207,-1.4,-1.2,-4.8,659,883,0,,,,
R,calibration,2484008.0,-0.178,1.09,-0.197,-2.2,-2.1,-5.4,511,892,0,,,,
R,calibration,2484068.0,-0.054,1.371,-0.268,-4.4,-2.7,-10.2,288,904,0,,,,
R,calibration,2484127.0,0.285,1.897,-0.258,-10.5,-2.9,-19.6,102,900,0,,,,
R,calibration,2484190.0,-0.214,1.862,0.297,-4.0,-4.1,-23.0,122,888,0,,,,
R,calibration,2484248.0,0.085,0.392,-0.342,-8.0,-0.7,-12.4,354,569,0,,,,
R,calibration,2484308.0,-0.101,0.249,-0.429,-3.6,3.2,2.3,421,592,0,,,,
R,calibration,2484398.0,-0.127,0.52,-0.215,-0.8,3.2,22.1,440,605,0,,,,
R,calibration,2484458.0,-0.24,0.979,-0.42,2.1,17.3,25.8,462,614,0,,,,
R,calibration,2484518.0,-0.307,1.172,-0.741,5.3,21.7,23.6,459,607,0,,,,
R,calibration,2484577.0,-0.412,1.314,-0.758,6.8,21.5,21.0,457,620,0,,,,
R,calibration,2484638.0,-0.332,1.303,-0.626,9.6,14.6,21.2,436,624,0,,,,
R,calibration,2484698.0,-0.483,1.277,-0.346,11.0,9.8,15.4,445,617,0,,,,
R,calibration,2484758.0,-0.749,1.217,0.035,5.2,5.8,0.5,457,623,0,,,,
R,calibration,2484818.0,0.166,0.727,0.083,-2.0,12.4,-17.0,566,675,0,,,,
R,calibration,2484879.0,-0.601,1.444,-0.298,-1.0,-0.1,-17.2,673,779,0,,,,
R,calibration,2484938.0,-0.374,1.22,-0.12,2.8,0.6,-13.1,689,798,0,,,,
R,calibration,2484998.0,0.316,0.967,0.024,0.0,0.0,-10.8,714,827,0,,,,
R,calibration,2485057.0,-0.043,0.987,-0.228,0.9,-0.3,-7.4,727,847,0,,,,
R,calibration,2485118.0,-0.06,0.985,-0.265,-0.1,-1.8,-6.2,722,853,0,,,,
R,calibration,2485178.0,-0.116,0.965,-0.227,-0.3,-1.1,-5.4,698,872,0,,,,
R,calibration,2485238.0,-0.146,0.962,-0.371,-0.2,-1.2,-4.6,631,883,0,,,,
R,calibration,2485298.0,-0.2,0.966,-0.208,0.1,-1.1,-4.1,557,889,0,,,,
