side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,,3204999.0,0.059,0.202,-0.028,-10.3,-10.7,-14.9,362,911,0,,,,
R,,3205009.0,0.076,0.204,-0.018,-10.3,-10.6,-17.0,237,914,0,,,,
R,,3205019.0,0.082,0.203,-0.01,-10.2,-8.8,-18.7,202,912,0,,,,
R,,3205029.0,0.089,0.2,-0.009,-9.7,-5.3,-20.7,192,912,0,,,,
R,,3205039.0,0.088,0.201,-0.014,-8.6,-0.1,-22.8,175,911,0,,,,
R,,3205049.0,0.076,0.206,-0.032,-6.5,4.6,-24.3,151,910,0,,,,
R,,3205059.0,0.025,0.208,-0.034,-4.5,5.8,-24.9,160,906,0,,,,
R,,3205069.0,-0.029,0.225,-0.056,-5.8,5.2,-23.6,178,902,0,,,,
R,,3205079.0,-0.046,0.245,-0.079,-8.7,10.8,-24.5,175,897,0,,,,
R,,3205089.0,0.013,0.253,-0.12,-8.4,13.0,-28.2,204,891,0,,,,
R,,3205099.0,0.098,0.242,-0.138,-0.6,8.1,-36.4,195,871,0,,,,
R,,3205109.0,0.119,0.19,-0.115,3.8,2.7,-43.7,219,836,0,,,,
R,,3205119.0,0.087,0.075,-0.072,3.9,1.3,-45.0,396,739,0,,,,
R,,3205129.0,0.063,0.003,-0.063,7.1,3.2,-36.8,550,710,0,,,,
R,,3205139.0,0.042,-0.066,-0.037,8.6,0.7,-25.6,593,717,0,,,,
R,,3205149.0,-0.028,-0.078,-0.049,8.2,4.2,-10.3,602,726,0,,,,
R,,3205159.0,-0.094,-0.054,-0.047,-2.1,4.3,2.5,603,728,0,,,,
R,,3205169.0,0.01,0.015,-0.121,-6.8,6.0,12.7,577,724,0,,,,
R,,3205179.0,0.151,0.078,-0.119,-4.4,-1.1,11.4,556,716,0,,,,
R,,3205189.0,0.17,0.074,-0.1,-8.0,-8.0,6.7,545,710,0,,,,
R,,3205199.0,0.11,0.025,-0.015,-7.9,-9.6,3.7,532,705,0,,,,
R,,3205209.0,0.062,-0.019,0.026,-7.3,-2.4,7.0,544,706,0,,,,
R,,3205219.0,0.034,-0.034,0.044,-2.2,5.9,13.9,540,705,0,,,,
R,,3205229.0,0.04,-0.02,0.026,2.6,16.4,23.6,537,703,0,,,,
R,,3205239.0,0.054,0.006,-0.025,3.0,23.8,28.0,540,701,0,,,,
R,,3205249.0,0.061,0.031,-0.074,0.7,22.1,30.1,524,699,0,,,,
R,,3205259.0,0.047,0.056,-0.107,-4.0,16.1,31.1,522,701,0,,,,
R,,3205269.0,0.04,0.069,-0.107,-3.7,9.0,31.0,525,702,0,,,,
R,,3205279.0,0.025,0.078,-0.08,-2.3,3.8,32.5,535,709,0,,,,
R,,3205289.0,0.017,0.096,-0.036,0.2,3.2,35.2,538,712,0,,,,
R,,3205299.0,0.018,0.114,-0.012,2.2,7.4,38.5,547,716,0,,,,
R,,3205309.0,0.028,0.131,-0.011,2.6,13.3,38.9,551,714,0,,,,
R,,3205319.0,0.032,0.145,-0.032,2.0,18.8,37.2,556,715,0,,,,
R,,3205329.0,0.02,0.151,-0.063,1.5,22.8,37.1,566,720,0,,,,
R,,3205339.0,0.011,0.158,-0.096,1.8,21.7,39.2,567,721,0,,,,
R,,3205349.0,0.015,0.17,-0.107,1.6,18.4,41.1,571,723,0,,,,
R,,3205359.0,0.02,0.187,-0.11,-0.3,15.6,41.2,574,728,0,,,,
R,,3205369.0,0.011,0.2,-0.106,-1.1,13.8,41.4,575,727,0,,,,
R,,3205379.0,0.004,0.204,-0.1,1.0,14.3,40.5,580,731,0,,,,
R,,3205389.0,-0.007,0.205,-0.104,4.5,14.9,39.7,580,731,0,,,,
R,,3205399.0,-0.021,0.205,-0.107,7.1,14.6,39.6,579,733,0,,,,
R,,3205409.0,-0.025,0.212,-0.109,7.9,11.1,40.9,569,729,0,,,,
R,,3205419.0,-0.041,0.235,-0.093,7.6,8.7,42.4,552,726,0,,,,
R,,3205429.0,-0.059,0.261,-0.069,5.7,4.0,43.0,532,720,0,,,,
R,,3205439.0,-0.072,0.285,-0.04,3.8,1.8,41.2,518,720,0,,,,
R,,3205449.0,-0.084,0.3,-0.012,2.6,1.9,36.6,510,723,0,,,,
R,,3205459.0,-0.089,0.303,0.009,1.6,4.2,28.6,528,726,0,,,,
R,,3205469.0,-0.106,0.292,0.016,0.3,7.9,21.9,541,729,0,,,,
R,,3205479.0,-0.151,0.258,0.006,-0.6,13.1,16.5,550,733,0,,,,
R,,3205489.0,-0.188,0.205,-0.03,-0.1,18.4,12.3,545,733,0,,,,
R,,3205499.0,-0.19,0.19,-0.074,3.5,17.4,9.4,546,742,0,,,,
R,,3205509.0,-0.203,0.207,-0.103,8.2,10.5,7.8,546,744,0,,,,
R,,3205519.0,-0.209,0.236,-0.088,10.4,-3.0,4.8,546,747,0,,,,
R,,3205529.0,-0.202,0.264,-0.047,5.1,-9.6,-0.8,565,751,0,,,,
R,,3205539.0,-0.176,0.273,0.0,-0.3,-10.1,-9.6,576,758,0,,,,
R,,3205549.0,-0.146,0.246,0.04,-2.5,-3.4,-22.3,606,765,0,,,,
R,,3205559.0,0.198,0.227,0.009,-2.1,9.1,-29.2,686,795,0,,,,
R,,3205569.0,0.58,0.161,-0.061,10.1,0.3,-37.8,703,806,0,,,,
R,,3205579.0,0.056,0.065,-0.012,18.5,-10.1,-44.1,709,811,0,,,,
R,,3205589.0,-0.187,-0.104,0.114,2.9,5.8,-17.6,715,813,0,,,,
R,,3205599.0,0.009,-0.027,0.008,1.0,16.0,22.5,723,823,0,,,,
R,,3205609.0,0.126,0.211,-0.049,29.1,11.7,13.6,725,826,0,,,,
R,,3205619.0,0.115,0.354,-0.019,26.4,11.3,-1.7,733,831,0,,,,
R,,3205629.0,0.003,0.275,-0.044,16.7,7.5,-25.6,738,835,0,,,,
R,,3205639.0,-0.021,0.188,-0.06,20.4,5.0,-37.4,743,840,0,,,,
R,,3205649.0,0.012,0.134,-0.03,9.6,1.0,-36.1,749,847,0,,,,
R,,3205659.0,0.001,0.046,-0.048,-2.3,-1.6,-23.5,750,850,0,,,,
R,,3205669.0,-0.027,0.009,-0.051,0.7,5.7,-13.9,754,853,0,,,,
R,,3205679.0,0.026,0.074,-0.117,8.0,12.3,-4.9,761,861,0,,,,
R,,3205689.0,0.002,0.135,-0.134,15.5,1.6,0.6,765,866,0,,,,
R,,3205699.0,-0.022,0.179,-0.111,5.7,-7.5,-0.3,772,873,0,,,,
R,,3205709.0,-0.008,0.193,-0.076,-6.2,-15.3,-9.3,776,876,0,,,,
R,,3205719.0,0.009,0.162,-0.038,-14.4,-13.7,-15.6,776,881,0,,,,
R,,3205729.0,0.03,0.115,-0.026,-14.1,-10.6,-18.1,782,880,0,,,,
R,,3205739.0,0.038,0.076,-0.019,-8.7,-7.7,-15.1,782,883,0,,,,
