side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
L,,8686821,0.029,0.207,-0.059,-30.0,12.8,14.6,618,815,0
L,,8686831,0.013,0.209,-0.060,-29.1,12.6,14.2,614,812,0
L,,8686841,0.032,0.208,-0.049,-27.8,11.3,13.5,611,813,0
L,,8686851,0.052,0.208,-0.047,-26.5,9.6,13.4,611,816,0
L,,8686861,0.055,0.208,-0.055,-24.8,8.0,13.0,609,815,0
L,,8686871,0.052,0.200,-0.074,-23.6,6.4,12.4,610,818,0
L,,8686881,0.026,0.209,-0.106,-22.6,6.9,12.3,609,815,0
L,,8686891,-0.021,0.206,-0.110,-20.8,6.9,11.3,604,818,0
L,,8686901,-0.052,0.190,-0.111,-18.8,7.4,9.8,602,817,0
L,,8686911,-0.068,0.186,-0.135,-16.4,7.5,7.0,606,821,0
L,,8686921,-0.059,0.178,-0.173,-10.7,7.3,4.3,591,813,0
L,,8686931,-0.050,0.172,-0.191,-5.5,6.2,1.8,586,810,0
L,,8686941,-0.038,0.169,-0.187,0.6,3.5,-1.2,590,815,0
L,,8686951,-0.034,0.167,-0.185,6.6,-1.8,-4.1,599,816,0
L,,8686961,-0.037,0.159,-0.165,10.2,-6.8,-6.0,609,819,0
L,,8686971,-0.032,0.145,-0.107,12.5,-10.2,-6.9,635,824,0
L,,8686981,0.135,0.096,0.363,-27.6,-26.3,-2.4,686,842,0
L,,8686991,0.376,0.117,0.597,-27.0,-22.3,1.8,697,845,0
L,,8687001,-0.404,0.277,-0.310,47.2,39.5,4.2,701,847,0
L,,8687011,-0.085,0.162,-0.004,-25.8,-7.7,-12.4,709,855,0
L,,8687021,0.265,0.161,0.070,8.0,2.6,-8.9,715,859,0
L,,8687031,0.125,0.151,0.044,13.9,-7.2,-5.5,723,864,0
L,,8687041,0.083,0.106,0.024,3.7,-17.0,-10.4,727,868,0
L,,8687051,0.024,0.173,0.049,1.3,-15.8,-8.7,731,873,0
L,,8687061,0.020,0.171,0.043,4.9,-13.2,-10.5,738,878,0
L,,8687071,0.010,0.154,0.002,5.4,-10.7,-11.4,740,880,0
L,,8687081,0.003,0.149,0.013,6.0,-8.5,-11.0,741,880,0
L,,8687091,-0.067,0.136,0.058,3.6,-9.0,-11.7,744,884,0
L,,8687101,-0.005,0.168,0.037,8.1,-8.7,-11.0,747,885,0
L,,8687111,0.013,0.135,0.019,8.5,-10.6,-8.2,750,887,0
L,,8687121,-0.027,0.134,0.035,8.1,-8.2,-5.8,760,896,0
L,,8687131,-0.008,0.126,0.031,9.5,-3.6,-4.4,751,888,0
L,,8687141,-0.019,0.122,0.029,10.1,-1.0,-4.3,754,892,0
L,,8687151,0.014,0.126,0.026,9.6,1.7,-3.3,752,892,0
L,,8687161,0.020,0.123,0.022,9.5,2.4,-3.1,755,893,0
L,,8687171,0.020,0.122,0.018,7.0,2.4,-3.4,754,896,0
L,,8687181,0.022,0.119,0.025,5.1,1.9,-3.8,757,894,0
L,,8687191,0.023,0.114,0.029,3.9,0.9,-4.1,755,895,0
L,,8687201,0.023,0.114,0.034,3.0,-0.8,-3.9,757,893,0
L,,8687211,0.016,0.118,0.040,2.6,-2.0,-3.6,757,896,0
L,,8687221,0.006,0.124,0.046,2.9,-2.3,-3.2,757,896,0
L,,8687231,-0.001,0.124,0.049,3.7,-1.9,-2.9,758,895,0
L,,8687241,-0.005,0.123,0.047,4.8,-1.1,-2.7,760,896,0
L,,8687251,-0.007,0.123,0.048,6.0,-0.1,-2.7,758,897,0
L,,8687261,-0.006,0.122,0.045,6.9,1.1,-2.6,759,896,0
L,,8687271,-0.001,0.120,0.040,7.9,1.8,-2.5,758,895,0
L,,8687281,0.008,0.119,0.042,8.4,2.3,-2.4,759,897,0
L,,8687291,0.007,0.120,0.039,8.4,1.3,-2.8,757,896,0
L,,8687301,0.012,0.119,0.035,8.6,0.6,-2.9,758,897,0
L,,8687311,0.014,0.118,0.032,8.1,-0.4,-3.2,760,899,0
L,,8687321,0.008,0.120,0.034,7.6,-0.9,-3.1,761,899,0
L,,8687331,0.018,0.122,0.027,7.8,-1.5,-3.6,771,902,0
L,,8687341,0.016,0.127,0.014,7.3,-2.0,-3.5,761,899,0
L,,8687351,0.000,0.129,0.013,6.8,-2.5,-3.5,764,903,0
L,,8687361,0.018,0.127,0.011,7.1,-2.5,-3.5,764,902,0
L,,8687371,0.009,0.128,0.013,6.9,-2.0,-3.5,764,904,0
L,,8687381,0.007,0.128,0.018,7.0,-1.3,-3.8,764,904,0
L,,8687391,0.002,0.127,0.018,6.6,-0.7,-4.1,764,905,0
L,,8687401,0.005,0.124,0.017,6.3,-0.2,-4.3,766,906,0
L,,8687411,0.002,0.126,0.016,6.3,0.2,-4.4,763,907,0
L,,8687421,0.003,0.125,0.016,6.1,0.3,-4.5,765,906,0
L,,8687431,0.003,0.125,0.018,6.0,0.6,-4.4,765,908,0
L,,8687441,0.000,0.124,0.017,5.9,0.4,-4.4,765,910,0
L,,8687451,-0.003,0.127,0.015,5.9,0.4,-4.4,767,908,0
L,,8687461,0.002,0.126,0.014,5.7,0.3,-4.6,765,909,0
L,,8687471,-0.001,0.125,0.017,5.8,0.4,-4.8,765,907,0
L,,8687481,-0.001,0.124,0.015,5.7,0.7,-4.9,765,908,0
L,,8687491,-0.003,0.125,0.014,5.7,0.5,-5.2,763,908,0
L,,8687501,0.001,0.124,0.011,5.8,0.5,-5.4,764,910,0
L,,8687511,-0.003,0.126,0.015,5.8,0.1,-5.7,763,909,0
L,,8687521,-0.005,0.129,0.018,5.9,0.0,-6.1,762,911,0
L,,8687531,-0.010,0.131,0.012,6.2,-0.1,-6.5,761,910,0
L,,8687541,-0.012,0.132,0.010,6.2,-0.1,-6.7,755,921,0
L,,8687551,-0.015,0.131,0.012,6.3,0.0,-6.9,753,910,0
L,,8687561,-0.016,0.136,0.010,6.9,0.6,-6.8,746,909,0
L,,8687571,-0.026,0.141,0.015,6.3,1.0,-6.8,737,908,0
L,,8687581,-0.012,0.137,0.002,8.2,2.2,-6.8,724,909,0
L,,8687591,-0.007,0.147,0.008,7.9,1.8,-6.7,705,909,0
L,,8687601,-0.001,0.156,0.000,8.9,2.3,-6.6,696,910,0
L,,8687611,-0.005,0.162,0.006,8.2,2.3,-6.7,688,909,0
L,,8687621,-0.004,0.161,0.000,9.3,3.2,-6.9,674,909,0
L,,8687631,-0.003,0.159,0.006,9.6,3.5,-7.4,656,911,0
L,,8687641,0.002,0.167,-0.010,9.8,3.0,-7.9,645,907,0
L,,8687651,-0.004,0.171,0.008,10.7,3.4,-8.1,634,910,0
L,,8687661,0.000,0.170,0.008,11.1,3.7,-8.4,639,916,0
L,,8687671,0.000,0.175,0.010,11.6,4.4,-8.7,627,912,0
L,,8687681,0.001,0.181,0.014,12.4,5.5,-9.3,611,908,0
L,,8687691,0.009,0.184,0.022,13.2,8.8,-9.9,600,908,0
L,,8687701,0.012,0.185,0.022,13.9,7.9,-10.5,571,910,0
L,,8687711,0.015,0.188,0.027,14.3,9.0,-11.0,547,911,0
L,,8687721,0.021,0.185,0.037,14.5,9.5,-12.3,525,908,0
L,,8687731,0.016,0.182,0.042,15.2,10.4,-13.4,510,909,0
L,,8687741,0.003,0.185,0.049,15.4,11.2,-14.6,421,908,0
L,,8687751,0.000,0.188,0.048,16.1,12.7,-16.3,368,908,0
L,,8687761,0.000,0.194,0.027,16.8,12.8,-18.3,261,908,0
L,,8687771,0.006,0.202,-0.030,17.9,12.9,-19.3,269,905,0
L,,8687781,0.000,0.203,-0.053,19.3,12.8,-20.0,266,906,0
L,,8687791,-0.004,0.193,-0.040,19.2,13.5,-18.6,290,901,0
L,,8687801,0.006,0.188,0.032,17.6,17.2,-15.3,280,898,0
L,,8687811,0.012,0.187,0.052,15.4,18.9,-14.1,306,888,0
L,,8687821,0.007,0.157,0.058,13.1,21.5,-13.1,504,870,0
L,,8687831,-0.005,0.125,0.027,12.7,26.0,-14.5,546,843,0
L,,8687841,0.003,0.087,0.004,12.8,32.0,-11.4,581,812,0
L,,8687851,-0.001,0.078,-0.004,11.3,31.2,-9.4,580,796,0
L,,8687861,-0.033,0.032,0.054,9.3,27.0,-8.8,593,808,0
L,,8687871,-0.085,0.013,0.022,2.8,27.3,-10.0,599,809,0
L,,8687881,-0.040,0.033,0.056,2.1,25.5,-8.9,593,809,0
L,,8687891,0.015,0.020,0.084,1.6,21.3,-6.1,587,804,0
L,,8687901,0.089,0.042,0.082,-1.3,17.3,-2.7,582,799,0
L,,8687911,0.086,0.037,0.080,-8.9,13.9,-0.2,575,795,0
L,,8687921,0.050,0.022,0.068,-13.5,12.0,2.0,576,793,0
L,,8687931,0.045,0.026,0.048,-19.6,10.6,3.2,576,791,0
L,,8687941,0.037,0.037,0.021,-20.9,10.5,4.1,576,795,0
L,,8687951,0.043,0.043,0.023,-23.7,8.9,5.2,574,795,0
L,,8687961,0.065,0.051,0.028,-25.8,7.6,6.8,567,797,0
L,,8687971,0.079,0.064,0.019,-26.4,4.5,8.0,579,802,0
L,,8687981,0.083,0.075,0.004,-27.8,5.9,9.0,581,801,0
L,,8687991,0.077,0.083,-0.005,-29.5,4.4,9.8,584,803,0
L,,8688001,0.064,0.097,-0.010,-31.5,2.9,10.3,594,808,0
L,,8688011,0.060,0.111,-0.007,-34.4,0.9,10.9,593,806,0
L,,8688021,0.063,0.129,-0.002,-36.2,-0.6,11.9,599,811,0
L,,8688031,0.062,0.145,-0.004,-37.4,-2.1,13.4,605,812,0
L,,8688041,0.051,0.161,-0.005,-37.8,-2.8,14.9,608,812,0
L,,8688051,0.036,0.175,-0.007,-37.3,-2.2,16.6,608,812,0
L,,8688061,0.028,0.186,-0.007,-36.4,-0.7,17.5,610,811,0
L,,8688071,0.030,0.191,-0.004,-35.3,1.0,18.0,611,814,0
L,,8688081,0.034,0.203,0.000,-34.6,2.6,18.2,614,820,0
L,,8688091,0.027,0.216,-0.004,-33.6,4.8,17.9,614,817,0
L,,8688143,0.001,0.239,-0.053,-32.2,12.3,16.4,611,819,0
L,,8688202,-0.003,0.223,-0.159,-21.9,5.6,11.1,588,817,0
L,,8688262,0.013,0.200,-0.070,10.3,-7.8,-8.7,668,831,0
L,,8688322,0.093,0.159,0.035,8.7,-14.3,-8.7,729,868,0
L,,8688412,-0.029,0.121,0.047,6.7,-1.3,-4.5,754,892,0
L,,8688501,0.018,0.122,0.047,6.0,-2.9,-3.3,762,896,0
L,,8688562,0.013,0.126,0.017,9.0,0.4,-3.6,767,905,0
L,,8688622,0.002,0.122,0.018,5.6,-2.6,-3.7,767,907,0
L,,8688682,0.002,0.122,0.007,5.0,-0.7,-3.5,762,909,0
L,,8688742,0.000,0.128,0.001,4.6,0.3,-3.9,757,911,0
L,,8688802,-0.002,0.136,0.007,6.1,0.9,-5.1,724,909,0
L,,8688862,0.000,0.152,0.000,9.5,3.2,-6.3,678,909,0
L,,8688923,0.014,0.177,0.008,13.9,4.3,-7.6,619,910,0
