side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_1_offset,612497.0,-0.141,1.199,0.179,23.5,17.9,-60.1,675,813,0,,,,
R,condition_1_offset,612557.0,-0.043,0.881,0.009,-24.1,-4.4,-38.7,699,831,0,,,,
R,condition_1_offset,612619.0,-0.001,1.018,0.086,24.2,-6.0,-27.5,710,846,0,,,,
R,condition_1_offset,612707.0,-0.084,0.967,0.14,-5.6,-9.7,-6.7,623,856,0,,,,
R,condition_1_offset,612767.0,-0.116,0.997,0.054,5.0,-18.9,-12.7,649,855,0,,,,
R,condition_1_offset,612827.0,-0.052,0.954,0.073,0.1,-31.1,-9.6,665,856,0,,,,
R,condition_1_offset,612887.0,-0.081,0.989,-0.025,-7.2,-30.4,-12.5,711,853,0,,,,
R,condition_1_offset,612947.0,0.01,1.074,0.02,-33.1,-34.3,-27.5,681,853,0,,,,
R,condition_1_offset,613050.0,-0.111,1.517,0.057,-58.5,-18.8,-74.2,406,835,0,,,,
R,condition_1_offset,613067.0,-0.223,1.647,0.016,-87.2,-8.7,-79.0,408,837,0,,,,
R,condition_1_offset,613126.0,-0.007,1.679,0.065,-173.7,38.8,-88.2,405,829,0,,,,
R,condition_1_offset,613187.0,0.094,1.904,-0.377,-296.3,56.8,-139.3,403,820,0,,,,
R,condition_1_offset,613247.0,-0.022,0.566,-0.215,-159.3,-34.2,-116.4,378,747,0,,,,
R,condition_1_offset,613307.0,0.654,1.033,-0.191,8.4,45.8,57.6,470,732,0,,,,
R,condition_1_offset,613367.0,0.152,0.298,-0.387,60.8,189.7,140.7,490,740,0,,,,
R,condition_1_offset,613427.0,0.074,0.614,-0.185,169.3,83.5,206.1,513,743,0,,,,
R,condition_1_offset,613487.0,-0.061,1.249,-0.17,169.9,13.3,263.8,521,746,0,,,,
R,condition_1_offset,613546.0,-0.444,2.452,0.489,279.4,-57.8,250.6,495,737,0,,,,
R,condition_1_offset,613607.0,-1.136,1.891,1.265,129.8,82.7,135.4,496,731,0,,,,
R,condition_1_offset,613666.0,-1.489,1.767,0.937,-10.8,21.4,-61.8,514,713,0,,,,
R,condition_1_offset,613727.0,0.115,1.856,0.372,-200.0,114.1,-166.1,628,755,0,,,,
R,condition_1_offset,613787.0,0.058,1.041,0.246,-62.4,127.4,-117.6,677,795,0,,,,
R,condition_1_offset,613847.0,-0.291,1.069,-0.015,-38.1,10.9,-53.6,691,830,0,,,,
R,condition_1_offset,613907.0,0.019,0.985,0.122,9.3,-49.1,-24.3,621,847,0,,,,
R,condition_1_offset,613997.0,-0.145,0.986,0.09,-9.4,-3.7,-6.8,723,851,0,,,,
R,condition_1_offset,614057.0,-0.031,0.982,0.198,-4.2,-7.3,-7.4,719,851,0,,,,
R,condition_1_offset,614117.0,-0.122,1.059,0.072,15.8,-25.2,-8.4,714,853,0,,,,
R,condition_1_offset,614177.0,-0.109,1.093,0.405,44.3,-51.5,-4.2,721,855,0,,,,
R,condition_1_offset,614237.0,-0.051,1.087,-0.075,-20.7,-41.7,-13.2,720,855,0,,,,
R,condition_1_offset,614327.0,-0.016,1.307,-0.101,-102.6,-41.7,-56.4,636,842,0,,,,
R,condition_1_offset,614387.0,-0.043,1.455,0.036,-107.5,-33.5,-43.9,408,838,0,,,,
R,condition_1_offset,614447.0,0.162,1.651,0.205,-261.6,69.0,-97.6,412,826,0,,,,
R,condition_1_offset,614507.0,-0.328,1.491,-0.519,-244.5,-100.2,-138.1,398,815,0,,,,
R,condition_1_offset,614567.0,-0.14,-0.133,0.88,39.3,-91.9,-27.8,470,750,0,,,,
R,condition_1_offset,614626.0,0.182,-0.134,-0.205,78.6,113.5,94.8,444,760,0,,,,
R,condition_1_offset,614687.0,-0.011,0.439,-0.375,210.7,34.0,185.5,509,755,0,,,,
R,condition_1_offset,614747.0,0.038,1.029,-0.091,195.0,-0.1,211.4,519,759,0,,,,
R,condition_1_offset,614807.0,-0.072,1.94,0.192,308.0,-148.7,240.1,516,761,0,,,,
R,condition_1_offset,614867.0,-0.591,1.887,1.206,207.6,106.0,167.7,511,765,0,,,,
R,condition_1_offset,614927.0,-1.479,1.606,1.05,87.1,51.4,34.0,528,763,0,,,,
R,condition_1_offset,615017.0,0.608,1.012,1.011,-224.5,63.5,-87.8,631,764,0,,,,
R,condition_1_offset,615077.0,0.288,1.035,-0.023,-62.7,75.2,-119.3,671,796,0,,,,
R,condition_1_offset,615137.0,-0.561,1.002,0.094,-86.1,16.6,-40.0,652,835,0,,,,
R,condition_1_offset,615197.0,-0.068,0.91,0.095,-24.3,-27.3,-41.3,705,850,0,,,,
R,condition_1_offset,615257.0,-0.156,0.914,0.09,-22.8,2.7,-26.5,700,854,0,,,,
R,condition_1_offset,615317.0,-0.17,1.009,0.164,-12.6,-15.1,-12.6,715,855,0,,,,
R,condition_1_offset,615376.0,-0.084,1.014,0.159,3.3,-4.6,-5.5,709,854,0,,,,
R,condition_1_offset,615437.0,0.072,1.079,0.435,-165.9,197.1,-35.0,694,853,0,,,,
R,condition_1_offset,615497.0,-0.057,1.089,0.11,-12.5,-19.7,-7.5,613,860,0,,,,
R,condition_1_offset,615565.0,-0.034,1.161,-0.036,-26.6,-48.5,-22.8,651,854,0,,,,
R,condition_1_offset,615647.0,-0.022,1.302,0.378,-45.7,-52.3,-48.8,438,842,0,,,,
R,condition_1_offset,615707.0,-0.127,1.391,-0.19,-72.8,-74.9,-103.2,409,838,0,,,,
R,condition_1_offset,615767.0,0.079,2.274,-0.357,-285.4,86.8,-140.0,394,822,0,,,,
R,condition_1_offset,615827.0,-0.26,1.336,0.067,-241.6,-73.2,-162.4,388,803,0,,,,
R,condition_1_offset,615887.0,0.215,-0.104,0.756,-32.6,36.4,85.8,464,728,0,,,,
R,condition_1_offset,615947.0,0.236,0.114,0.046,104.0,91.3,136.5,461,718,0,,,,
R,condition_1_offset,616007.0,0.029,0.555,-0.185,204.6,83.3,212.1,431,717,0,,,,
R,condition_1_offset,616067.0,-0.155,1.191,-0.175,194.9,11.4,248.7,405,718,0,,,,
R,condition_1_offset,616126.0,-0.467,2.036,0.419,243.6,-4.6,248.4,476,730,0,,,,
R,condition_1_offset,616187.0,-0.732,2.028,0.79,150.9,125.4,159.5,486,736,0,,,,
R,condition_1_offset,616247.0,-1.365,1.304,0.539,101.2,75.0,29.6,503,739,0,,,,
R,condition_1_offset,616307.0,-0.078,1.227,2.396,-108.7,122.5,-100.3,550,728,0,,,,
R,condition_1_offset,616367.0,-0.133,1.582,-0.022,-155.6,75.9,-191.8,645,769,0,,,,
R,condition_1_offset,616427.0,-0.41,0.934,0.396,24.0,39.9,-89.9,685,807,0,,,,
R,condition_1_offset,616517.0,-0.1,0.989,0.203,15.1,-21.1,-35.4,665,847,0,,,,
R,condition_1_offset,616577.0,-0.152,0.921,0.07,-10.9,-9.9,-17.2,677,854,0,,,,
R,condition_1_offset,616637.0,-0.143,0.944,0.076,-20.5,-3.4,-1.6,646,855,0,,,,
R,condition_1_offset,616697.0,-0.088,0.987,0.186,-3.3,-8.4,8.4,701,857,0,,,,
R,condition_1_offset,616757.0,0.012,0.991,0.237,16.9,-50.0,12.3,706,857,0,,,,
R,condition_1_offset,616817.0,-0.016,1.124,-0.035,26.6,-72.4,7.4,717,853,0,,,,
R,condition_1_offset,616907.0,0.002,1.277,0.004,-44.5,-34.5,-36.8,697,852,0,,,,
R,condition_1_offset,616967.0,-0.02,1.234,0.162,-84.5,1.6,-54.6,515,842,0,,,,
R,condition_1_offset,617027.0,-0.003,1.308,0.132,-121.6,-7.8,-58.8,417,841,0,,,,
R,condition_1_offset,617087.0,0.197,2.047,0.102,-253.5,52.0,-100.9,377,828,0,,,,
R,condition_1_offset,617147.0,-0.48,1.473,-0.431,-165.2,-93.2,-145.3,398,809,0,,,,
R,condition_1_offset,617207.0,-0.141,-0.599,1.135,-4.2,-3.4,51.3,472,729,0,,,,
R,condition_1_offset,617267.0,0.065,0.243,-0.082,84.4,154.0,140.3,492,730,0,,,,
R,condition_1_offset,617327.0,-0.254,0.683,-0.616,92.5,211.7,217.4,476,738,0,,,,
R,condition_1_offset,617387.0,-0.467,1.314,-0.095,78.5,87.0,235.7,508,736,0,,,,
R,condition_1_offset,617447.0,-0.575,2.033,0.128,254.5,-20.7,263.1,502,732,0,,,,
R,condition_1_offset,617507.0,-0.996,1.971,0.487,240.0,83.0,157.6,498,731,0,,,,
R,condition_1_offset,617567.0,-1.721,1.278,-0.051,89.8,60.0,28.3,459,678,0,,,,
R,condition_1_offset,617627.0,-0.082,1.52,1.502,13.4,-45.6,-86.1,541,708,0,,,,
R,condition_1_offset,617687.0,0.134,1.888,0.435,-154.4,160.6,-178.9,639,761,0,,,,
R,condition_1_offset,617747.0,-0.531,1.066,0.097,35.4,34.7,-103.9,682,804,0,,,,
R,condition_1_offset,617807.0,-0.25,0.745,0.084,-0.7,-13.3,-39.7,705,840,0,,,,
R,condition_1_offset,617867.0,-0.001,1.069,0.227,24.9,-41.3,-23.8,723,854,0,,,,
R,condition_1_offset,617927.0,-0.141,1.009,-0.026,-22.9,-16.7,-15.8,707,856,0,,,,
R,condition_1_offset,617987.0,-0.062,0.97,0.187,-13.0,-16.5,-5.7,694,853,0,,,,
R,condition_1_offset,618047.0,-0.123,0.936,-0.176,3.0,-39.6,1.4,674,853,0,,,,
R,condition_1_offset,618107.0,-0.08,0.908,-0.305,-23.1,12.4,-14.1,654,847,0,,,,
R,condition_1_offset,618167.0,-0.113,1.067,-0.158,-4.8,-40.5,-13.2,622,841,0,,,,
R,condition_1_offset,618257.0,-0.042,1.317,-0.016,-66.5,-15.6,-48.2,424,843,0,,,,
R,condition_1_offset,618317.0,-0.188,1.242,-0.066,-90.0,-17.8,-65.4,408,843,0,,,,
R,condition_1_offset,618377.0,0.106,1.749,0.181,-191.8,29.3,-73.9,402,826,0,,,,
R,condition_1_offset,618446.0,-0.032,1.711,-0.122,-291.0,15.9,-127.1,394,818,0,,,,
R,condition_1_offset,618497.0,0.111,0.226,-1.031,-221.9,-33.2,-51.4,334,731,0,,,,
R,condition_1_offset,618557.0,0.393,0.699,-0.242,-2.8,106.1,92.4,464,724,0,,,,
R,condition_1_offset,618617.0,0.019,0.333,-0.454,80.1,155.1,197.6,471,730,0,,,,
R,condition_1_offset,618677.0,-0.144,0.914,-0.452,124.5,109.4,258.5,487,714,0,,,,
R,condition_1_offset,618737.0,-0.487,1.533,-0.367,153.8,10.7,259.9,487,725,0,,,,
R,condition_1_offset,618797.0,-0.583,2.05,0.393,205.3,112.3,199.7,491,741,0,,,,
R,condition_1_offset,618861.0,-0.741,1.601,0.828,121.3,98.9,165.2,505,738,0,,,,
R,condition_1_offset,618917.0,-1.443,0.909,-0.082,41.0,0.7,-5.0,502,736,0,,,,
R,condition_1_offset,619007.0,0.53,1.444,1.158,-154.0,170.9,-137.8,613,742,0,,,,
R,condition_1_offset,619067.0,0.33,1.259,0.476,-0.2,124.3,-128.1,661,790,0,,,,
R,condition_1_offset,619157.0,-0.061,0.942,-0.135,-10.5,-35.1,-31.9,712,836,0,,,,
R,condition_1_offset,619217.0,0.004,1.026,0.236,1.4,-9.8,-28.1,717,840,0,,,,
R,condition_1_offset,619277.0,-0.137,1.068,0.14,-0.8,-1.1,-9.2,719,848,0,,,,
R,condition_1_offset,619337.0,-0.003,0.996,0.106,-17.0,-9.4,-9.6,717,849,0,,,,
R,condition_1_offset,619397.0,-0.111,0.966,-0.123,-4.0,-15.1,-10.5,720,856,0,,,,
R,condition_1_offset,619458.0,0.072,0.93,0.291,47.7,-90.3,6.1,705,855,0,,,,
R,condition_1_offset,619517.0,-0.056,1.07,0.054,-39.6,-27.1,-12.7,715,851,0,,,,
R,condition_1_offset,619577.0,0.017,1.229,-0.112,-44.1,-58.1,-30.8,686,850,0,,,,
R,condition_1_offset,619637.0,-0.065,1.25,-0.044,-83.8,-17.9,-54.3,479,842,0,,,,
R,condition_1_offset,619697.0,-0.104,1.438,0.136,-107.4,-26.8,-65.1,412,834,0,,,,
R,condition_1_offset,619757.0,0.089,2.112,-0.388,-240.1,72.6,-113.3,411,824,0,,,,
R,condition_1_offset,619817.0,-0.398,1.514,-0.25,-237.5,-57.1,-140.7,386,812,0,,,,
R,condition_1_offset,619877.0,-0.073,-0.72,0.838,-23.5,21.6,70.2,443,747,0,,,,
R,condition_1_offset,619937.0,0.192,0.154,0.019,59.9,150.9,123.1,416,758,0,,,,
R,condition_1_offset,620027.0,-0.128,0.803,-0.341,164.2,38.6,221.0,510,749,0,,,,
R,condition_1_offset,620087.0,-0.211,1.363,-0.222,210.4,-37.5,231.6,503,743,0,,,,
R,condition_1_offset,620147.0,-0.298,2.216,0.714,300.7,-52.7,219.8,498,754,0,,,,
R,condition_1_offset,620208.0,-1.075,1.637,0.769,91.0,164.9,126.3,493,749,0,,,,
R,condition_1_offset,620267.0,-0.904,1.331,1.378,-35.5,31.5,-32.1,513,742,0,,,,
R,condition_1_offset,620327.0,0.479,1.068,0.379,-215.8,134.8,-118.3,613,748,0,,,,
R,condition_1_offset,620387.0,0.075,1.014,-0.003,-47.8,91.6,-146.5,659,786,0,,,,
R,condition_1_offset,620447.0,-0.558,0.882,0.09,-50.5,28.8,-44.1,699,825,0,,,,
R,condition_1_offset,620507.0,-0.064,0.957,0.115,12.1,-34.3,-28.0,711,836,0,,,,
R,condition_1_offset,620567.0,-0.146,0.915,-0.004,16.3,-6.1,-14.8,707,845,0,,,,
R,condition_1_offset,620627.0,-0.146,1.057,-0.152,-39.7,-22.3,-12.7,651,851,0,,,,
R,condition_1_offset,620687.0,-0.051,0.994,0.041,4.6,-9.3,-11.4,682,857,0,,,,
R,condition_1_offset,620748.0,-0.157,0.997,-0.091,11.0,-38.5,-8.1,683,854,0,,,,
R,condition_1_offset,620807.0,-0.092,1.029,0.142,0.4,-34.3,-16.5,634,859,0,,,,
R,condition_1_offset,620867.0,-0.015,1.123,-0.044,-30.1,-41.3,-24.0,676,858,0,,,,
R,condition_1_offset,620927.0,-0.026,1.273,-0.004,-30.2,-64.6,-64.7,643,839,0,,,,
R,condition_1_offset,620987.0,-0.244,1.352,0.013,-63.3,-66.5,-68.8,417,842,0,,,,
R,condition_1_offset,621047.0,0.052,1.824,0.109,-185.0,11.4,-99.6,414,833,0,,,,
R,condition_1_offset,621107.0,-0.085,1.942,-0.769,-276.2,17.8,-157.9,404,825,0,,,,
R,condition_1_offset,621167.0,0.232,0.531,-0.541,-78.6,-152.8,-161.2,361,762,0,,,,
R,condition_1_offset,621227.0,0.579,0.991,0.026,22.9,24.5,60.6,469,725,0,,,,
R,condition_1_offset,621288.0,0.23,0.195,-0.135,109.1,133.9,126.3,483,744,0,,,,
R,condition_1_offset,621347.0,0.056,0.538,-0.024,232.6,35.2,217.2,494,750,0,,,,
R,condition_1_offset,621407.0,0.148,1.347,-0.128,220.8,-10.7,270.4,484,753,0,,,,
R,condition_1_offset,621466.0,-0.504,2.661,0.243,316.1,-115.5,270.1,480,741,0,,,,
R,condition_1_offset,621527.0,-1.238,1.706,1.653,40.2,196.2,74.0,500,750,0,,,,
R,condition_1_offset,621587.0,-1.41,1.582,-0.355,127.8,-124.8,-48.4,506,714,0,,,,
R,condition_1_offset,621647.0,0.524,1.138,0.853,-154.1,74.2,-136.8,617,747,0,,,,
R,condition_1_offset,621708.0,-0.046,1.05,0.058,-51.8,141.5,-137.6,669,792,0,,,,
R,condition_1_offset,621776.0,-0.238,0.83,-0.123,-36.3,-12.3,-57.1,669,834,0,,,,
R,condition_1_offset,621827.0,0.003,0.985,0.182,-11.0,-5.8,-37.1,650,846,0,,,,
R,condition_1_offset,621887.0,-0.18,1.02,0.049,-8.6,-13.4,-14.7,690,851,0,,,,
R,condition_1_offset,621947.0,-0.153,0.942,0.167,-18.7,-4.9,-5.2,676,856,0,,,,
R,condition_1_offset,622007.0,-0.073,0.986,0.182,1.6,-14.0,5.8,605,860,0,,,,
R,condition_1_offset,622067.0,-0.068,1.002,0.075,1.0,-34.8,-0.7,600,860,0,,,,
R,condition_1_offset,622157.0,-0.042,1.107,0.089,-41.6,-19.3,-16.9,611,859,0,,,,
R,condition_1_offset,622217.0,0.042,1.199,0.082,-0.7,-71.1,-35.3,638,855,0,,,,
R,condition_1_offset,622277.0,0.037,1.184,0.207,-108.7,-5.6,-57.6,425,839,0,,,,
R,condition_1_offset,622337.0,-0.02,1.573,0.174,-153.2,18.6,-78.3,395,833,0,,,,
R,condition_1_offset,622397.0,0.09,1.888,-0.336,-209.9,38.6,-129.6,330,823,0,,,,
R,condition_1_offset,622458.0,-0.165,1.336,0.058,-178.9,-105.5,-132.0,342,808,0,,,,
R,condition_1_offset,622547.0,0.458,0.727,-0.559,44.3,120.7,98.2,442,723,0,,,,
R,condition_1_offset,622607.0,-0.083,0.277,-0.771,107.5,78.8,172.2,463,736,0,,,,
R,condition_1_offset,622697.0,-0.177,1.069,-0.612,187.5,-29.4,259.1,478,731,0,,,,
R,condition_1_offset,622756.0,-0.387,2.417,0.807,229.3,27.9,234.2,466,737,0,,,,
R,condition_1_offset,622817.0,-0.567,1.731,0.862,150.2,173.8,161.5,431,746,0,,,,
R,condition_1_offset,622877.0,-1.49,1.382,0.301,115.9,0.0,29.3,430,747,0,,,,
R,condition_1_offset,622937.0,-0.322,1.393,1.02,25.6,-85.9,-69.9,491,722,0,,,,
R,condition_1_offset,622998.0,0.506,0.811,0.559,-96.3,89.1,-112.1,616,758,0,,,,
R,condition_1_offset,623087.0,-0.261,0.973,0.128,-3.8,43.5,-73.2,665,813,0,,,,
R,condition_1_offset,623147.0,-0.046,0.919,0.102,0.4,-26.1,-34.2,687,832,0,,,,
R,condition_1_offset,623208.0,0.002,0.981,0.309,22.7,-12.3,-25.2,691,845,0,,,,
R,condition_1_offset,623267.0,-0.111,1.048,0.137,-21.1,-7.5,-15.4,702,853,0,,,,
