0, 1580. 0 0 481 620 0 0 0 0 0 0 0 0;
1, 1640. 0 0 481 615 0 0 0 0 0 0 0 0;
2, 1690. 753 838 481 615 0 0 0 0 0 0 0 0;
3, 1700. 753 838 398 602 0 0 0 0 0 0 0 0;
4, 1760. 753 838 494 658 0 0 0 0 0 0 0 0;
5, 1780. 753 839 494 658 0 0 0 0 0 0 0 0;
6, 1820. 753 839 521 700 0 0 0 0 0 0 0 0;
7, 1870. 749 839 521 700 0 0 0 0 0 0 0 0;
8, 1880. 749 839 517 700 0 0 0 0 0 0 0 0;
9, 1940. 749 839 531 690 0 0 0 0 0 0 0 0;
10, 1990. 614 818 531 690 0 0 0 0 0 0 0 0;
11, 2000. 614 818 523 650 0 0 0 0 0 0 0 0;
12, 2090. 614 818 515 678 0 0 0 0 0 0 0 0;
13, 2110. 221 788 515 678 0 0 0 0 0 0 0 0;
14, 2150. 221 788 564 727 0 0 0 0 0 0 0 0;
15, 2170. 213 698 564 727 0 0 0 0 0 0 0 0;
16, 2205. 213 698 734 860 0 0 0 0 0 0 0 0;
17, 2230. 284 612 734 860 0 0 0 0 0 0 0 0;
18, 2270. 284 612 733 880 0 0 0 0 0 0 0 0;
19, 2290. 181 575 733 880 0 0 0 0 0 0 0 0;
20, 2330. 181 575 738 883 0 0 0 0 0 0 0 0;
21, 2350. 423 500 738 883 0 0 0 0 0 0 0 0;
22, 2390. 423 500 737 883 0 0 0 0 0 0 0 0;
23, 2410. 424 526 737 883 0 0 0 0 0 0 0 0;
24, 2450. 424 526 695 883 0 0 0 0 0 0 0 0;
25, 2470. 436 531 695 883 0 0 0 0 0 0 0 0;
26, 2510. 436 531 620 885 0 0 0 0 0 0 0 0;
27, 2530. 430 523 620 885 0 0 0 0 0 0 0 0;
28, 2570. 430 523 616 882 0 0 0 0 0 0 0 0;
29, 2590. 422 521 616 882 0 0 0 0 0 0 0 0;
30, 2630. 422 521 665 870 0 0 0 0 0 0 0 0;
31, 2650. 311 445 665 870 0 0 0 0 0 0 0 0;
32, 2690. 311 445 637 845 0 0 0 0 0 0 0 0;
33, 2715. 363 519 637 845 0 0 0 0 0 0 0 0;
34, 2750. 363 519 574 782 0 0 0 0 0 0 0 0;
35, 2775. 522 624 574 782 0 0 0 0 0 0 0 0;
36, 2810. 522 624 537 659 0 0 0 0 0 0 0 0;
37, 2835. 711 786 537 659 0 0 0 0 0 0 0 0;
38, 2870. 711 786 506 668 0 0 0 0 0 0 0 0;
39, 2895. 725 807 506 668 0 0 0 0 0 0 0 0;
40, 2930. 725 807 420 604 0 0 0 0 0 0 0 0;
41, 2955. 737 818 420 604 0 0 0 0 0 0 0 0;
42, 2990. 737 818 475 670 0 0 0 0 0 0 0 0;
43, 3015. 745 828 475 670 0 0 0 0 0 0 0 0;
44, 3050. 745 828 499 677 0 0 0 0 0 0 0 0;
45, 3075. 749 831 499 677 0 0 0 0 0 0 0 0;
46, 3125.775833 749 831 486 683 0 0 0 0 0 0 0 0;
47, 3130.775833 745 832 486 683 673. 750. 805. 833. 570. 778. 802. 888.;
48, 3170.775833 745 832 508 701 673. 750. 805. 833. 570. 778. 802. 888.;
49, 3190.775833 726 830 508 701 673. 750. 805. 833. 570. 778. 802. 888.;
50, 3225.775833 726 830 502 686 673. 750. 805. 833. 570. 778. 802. 888.;
51, 3250.775833 692 825 502 686 673. 750. 805. 833. 570. 778. 802. 888.;
52, 3310.775833 621 803 502 686 673. 750. 805. 833. 570. 778. 802. 888.;
53, 3320.775833 621 803 466 725 673. 750. 805. 833. 570. 778. 802. 888.;
54, 3370.775833 553 757 466 725 673. 750. 805. 833. 570. 778. 802. 888.;
55, 3380.775833 553 757 484 683 673. 750. 805. 833. 570. 778. 802. 888.;
56, 3430.775833 595 787 484 683 673. 750. 805. 833. 570. 778. 802. 888.;
57, 3440.775833 595 787 586 828 673. 750. 805. 833. 570. 778. 802. 888.;
58, 3490.775833 573 767 586 828 673. 750. 805. 833. 570. 778. 802. 888.;
59, 3500.775833 573 767 593 891 673. 750. 805. 833. 570. 778. 802. 888.;
60, 3550.775833 504 625 593 891 673. 750. 805. 833. 570. 778. 802. 888.;
61, 3560.775833 504 625 569 891 673. 750. 805. 833. 570. 778. 802. 888.;
62, 3610.775833 480 605 569 891 673. 750. 805. 833. 570. 778. 802. 888.;
63, 3620.775833 480 605 561 889 673. 750. 805. 833. 570. 778. 802. 888.;
64, 3670.775833 463 593 561 889 673. 750. 805. 833. 570. 778. 802. 888.;
65, 3680.775833 463 593 549 888 673. 750. 805. 833. 570. 778. 802. 888.;
66, 3730.775833 460 583 549 888 673. 750. 805. 833. 570. 778. 802. 888.;
67, 3740.775833 460 583 601 888 673. 750. 805. 833. 570. 778. 802. 888.;
68, 3790.775833 471 591 601 888 673. 750. 805. 833. 570. 778. 802. 888.;
69, 3800.775833 471 591 650 883 673. 750. 805. 833. 570. 778. 802. 888.;
70, 3860.775833 471 591 669 883 673. 750. 805. 833. 570. 778. 802. 888.;
71, 3901.458125 469 586 669 883 673. 750. 805. 833. 570. 778. 802. 888.;
72, 3921.458125 469 586 671 873 673. 750. 805. 833. 570. 778. 802. 888.;
73, 3946.458125 457 568 671 873 673. 750. 805. 833. 570. 778. 802. 888.;
74, 3976.458125 457 568 679 855 673. 750. 805. 833. 570. 778. 802. 888.;
75, 4001.458125 459 558 679 855 673. 750. 805. 833. 570. 778. 802. 888.;
76, 4036.458125 459 558 678 810 673. 750. 805. 833. 570. 778. 802. 888.;
77, 4061.458125 703 772 678 810 673. 750. 805. 833. 570. 778. 802. 888.;
78, 4096.458125 703 772 603 651 673. 750. 805. 833. 570. 778. 802. 888.;
79, 4121.458125 712 781 603 651 673. 750. 805. 833. 570. 778. 802. 888.;
80, 4181.458125 736 806 603 651 673. 750. 805. 833. 570. 778. 802. 888.;
81, 4191.458125 736 806 551 595 673. 750. 805. 833. 570. 778. 802. 888.;
82, 4246.458125 736 806 542 669 673. 750. 805. 833. 570. 778. 802. 888.;
83, 4271.458125 743 815 542 669 673. 750. 805. 833. 570. 778. 802. 888.;
84, 4306.458125 743 815 548 675 673. 750. 805. 833. 570. 778. 802. 888.;
85, 4331.458125 741 816 548 675 673. 750. 805. 833. 570. 778. 802. 888.;
86, 4391.458125 736 815 548 675 673. 750. 805. 833. 570. 778. 802. 888.;
87, 4401.458125 736 815 602 677 673. 750. 805. 833. 570. 778. 802. 888.;
88, 4451.458125 681 793 602 677 673. 750. 805. 833. 570. 778. 802. 888.;
89, 4461.458125 681 793 607 681 673. 750. 805. 833. 570. 778. 802. 888.;
90, 4511.458125 645 790 607 681 673. 750. 805. 833. 570. 778. 802. 888.;
91, 4521.458125 645 790 606 691 673. 750. 805. 833. 570. 778. 802. 888.;
92, 4571.458125 611 780 606 691 673. 750. 805. 833. 570. 778. 802. 888.;
93, 4606.458125 611 780 644 739 673. 750. 805. 833. 570. 778. 802. 888.;
94, 4631.458125 218 797 644 739 673. 750. 805. 833. 570. 778. 802. 888.;
95, 4666.458125 218 797 740 873 673. 750. 805. 833. 570. 778. 802. 888.;
96, 4691.458125 206 659 740 873 673. 750. 805. 833. 570. 778. 802. 888.;
97, 4751.458125 336 413 740 873 673. 750. 805. 833. 570. 778. 802. 888.;
98, 4761.458125 336 413 697 887 673. 750. 805. 833. 570. 778. 802. 888.;
99, 4811.458125 391 493 697 887 673. 750. 805. 833. 570. 778. 802. 888.;
100, 4821.458125 391 493 664 887 673. 750. 805. 833. 570. 778. 802. 888.;
101, 4871.458125 415 502 664 887 673. 750. 805. 833. 570. 778. 802. 888.;
102, 4881.458125 415 502 574 886 673. 750. 805. 833. 570. 778. 802. 888.;
103, 4931.458125 406 496 574 886 673. 750. 805. 833. 570. 778. 802. 888.;
104, 4941.458125 406 496 527 885 673. 750. 805. 833. 570. 778. 802. 888.;
105, 4991.458125 419 514 527 885 673. 750. 805. 833. 570. 778. 802. 888.;
106, 5001.458125 419 514 596 873 673. 750. 805. 833. 570. 778. 802. 888.;
107, 5051.458125 326 426 596 873 673. 750. 805. 833. 570. 778. 802. 888.;
108, 5061.458125 326 426 592 853 673. 750. 805. 833. 570. 778. 802. 888.;
109, 5111.458125 384 555 592 853 673. 750. 805. 833. 570. 778. 802. 888.;
110, 5121.458125 384 555 574 805 673. 750. 805. 833. 570. 778. 802. 888.;
111, 5171.458125 440 590 574 805 673. 750. 805. 833. 570. 778. 802. 888.;
112, 5181.458125 440 590 518 639 673. 750. 805. 833. 570. 778. 802. 888.;
113, 5261.458125 716 789 518 639 673. 750. 805. 833. 570. 778. 802. 888.;
114, 5326.458125 716 789 513 639 673. 750. 805. 833. 570. 778. 802. 888.;
115, 5351.458125 740 814 513 639 673. 750. 805. 833. 570. 778. 802. 888.;
116, 5391.458125 740 814 547 706 673. 750. 805. 833. 570. 778. 802. 888.;
117, 5411.458125 754 830 547 706 673. 750. 805. 833. 570. 778. 802. 888.;
118, 5451.458125 754 830 542 696 673. 750. 805. 833. 570. 778. 802. 888.;
119, 5476.458125 748 832 542 696 673. 750. 805. 833. 570. 778. 802. 888.;
120, 5511.458125 748 832 544 701 673. 750. 805. 833. 570. 778. 802. 888.;
121, 5531.458125 725 827 544 701 673. 750. 805. 833. 570. 778. 802. 888.;
122, 5571.458125 725 827 541 690 673. 750. 805. 833. 570. 778. 802. 888.;
123, 5591.458125 657 805 541 690 673. 750. 805. 833. 570. 778. 802. 888.;
