0, 2497.740709 648. 495. 0. 0. 704. 745. 339. 601. 841. 876. 669. 789.;
1, 2560.581209 646. 522. 0. 0. 704. 745. 339. 601. 841. 876. 669. 789.;
2, 2620.581209 632. 559. 0. 0. 704. 745. 339. 601. 841. 876. 669. 789.;
3, 2675.581209 753. 686. 0. 0. 704. 745. 339. 601. 841. 876. 669. 789.;
4, 2695.581209 753. 686. 574. 453. 704. 745. 339. 601. 841. 876. 669. 789.;
5, 2735.581209 719. 639. 574. 453. 704. 745. 339. 601. 841. 876. 669. 789.;
6, 2755.581209 719. 639. 569. 451. 704. 745. 339. 601. 841. 876. 669. 789.;
7, 2795.581209 664. 571. 569. 451. 704. 745. 339. 601. 841. 876. 669. 789.;
8, 2815.581209 664. 571. 559. 460. 704. 745. 339. 601. 841. 876. 669. 789.;
9, 2870.581209 664. 571. 574. 475. 704. 745. 339. 601. 841. 876. 669. 789.;
10, 2890.581209 408. 372. 574. 475. 704. 745. 339. 601. 841. 876. 669. 789.;
11, 2930.581209 408. 372. 588. 481. 704. 745. 339. 601. 841. 876. 669. 789.;
12, 2945.581209 598. 326. 588. 481. 704. 745. 339. 601. 841. 876. 669. 789.;
13, 2990.581209 598. 326. 542. 429. 704. 745. 339. 601. 841. 876. 669. 789.;
14, 3005.581209 473. 107. 542. 429. 704. 745. 339. 601. 841. 876. 669. 789.;
15, 3050.581209 473. 107. 539. 417. 704. 745. 339. 601. 841. 876. 669. 789.;
16, 3070.581209 363. 58. 539. 417. 704. 745. 339. 601. 841. 876. 669. 789.;
17, 3110.581209 363. 58. 554. 396. 704. 745. 339. 601. 841. 876. 669. 789.;
18, 3155.581209 396. 97. 554. 396. 704. 745. 339. 601. 841. 876. 669. 789.;
19, 3175.581209 396. 97. 802. 744. 704. 745. 339. 601. 841. 876. 669. 789.;
20, 3215.581209 322. 41. 802. 744. 704. 745. 339. 601. 841. 876. 669. 789.;
21, 3230.581209 322. 41. 832. 774. 704. 745. 339. 601. 841. 876. 669. 789.;
22, 3275.581209 394. 141. 832. 774. 704. 745. 339. 601. 841. 876. 669. 789.;
23, 3290.581209 394. 141. 863. 798. 704. 745. 339. 601. 841. 876. 669. 789.;
24, 3335.581209 316. 169. 863. 798. 704. 745. 339. 601. 841. 876. 669. 789.;
25, 3401.801084 316. 169. 866. 802. 704. 745. 339. 601. 841. 876. 669. 789.;
26, 3426.801084 231. 167. 866. 802. 704. 745. 339. 601. 841. 876. 669. 789.;
27, 3441.801084 231. 167. 869. 800. 704. 745. 339. 601. 841. 876. 669. 789.;
28, 3486.801084 251. 210. 869. 800. 704. 745. 339. 601. 841. 876. 669. 789.;
29, 3501.801084 251. 210. 868. 779. 704. 745. 339. 601. 841. 876. 669. 789.;
30, 3546.801084 311. 207. 868. 779. 704. 745. 339. 601. 841. 876. 669. 789.;
31, 3561.801084 311. 207. 866. 739. 704. 745. 339. 601. 841. 876. 669. 789.;
32, 3606.801084 215. 153. 866. 739. 704. 745. 339. 601. 841. 876. 669. 789.;
33, 3621.801084 215. 153. 831. 618. 704. 745. 339. 601. 841. 876. 669. 789.;
34, 3666.801084 150. 96. 831. 618. 704. 745. 339. 601. 841. 876. 669. 789.;
35, 3681.801084 150. 96. 841. 448. 704. 745. 339. 601. 841. 876. 669. 789.;
36, 3726.801084 129. 91. 841. 448. 704. 745. 339. 601. 841. 876. 669. 789.;
37, 3741.801084 129. 91. 733. 197. 704. 745. 339. 601. 841. 876. 669. 789.;
38, 3786.801084 743. 380. 733. 197. 704. 745. 339. 601. 841. 876. 669. 789.;
39, 3801.801084 743. 380. 808. 195. 704. 745. 339. 601. 841. 876. 669. 789.;
40, 3861.801084 743. 380. 676. 250. 704. 745. 339. 601. 841. 876. 669. 789.;
41, 3876.801084 660. 585. 676. 250. 704. 745. 339. 601. 841. 876. 669. 789.;
42, 3927.917709 660. 585. 603. 294. 704. 745. 339. 601. 841. 876. 669. 789.;
43, 3971.241834 593. 565. 603. 294. 704. 745. 339. 601. 841. 876. 669. 789.;
44, 4011.584584 593. 565. 585. 435. 704. 745. 339. 601. 841. 876. 669. 789.;
46, 4047.880125 564. 534. 582. 448. 704. 745. 339. 601. 841. 876. 669. 789.;
45, 4047.880125 564. 534. 585. 435. 704. 745. 339. 601. 841. 876. 669. 789.;
47, 4102.880125 564. 534. 567. 439. 704. 745. 339. 601. 841. 876. 669. 789.;
48, 4117.880125 655. 463. 567. 439. 704. 745. 339. 601. 841. 876. 669. 789.;
49, 4162.880125 655. 463. 592. 455. 704. 745. 339. 601. 841. 876. 669. 789.;
50, 4207.880125 577. 457. 592. 455. 704. 745. 339. 601. 841. 876. 669. 789.;
51, 4222.880125 577. 457. 587. 462. 704. 745. 339. 601. 841. 876. 669. 789.;
52, 4267.880125 341. 245. 587. 462. 704. 745. 339. 601. 841. 876. 669. 789.;
53, 4282.880125 341. 245. 589. 467. 704. 745. 339. 601. 841. 876. 669. 789.;
54, 4327.880125 77. 32. 589. 467. 704. 745. 339. 601. 841. 876. 669. 789.;
55, 4372.880125 77. 32. 599. 418. 704. 745. 339. 601. 841. 876. 669. 789.;
56, 4387.880125 216. 60. 599. 418. 704. 745. 339. 601. 841. 876. 669. 789.;
57, 4432.880125 216. 60. 816. 750. 704. 745. 339. 601. 841. 876. 669. 789.;
58, 4447.880125 456. 73. 816. 750. 704. 745. 339. 601. 841. 876. 669. 789.;
59, 4522.880125 456. 73. 834. 771. 704. 745. 339. 601. 841. 876. 669. 789.;
60, 4537.880125 321. 42. 834. 771. 704. 745. 339. 601. 841. 876. 669. 789.;
61, 4582.880125 321. 42. 859. 791. 704. 745. 339. 601. 841. 876. 669. 789.;
62, 4597.880125 298. 134. 859. 791. 704. 745. 339. 601. 841. 876. 669. 789.;
