session_id,participant_id,session_date,test_type,condition_order,tempo_direction,weight_direction,post_calibration_noticed,post_calibration_text,cond1_actual,cond1_noticed,cond1_guess,cond1_correct,cond1_text,cond2_actual,cond2_noticed,cond2_guess,cond2_correct,cond2_text,post_session_noticed,post_session_text,post_session_tempo_guess,post_session_tempo_correct,post_session_weight_guess,post_session_weight_correct,agency_q1,agency_q2,agency_q3,agency_aggregate,ueqs_item_1,ueqs_item_2,ueqs_item_3,ueqs_item_4,ueqs_pragmatic,ari_item_1,ari_item_2,ari_item_3,ari_item_4,ari_item_5,ari_item_6,ari_item_7,ari_immersion
61,25,2026-05-18T14:13,Test 5: Full study,B-first,slowing_down,increasing,0,,increasing,0,,,,slowing_down,0,,,,1,said that the latency of the system improved over time. more reactive.,no_change,0,heavier,1,8,9,8,8.333333333333334,2,5,5,5,0.25,7,5,6,5,7,7,7,6.285714285714286
