side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,,7189880.0,-0.157,1.709,-0.191,0.4,9.9,-16.6,247,550,0,,,,
R,,7189890.0,-0.121,1.951,0.346,-0.2,10.8,-18.6,326,559,0,,,,
R,,7189900.0,-0.648,1.113,0.487,-5.3,13.9,-23.4,405,609,0,,,,
R,,7189910.0,-0.288,1.133,-0.318,-12.7,11.3,-22.7,481,649,0,,,,
R,,7189920.0,0.905,0.734,-1.01,-6.2,2.0,-17.1,536,682,0,,,,
R,,7189930.0,1.249,1.399,0.198,-2.6,0.6,-21.4,565,701,0,,,,
R,,7189940.0,1.128,1.58,0.566,-10.9,6.7,-23.2,583,718,0,,,,
R,,7189950.0,0.2,0.86,0.332,-10.2,14.1,-21.9,597,729,0,,,,
R,,7189960.0,0.023,1.346,-0.025,-8.0,12.1,-20.8,612,739,0,,,,
R,,7189970.0,0.043,0.921,-0.037,-6.3,6.9,-18.5,621,747,0,,,,
R,,7189980.0,0.16,0.95,-0.055,-3.3,5.7,-18.1,627,754,0,,,,
R,,7189990.0,-0.013,0.738,0.049,-3.7,8.3,-29.7,631,760,0,,,,
R,,7190000.0,-0.413,1.028,-0.186,1.4,4.2,-11.2,637,763,0,,,,
R,,7190010.0,-0.69,0.93,-0.196,-0.7,5.6,-5.9,646,769,0,,,,
R,,7190020.0,0.12,1.22,-0.212,2.3,3.4,-5.8,649,775,0,,,,
R,,7190030.0,-0.107,1.115,-0.287,-0.4,5.1,-3.5,652,780,0,,,,
R,,7190040.0,-0.027,1.218,-0.355,-2.5,7.5,-8.9,658,785,0,,,,
R,,7190050.0,-0.282,0.906,-0.556,-4.3,4.1,-7.3,661,789,0,,,,
R,,7190060.0,-0.262,0.99,-0.339,-4.4,0.6,-6.9,665,793,0,,,,
R,,7190070.0,-0.127,1.016,-0.315,-6.2,-1.7,-6.0,668,798,0,,,,
R,,7190080.0,0.121,0.951,-0.128,-6.1,-3.1,-6.1,671,801,0,,,,
R,,7190090.0,0.186,0.948,0.014,-3.8,-1.3,-5.6,675,805,0,,,,
R,,7190100.0,0.214,0.965,-0.056,-2.3,0.1,-5.4,680,811,0,,,,
R,,7190110.0,0.175,0.976,-0.199,-1.3,0.6,-5.8,683,813,0,,,,
R,,7190120.0,0.184,1.007,-0.177,-0.7,1.2,-5.9,682,813,0,,,,
R,,7190130.0,0.142,1.007,-0.242,-1.0,1.5,-5.6,684,816,0,,,,
R,,7190140.0,0.108,0.924,-0.229,-0.5,2.3,-5.9,687,819,0,,,,
R,,7190150.0,-0.06,0.967,-0.307,-1.6,1.4,-5.2,687,821,0,,,,
R,,7190160.0,-0.095,0.982,-0.373,-1.8,-0.4,-4.4,689,821,0,,,,
