side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
L,,216519,-0.023,1.065,0.003,4.4,-0.4,-3.4,533,814,0
L,,216529,0.037,1.051,0.022,4.8,-1.6,-3.5,517,822,0
L,,216539,-0.037,1.040,0.014,4.9,-1.6,-3.8,498,824,0
L,,216549,-0.029,1.057,0.036,5.2,-1.2,-4.2,482,822,0
L,,216559,-0.073,1.057,0.018,5.5,-1.0,-4.4,458,824,0
L,,216569,-0.066,1.044,0.001,5.4,-0.6,-4.5,448,825,0
L,,216579,-0.023,1.108,0.004,5.5,-0.6,-4.5,428,828,0
L,,216589,-0.057,1.155,0.030,6.3,0.8,-5.0,418,841,0
L,,216599,-0.028,1.161,0.007,6.9,1.5,-5.4,368,846,0
L,,216609,0.067,1.137,0.020,7.2,1.0,-5.7,362,844,0
L,,216619,-0.022,1.171,0.013,7.9,1.1,-5.6,348,837,0
L,,216629,-0.006,1.156,-0.025,8.5,1.9,-6.0,272,789,0
L,,216639,0.070,1.181,0.010,9.5,2.3,-6.3,252,836,0
L,,216649,0.062,1.136,-0.011,9.9,2.1,-6.7,240,830,0
L,,216659,-0.011,1.164,-0.013,10.4,1.8,-7.3,236,813,0
L,,216669,-0.048,1.150,0.003,10.7,1.7,-7.6,184,795,0
L,,216679,-0.101,1.180,-0.030,11.0,2.0,-7.7,239,830,0
L,,216689,-0.136,1.210,-0.037,11.6,2.7,-8.0,253,831,0
L,,216699,-0.242,1.050,-0.012,8.6,6.1,-7.3,194,828,0
L,,216709,-0.124,1.381,-0.095,15.0,7.4,-9.4,195,827,0
L,,216719,-0.066,1.323,-0.073,13.4,6.4,-9.9,201,822,0
L,,216729,0.061,1.245,0.011,15.1,6.7,-10.6,183,825,0
L,,216739,0.049,1.309,-0.041,14.9,7.7,-10.2,162,843,0
L,,216749,0.159,1.471,-0.066,16.9,9.1,-10.7,132,752,0
L,,216759,0.232,1.486,0.042,15.9,7.9,-11.2,107,762,0
L,,216769,0.187,1.585,0.067,16.7,9.4,-11.6,100,751,0
L,,216779,0.261,1.615,0.026,18.5,10.9,-11.1,101,741,0
L,,216789,0.338,1.775,0.038,19.3,13.3,-10.7,114,723,0
L,,216799,0.113,1.770,0.181,20.9,14.9,-15.6,96,544,0
L,,216809,0.282,1.820,0.159,20.4,11.4,-17.9,109,671,0
L,,216819,0.265,1.893,0.164,19.0,10.3,-17.0,106,634,0
L,,216829,-0.007,1.876,0.170,18.3,10.9,-14.7,128,597,0
L,,216839,0.033,1.448,0.115,18.2,11.5,-13.3,220,530,0
L,,216849,-0.366,0.447,0.374,5.2,14.4,-7.4,226,447,0
L,,216859,-0.348,1.054,0.072,7.6,17.7,-7.7,147,385,0
L,,216869,-0.068,1.762,-0.267,11.7,19.2,-11.0,202,397,0
L,,216879,-0.659,-0.041,-0.217,11.1,21.0,-9.1,237,440,0
