side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_1,5450715.0,-0.092,0.984,-0.131,-4.6,-0.7,-4.6,551,745,0,,,,
R,condition_1,5450775.0,-0.106,1.056,-0.171,-6.0,-1.1,-4.8,456,656,0,,,,
R,condition_1,5450835.0,-0.056,1.169,-0.149,-8.5,-1.1,-6.1,427,768,0,,,,
R,condition_1,5450895.0,-0.089,1.394,-0.232,-12.0,-2.6,-8.1,398,793,0,,,,
R,condition_1,5450956.0,0.231,1.925,-0.73,-15.7,-5.3,-11.7,292,791,0,,,,
R,condition_1,5451015.0,-0.411,1.19,-0.167,-13.8,0.6,-16.4,223,673,0,,,,
R,condition_1,5451077.0,-0.022,0.587,-0.276,-13.5,15.4,-10.7,204,355,0,,,,
R,condition_1,5451135.0,0.187,0.245,-0.491,-4.1,18.3,0.3,264,487,0,,,,
R,condition_1,5451195.0,-0.238,0.077,-0.521,2.7,13.2,13.8,374,519,0,,,,
R,condition_1,5451255.0,0.038,0.554,-0.586,8.9,6.3,26.7,274,405,0,,,,
R,condition_1,5451315.0,-0.172,1.195,-0.518,18.6,5.4,28.7,351,510,0,,,,
R,condition_1,5451375.0,-0.331,1.688,-0.678,27.7,18.8,24.6,270,416,0,,,,
R,condition_1,5451435.0,-0.837,2.042,-0.225,24.2,18.4,20.4,149,247,0,,,,
R,condition_1,5451496.0,-1.592,1.429,0.329,10.9,13.5,6.0,322,522,0,,,,
R,condition_1,5451555.0,-1.213,1.434,0.538,-9.5,10.9,-13.3,344,574,0,,,,
R,condition_1,5451615.0,-0.005,1.628,0.695,-6.9,-1.0,-18.4,454,690,0,,,,
R,condition_1,5451675.0,0.624,1.463,0.546,-4.9,2.1,-13.1,547,771,0,,,,
R,condition_1,5451735.0,-0.02,0.963,-0.399,-1.3,-0.9,-7.4,578,792,0,,,,
R,condition_1,5451796.0,0.073,1.002,-0.259,-2.8,-1.5,-4.2,577,812,0,,,,
R,condition_1,5451855.0,-0.09,0.957,-0.325,-1.8,-0.8,-4.0,638,813,0,,,,
R,condition_1,5451916.0,-0.087,0.953,-0.268,-2.2,-2.6,-2.1,609,820,0,,,,
R,condition_1,5451975.0,-0.093,0.974,-0.237,-1.5,-1.6,-2.1,631,820,0,,,,
R,condition_1,5452035.0,-0.063,0.99,-0.26,-1.6,-2.3,-1.8,652,814,0,,,,
R,condition_1,5452095.0,-0.094,0.981,-0.201,-3.0,-2.3,-3.3,591,823,0,,,,
R,condition_1,5452155.0,-0.107,1.03,-0.308,-5.3,-1.8,-5.1,580,815,0,,,,
R,condition_1,5452215.0,-0.114,1.108,-0.301,-8.4,-1.7,-7.4,461,693,0,,,,
R,condition_1,5452275.0,-0.09,1.371,-0.148,-10.9,-3.6,-8.9,401,798,0,,,,
R,condition_1,5452335.0,0.149,1.606,-0.352,-14.4,-4.5,-13.1,288,800,0,,,,
R,condition_1,5452395.0,0.4,1.47,-0.726,-13.5,-7.2,-14.0,176,711,0,,,,
R,condition_1,5452456.0,0.028,1.163,-0.423,-12.2,5.5,-14.7,108,231,0,,,,
R,condition_1,5452517.0,0.175,0.235,-0.343,-6.7,4.0,0.0,346,519,0,,,,
R,condition_1,5452575.0,-0.002,0.022,-0.379,4.4,11.9,10.3,361,537,0,,,,
R,condition_1,5452635.0,0.115,0.307,-0.447,11.0,10.8,22.3,366,534,0,,,,
R,condition_1,5452695.0,-0.057,0.942,-0.487,18.2,13.2,29.2,369,516,0,,,,
R,condition_1,5452755.0,-0.298,1.719,-0.799,25.2,18.8,30.0,380,523,0,,,,
R,condition_1,5452815.0,-0.854,2.17,-0.41,24.9,17.0,26.0,313,470,0,,,,
R,condition_1,5452875.0,-1.27,1.553,0.396,14.2,-2.5,10.5,253,475,0,,,,
R,condition_1,5452935.0,-0.976,1.662,0.227,-8.8,3.7,-15.2,391,547,0,,,,
R,condition_1,5452996.0,-0.142,1.685,0.495,-10.7,-1.1,-18.3,505,688,0,,,,
R,condition_1,5453055.0,0.004,1.201,0.076,-6.5,3.5,-14.4,592,768,0,,,,
R,condition_1,5453115.0,-0.217,0.793,-0.263,-5.7,-8.0,-6.1,586,798,0,,,,
R,condition_1,5453176.0,0.049,0.924,-0.107,-1.1,-0.5,-3.6,632,811,0,,,,
R,condition_1,5453235.0,-0.166,0.99,-0.506,-1.2,-5.0,-2.6,618,822,0,,,,
R,condition_1,5453295.0,-0.054,0.967,-0.292,-1.3,-2.9,-1.7,586,825,0,,,,
R,condition_1,5453355.0,-0.044,0.971,-0.363,-1.0,-4.1,-1.1,586,826,0,,,,
R,condition_1,5453416.0,-0.153,0.95,-0.347,-1.7,-2.2,-2.9,615,822,0,,,,
R,condition_1,5453475.0,-0.141,0.985,-0.287,-1.7,-2.7,-3.6,595,825,0,,,,
