side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,,5012459.0,-0.038,0.967,-0.338,-1.7,-2.6,-2.9,594,824,0,,,,
R,,5012469.0,0.007,0.962,-0.271,-1.6,-2.1,-2.8,594,827,0,,,,
R,,5012479.0,-0.037,0.966,-0.264,-1.7,-1.6,-2.7,606,825,0,,,,
R,,5012489.0,-0.013,0.995,-0.233,-1.6,-1.7,-2.6,621,825,0,,,,
R,,5012499.0,-0.004,0.986,-0.23,-1.7,-1.6,-2.7,618,824,0,,,,
R,,5012509.0,-0.007,0.984,-0.205,-1.5,-1.5,-2.9,614,826,0,,,,
R,,5012519.0,-0.042,0.969,-0.23,-1.6,-1.3,-2.9,611,825,0,,,,
R,,5012529.0,-0.032,0.997,-0.37,-1.6,-1.4,-2.3,613,825,0,,,,
R,,5012539.0,-0.053,0.954,-0.252,-2.2,-2.0,-2.8,610,825,0,,,,
R,,5012549.0,-0.054,0.977,-0.254,-2.2,-2.5,-2.6,598,825,0,,,,
R,,5012559.0,-0.05,0.957,-0.253,-2.5,-2.4,-2.6,590,826,0,,,,
R,,5012569.0,-0.05,0.968,-0.237,-2.5,-2.3,-2.7,580,827,0,,,,
R,,5012579.0,-0.112,0.958,-0.277,-2.4,-2.6,-2.6,565,827,0,,,,
R,,5012589.0,-0.057,0.977,-0.237,-2.7,-3.0,-2.6,540,828,0,,,,
R,,5012599.0,-0.048,0.966,-0.195,-2.8,-3.0,-2.6,520,831,0,,,,
R,,5012609.0,-0.075,0.981,-0.213,-2.6,-2.7,-2.6,576,828,0,,,,
R,,5012619.0,-0.056,0.992,-0.189,-2.6,-2.7,-2.5,577,828,0,,,,
R,,5012629.0,-0.073,0.988,-0.23,-3.1,-2.5,-2.7,551,828,0,,,,
R,,5012639.0,-0.059,0.972,-0.239,-3.4,-2.4,-2.8,552,828,0,,,,
R,,5012649.0,-0.058,0.984,-0.229,-3.7,-2.2,-3.0,472,832,0,,,,
R,,5012659.0,-0.075,0.97,-0.226,-3.7,-2.0,-3.1,579,825,0,,,,
R,,5012669.0,-0.036,1.004,-0.205,-3.9,-1.7,-3.2,586,823,0,,,,
R,,5012679.0,-0.065,1.014,-0.216,-4.0,-1.6,-3.8,564,824,0,,,,
R,,5012689.0,-0.063,1.021,-0.199,-4.3,-1.4,-4.0,556,825,0,,,,
R,,5012699.0,-0.034,1.006,-0.204,-4.4,-1.3,-4.2,499,830,0,,,,
R,,5012709.0,-0.056,1.036,-0.218,-4.8,-1.3,-4.4,532,827,0,,,,
R,,5012719.0,-0.05,1.082,-0.21,-4.6,-1.3,-4.9,529,826,0,,,,
