side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_1_onset,5435714.0,-0.164,1.001,-0.219,-4.3,-1.6,-3.7,572,822,0,,,,
R,condition_1_onset,5435775.0,-0.029,1.08,-0.248,-6.6,-1.9,-5.8,516,791,0,,,,
R,condition_1_onset,5435834.0,-0.094,1.234,-0.213,-9.6,-2.5,-8.6,317,737,0,,,,
R,condition_1_onset,5435895.0,-0.03,1.699,-0.407,-14.9,-3.4,-12.1,354,793,0,,,,
R,condition_1_onset,5435985.0,-0.552,1.08,-0.072,-8.7,-7.4,-17.9,233,696,0,,,,
R,condition_1_onset,5436044.0,-0.106,0.555,-0.324,-10.7,7.6,-10.9,305,474,0,,,,
R,condition_1_onset,5436105.0,0.158,0.186,-0.448,0.5,6.4,2.6,373,525,0,,,,
R,condition_1_onset,5436165.0,-0.002,0.088,-0.401,6.2,13.0,14.0,381,522,0,,,,
R,condition_1_onset,5436226.0,0.101,0.552,-0.422,12.6,10.3,25.0,372,540,0,,,,
R,condition_1_onset,5436285.0,-0.294,1.112,-0.664,21.0,11.1,29.0,299,571,0,,,,
R,condition_1_onset,5436344.0,-0.133,2.013,-0.764,31.8,10.6,27.7,338,508,0,,,,
R,condition_1_onset,5436405.0,-0.628,2.094,0.402,20.2,14.0,18.2,293,519,0,,,,
R,condition_1_onset,5436464.0,-1.651,1.362,0.764,6.3,13.6,-4.6,201,566,0,,,,
R,condition_1_onset,5436525.0,1.626,0.723,-1.561,-2.9,13.2,-13.1,435,648,0,,,,
R,condition_1_onset,5436584.0,-0.777,1.283,-0.162,-5.3,-10.4,-15.0,572,745,0,,,,
R,condition_1_onset,5436645.0,-0.191,0.855,-0.333,-1.4,4.4,-11.0,555,785,0,,,,
R,condition_1_onset,5436705.0,-0.044,1.012,-0.317,-3.1,-4.3,-3.3,579,812,0,,,,
R,condition_1_onset,5436764.0,0.049,1.004,-0.338,-2.0,-1.3,-4.3,583,821,0,,,,
R,condition_1_onset,5436825.0,-0.074,0.939,-0.285,-2.8,-3.5,-1.9,563,824,0,,,,
R,condition_1_onset,5436884.0,-0.035,0.953,-0.24,-0.7,2.7,-3.0,645,824,0,,,,
R,condition_1_onset,5436946.0,-0.043,0.946,-0.261,-1.9,-1.8,-1.7,679,819,0,,,,
R,condition_1_onset,5437004.0,-0.066,0.998,-0.276,-2.0,-1.1,-2.9,664,821,0,,,,
R,condition_1_onset,5437065.0,-0.077,1.006,-0.25,-3.4,-1.8,-3.5,599,821,0,,,,
R,condition_1_onset,5437125.0,-0.084,1.085,-0.341,-7.4,-2.7,-4.9,533,785,0,,,,
R,condition_1_onset,5437185.0,-0.101,1.085,-0.298,-10.9,-2.7,-6.5,396,744,0,,,,
R,condition_1_onset,5437245.0,-0.076,1.482,-0.463,-14.2,-4.1,-9.1,346,810,0,,,,
R,condition_1_onset,5437304.0,0.381,1.846,-0.684,-16.5,-7.5,-15.1,261,788,0,,,,
R,condition_1_onset,5437365.0,-0.728,1.23,-0.155,-14.7,2.1,-18.5,185,621,0,,,,
R,condition_1_onset,5437424.0,-0.288,0.442,-0.071,-10.7,4.1,-7.9,326,515,0,,,,
R,condition_1_onset,5437485.0,0.098,0.129,-0.309,-0.9,11.2,3.6,380,534,0,,,,
R,condition_1_onset,5437544.0,-0.012,0.141,-0.366,6.3,8.9,17.2,340,492,0,,,,
R,condition_1_onset,5437606.0,0.141,0.749,-0.408,13.7,6.0,28.3,314,538,0,,,,
