device_ms,toe_L,heel_L,toe_R,heel_R
270000,275.0,6.0,,
270024,275.0,5.0,,
270034,237.0,4.0,,
270044,283.0,5.0,,
270054,296.0,7.0,,
270064,296.0,6.0,,
270074,295.0,12.0,,
270084,247.0,117.0,,
270094,198.0,107.0,,
270104,204.0,4.0,,
270114,223.0,5.0,,
270124,206.0,3.0,,
270134,223.0,7.0,,
270144,142.0,3.0,,
270154,252.0,16.0,,
270164,169.0,7.0,,
270174,190.0,43.0,,
270184,198.0,95.0,,
270194,147.0,33.0,,
270204,146.0,46.0,,
270214,158.0,55.0,,
270224,184.0,98.0,,
270234,184.0,88.0,,
270244,304.0,0.0,,
270254,241.0,301.0,,
270264,424.0,197.0,,
270274,461.0,489.0,,
270284,455.0,483.0,,
270294,484.0,520.0,,
270304,524.0,558.0,,
270314,538.0,586.0,,
270324,533.0,588.0,,
270334,550.0,612.0,,
270344,555.0,614.0,,
270354,560.0,622.0,,
270364,565.0,632.0,,
270374,556.0,624.0,,
270384,570.0,640.0,,
270394,571.0,640.0,,
270404,573.0,643.0,,
270414,574.0,647.0,,
270424,572.0,646.0,,
270434,573.0,647.0,,
270444,579.0,651.0,,
270454,576.0,645.0,,
270464,573.0,645.0,,
270474,577.0,649.0,,
270712,559.0,625.0,,
270722,550.0,615.0,,
270732,552.0,584.0,,
270742,541.0,609.0,,
270752,533.0,599.0,,
270762,527.0,593.0,,
270772,520.0,584.0,,
270782,509.0,576.0,,
270792,490.0,550.0,,
270802,463.0,521.0,,
270812,377.0,425.0,,
270822,364.0,394.0,,
270832,355.0,398.0,,
270842,377.0,415.0,,
270852,324.0,352.0,,
270862,314.0,312.0,,
270872,263.0,247.0,,
270882,319.0,1.0,,
270892,288.0,4.0,,
270902,266.0,3.0,,
270912,210.0,1.0,,
270922,143.0,1.0,,
270932,139.0,1.0,,
270942,81.0,2.0,,
270952,68.0,2.0,,
270962,44.0,4.0,,
270972,50.0,65.0,,
270982,26.0,60.0,,
270992,45.0,55.0,,
271002,20.0,51.0,,
271012,8.0,17.0,,
271022,4.0,18.0,,
271032,36.0,2.0,,
271042,44.0,2.0,,
271052,81.0,1.0,,
271062,41.0,0.0,,
271072,56.0,2.0,,
271082,26.0,1.0,,
271092,19.0,0.0,,
271102,191.0,1.0,,
271112,177.0,2.0,,
271122,134.0,0.0,,
271132,160.0,2.0,,
271142,211.0,4.0,,
271152,207.0,2.0,,
271162,212.0,4.0,,
271403,195.0,4.0,,
271413,171.0,3.0,,
271438,155.0,2.0,,
271528,249.0,188.0,,
271588,532.0,468.0,,
271648,568.0,634.0,,
271708,577.0,647.0,,
271768,582.0,656.0,,
271828,586.0,655.0,,
271888,588.0,648.0,,
271948,578.0,649.0,,
272008,569.0,637.0,,
272068,554.0,617.0,,
272128,481.0,533.0,,
272188,227.0,183.0,,
272248,29.0,87.0,,
272307,9.0,25.0,,
272368,46.0,40.0,,
272428,196.0,192.0,,
272488,169.0,169.0,,
272548,185.0,183.0,,
272608,165.0,165.0,,
272667,37.0,1.0,,
272728,208.0,5.0,,
272788,291.0,287.0,,
272848,540.0,577.0,,
272908,577.0,643.0,,
272968,583.0,656.0,,
273028,587.0,660.0,,
273088,590.0,659.0,,
273148,586.0,656.0,,
273208,579.0,644.0,,
273268,565.0,631.0,,
273328,525.0,575.0,,
273388,443.0,487.0,,
273448,145.0,125.0,,
273508,24.0,118.0,,
273568,7.0,55.0,,
273628,12.0,1.0,,
273688,165.0,131.0,,
273748,191.0,156.0,,
273808,171.0,135.0,,
273868,183.0,125.0,,
273928,236.0,14.0,,
273988,122.0,2.0,,
274048,249.0,4.0,,
274762,389.0,347.0,,
274772,283.0,248.0,,
274798,225.0,1.0,,
274858,15.0,106.0,,
274918,16.0,1.0,,
274978,173.0,2.0,,
275038,200.0,3.0,,
275128,228.0,83.0,,
275188,146.0,138.0,,
275249,114.0,2.0,,
275308,210.0,6.0,,
275368,241.0,183.0,,
275427,452.0,433.0,,
275488,569.0,627.0,,
275548,586.0,652.0,,
275608,588.0,656.0,,
275668,595.0,662.0,,
275728,595.0,668.0,,
275788,598.0,656.0,,
275848,598.0,639.0,,
275908,592.0,659.0,,
275968,583.0,653.0,,
276028,554.0,596.0,,
276088,298.0,299.0,,
276148,134.0,114.0,,
276208,6.0,36.0,,
276268,26.0,4.0,,
276328,259.0,3.0,,
276388,272.0,4.0,,
276448,274.0,3.0,,
276508,263.0,2.0,,
276568,190.0,2.0,,
276628,126.0,1.0,,
