side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
R,,9528,0.157,0.031,1.018,0.7,-3.5,-0.8,892,828,0
R,,9587,0.157,0.027,1.016,0.4,-3.2,-0.7,895,827,0
R,,9648,0.154,0.028,1.017,0.6,-3.5,-0.9,892,825,0
R,,9716,0.155,0.031,1.019,0.7,-3.5,-0.6,893,827,0
R,,9768,0.155,0.031,1.018,0.7,-3.6,-0.7,894,828,0
R,,9828,0.156,0.028,1.015,0.2,-3.7,-0.8,893,829,0
R,,9888,0.155,0.030,1.015,0.5,-3.3,-0.7,893,828,0
R,,9948,0.154,0.029,1.018,0.3,-3.7,-0.7,895,828,0
R,,10007,0.157,0.029,1.016,0.7,-3.7,-0.3,892,828,0
R,,10068,0.158,0.030,1.018,1.1,-3.2,-0.8,891,828,0
R,,10127,0.159,0.031,1.017,0.7,-3.0,-1.1,893,829,0
R,,10188,0.155,0.032,1.015,0.5,-3.7,-0.6,894,827,0
R,,10248,0.159,0.025,1.015,1.0,-4.0,-0.1,894,828,0
R,,10308,0.154,0.032,1.017,0.1,-3.5,-0.6,896,828,0
R,,10368,0.155,0.029,1.016,0.5,-3.7,-0.5,898,831,0
R,,10428,0.156,0.031,1.017,0.7,-3.5,-0.9,894,831,0
R,,10488,0.156,0.028,1.016,0.4,-3.2,-0.7,891,828,0
R,,10547,0.154,0.030,1.017,0.4,-3.5,-0.6,892,830,0
R,,10608,0.156,0.028,1.016,0.4,-3.7,-0.7,892,831,0
R,,10667,0.156,0.032,1.018,0.2,-3.5,-0.8,892,830,0
R,,10728,0.157,0.034,1.017,0.6,-3.4,-0.7,891,829,0
R,,10788,0.157,0.030,1.018,0.5,-3.4,-0.7,891,829,0
R,,10848,0.154,0.030,1.013,0.9,-3.2,-0.7,891,828,0
R,,10908,0.155,0.028,1.013,0.2,-3.5,-0.8,894,831,0
R,,10968,0.156,0.033,1.019,0.0,-3.7,-0.4,890,827,0
R,,11028,0.153,0.034,1.016,0.4,-3.5,-0.6,889,825,0
R,,11087,0.156,0.029,1.015,0.4,-3.5,-0.7,887,824,0
R,,11178,0.155,0.029,1.016,0.7,-3.5,-0.8,886,824,0
R,,11238,0.154,0.032,1.016,0.4,-3.5,-0.6,886,823,0
R,,11297,0.158,0.028,1.018,0.2,-3.5,-0.5,883,820,0
R,,11358,0.156,0.034,1.017,0.4,-3.7,-0.6,883,818,0
R,,11417,0.157,0.032,1.015,0.9,-3.1,-0.4,882,815,0
R,,11478,0.155,0.029,1.015,0.1,-3.7,-0.9,878,814,0
R,,11538,0.152,0.031,1.017,0.1,-3.7,-0.5,880,814,0
R,,11598,0.155,0.029,1.018,0.7,-3.1,-0.7,876,812,0
R,,11658,0.157,0.029,1.016,0.4,-3.8,-0.9,878,811,0
R,,11748,0.156,0.032,1.016,0.7,-3.5,-0.6,872,804,0
R,,11808,0.153,0.031,1.017,0.4,-3.4,-0.6,870,801,0
R,,11868,0.157,0.029,1.017,0.5,-3.7,-0.8,866,801,0
R,,11928,0.155,0.034,1.012,0.7,-3.5,-0.7,867,797,0
R,,11988,0.155,0.031,1.018,0.4,-3.9,-0.4,865,798,0
R,,12047,0.154,0.031,1.020,0.7,-3.3,-1.1,867,797,0
R,,12108,0.157,0.031,1.016,0.8,-3.5,-0.7,868,797,0
R,,12167,0.153,0.029,1.014,0.2,-3.7,-0.5,869,797,0
R,,12228,0.151,0.033,1.018,0.2,-3.9,-0.6,869,795,0
R,,12288,0.157,0.027,1.016,0.6,-3.3,-0.6,869,795,0
R,,12348,0.158,0.030,1.018,0.6,-3.2,-0.9,870,792,0
R,,12408,0.156,0.030,1.016,0.4,-3.2,-0.7,876,797,0
R,,12468,0.156,0.029,1.015,0.1,-3.4,-0.4,876,793,0
R,,12537,0.154,0.030,1.020,0.2,-3.7,-0.7,876,791,0
R,,12587,0.155,0.032,1.018,0.4,-3.7,-0.6,878,792,0
R,,12648,0.155,0.030,1.015,0.7,-2.9,-1.1,881,794,0
R,,12708,0.154,0.034,1.019,0.8,-3.5,-0.5,882,790,0
R,,12768,0.156,0.033,1.018,0.2,-3.8,-0.3,880,787,0
R,,12828,0.155,0.031,1.017,0.4,-3.7,-0.6,884,785,0
R,,12917,0.153,0.029,1.016,0.4,-3.5,-0.7,882,773,0
R,,12982,0.154,0.030,1.019,0.5,-3.7,-0.9,882,777,0
R,,13038,0.154,0.030,1.017,0.4,-3.7,-0.5,882,779,0
R,,13098,0.155,0.030,1.016,0.7,-3.5,-0.8,878,780,0
R,,13158,0.157,0.029,1.016,0.6,-3.2,-0.6,880,782,0
R,,13218,0.154,0.029,1.017,0.4,-3.5,-0.7,877,781,0
R,,13278,0.153,0.034,1.017,0.4,-3.4,-0.7,880,785,0
R,,13337,0.154,0.029,1.015,0.4,-3.6,-0.6,879,786,0
R,,13398,0.153,0.032,1.019,0.3,-3.8,-0.5,880,785,0
R,,13458,0.154,0.032,1.013,0.5,-3.2,-0.7,879,787,0
R,,13518,0.155,0.028,1.013,0.7,-3.0,-0.7,880,786,0
R,,13578,0.155,0.031,1.015,0.4,-3.5,-0.9,879,787,0
R,,13638,0.154,0.032,1.019,0.7,-3.5,-0.7,878,788,0
R,,13698,0.152,0.035,1.018,0.4,-3.9,-0.5,882,789,0
R,,13758,0.155,0.029,1.015,0.6,-3.7,-0.7,876,785,0
R,,13818,0.152,0.030,1.013,0.7,-3.5,-0.5,874,784,0
R,,13877,0.155,0.034,1.016,0.5,-3.4,-0.9,876,785,0
R,,13938,0.152,0.034,1.017,0.8,-3.5,-0.8,876,783,0
R,,13998,0.153,0.032,1.016,0.7,-3.4,-0.6,876,782,0
R,,14058,0.156,0.032,1.017,0.4,-3.7,-0.8,874,777,0
R,,14118,0.155,0.031,1.016,0.8,-3.5,-0.7,873,776,0
R,,14178,0.153,0.030,1.018,0.6,-3.5,-0.9,874,776,0
R,,14238,0.153,0.033,1.020,0.4,-3.6,-0.8,874,774,0
R,,14298,0.156,0.030,1.018,0.9,-3.2,-0.7,866,766,0
R,,14358,0.156,0.032,1.022,0.3,-3.7,-0.5,867,764,0
R,,14417,0.156,0.031,1.016,0.2,-3.9,-0.6,864,758,0
R,,14478,0.154,0.032,1.016,0.2,-3.5,-0.6,866,754,0
R,,14538,0.150,0.032,1.017,0.7,-3.5,-0.8,864,751,0
R,,14598,0.155,0.032,1.017,0.4,-3.5,-0.4,864,734,0
R,,14658,0.154,0.032,1.018,0.3,-3.7,-0.7,862,733,0
R,,14718,0.155,0.031,1.018,0.2,-3.5,-0.6,861,737,0
R,,14778,0.155,0.034,1.017,0.5,-3.5,-0.5,869,747,0
R,,14838,0.153,0.030,1.015,0.2,-3.6,-0.6,863,756,0
R,,14898,0.155,0.032,1.019,0.4,-3.5,-0.7,863,759,0
R,,14958,0.152,0.033,1.019,0.1,-3.9,-0.4,862,758,0
R,,15048,0.154,0.034,1.013,1.0,-3.9,-0.9,876,780,0
R,,15108,0.156,0.035,1.019,1.0,-3.5,-0.8,880,784,0
R,,15167,0.160,0.033,1.016,0.9,-3.6,-0.3,882,785,0
R,,15228,0.154,0.032,1.015,0.2,-3.8,-0.9,880,788,0
R,,15288,0.157,0.029,1.016,0.5,-3.5,-0.6,882,789,0
R,,15348,0.155,0.031,1.016,0.7,-3.6,-0.7,882,790,0
R,,15408,0.155,0.031,1.017,0.4,-3.5,-0.9,880,792,0
R,,15468,0.155,0.031,1.016,0.7,-3.5,-0.8,884,796,0
R,,15528,0.155,0.032,1.019,0.6,-3.6,-0.7,887,798,0
R,,15588,0.148,0.037,1.015,0.2,-3.7,-0.7,885,802,0
R,,15648,0.153,0.027,1.018,0.9,-3.2,-0.4,888,801,0
R,,15708,0.155,0.032,1.017,0.7,-3.7,-0.9,890,803,0
R,,15768,0.154,0.030,1.016,0.4,-3.7,-0.7,893,806,0
R,,15836,0.156,0.032,1.017,0.7,-3.6,-0.8,891,809,0
R,,15888,0.155,0.030,1.017,0.4,-3.5,-0.8,892,805,0
R,,15948,0.153,0.028,1.017,0.7,-3.4,-0.7,892,807,0
R,,16008,0.155,0.034,1.010,-0.6,-5.3,-0.7,892,808,0
R,,16068,0.340,0.206,1.500,12.1,31.9,-13.0,885,719,0
R,,16128,0.199,-0.031,0.806,0.7,-9.0,13.5,866,716,0
R,,16188,0.135,0.173,1.278,34.6,24.7,6.4,738,730,0
R,,16248,0.201,-0.081,1.004,-37.8,35.5,-13.1,737,729,0
R,,16307,0.232,-0.151,1.390,-65.2,55.7,0.0,745,735,0
R,,16368,-0.057,-0.031,1.011,-18.2,99.0,7.8,857,788,0
R,,16428,-0.150,0.203,0.890,-32.4,69.1,6.7,879,884,0
R,,16488,-0.182,-0.081,0.957,83.9,50.1,-21.8,885,893,0
R,,16548,-0.160,0.046,0.897,13.0,68.3,-2.7,876,881,0
R,,16608,-0.130,0.048,0.742,5.9,-1.2,37.3,804,820,0
R,,16667,-0.176,0.127,0.729,-3.0,-30.1,0.9,842,851,0
R,,16728,-0.111,0.141,0.895,-13.5,-114.3,5.6,745,566,0
R,,16788,-0.051,-0.091,1.113,-55.6,-83.7,-2.4,928,903,0
R,,16848,0.019,0.136,0.846,92.4,-122.9,-11.4,923,899,0
R,,16908,0.327,-0.379,2.100,64.7,-18.3,0.9,871,726,0
R,,16968,0.064,0.119,0.640,-17.7,-9.9,-6.5,841,818,0
R,,17028,0.154,-0.035,1.170,6.5,-4.0,2.1,849,826,0
R,,17088,0.148,0.064,0.976,1.7,6.0,1.6,885,826,0
R,,17148,0.136,0.037,1.012,6.0,-7.9,-1.4,885,782,0
R,,17208,0.132,0.031,1.038,1.3,-3.1,-0.3,888,835,0
R,,17268,0.131,0.032,1.045,2.6,6.3,-0.2,890,845,0
R,,17328,0.158,-0.016,1.226,5.0,42.4,0.1,878,848,0
R,,17388,0.089,-0.027,1.187,-21.7,53.2,12.6,759,856,0
R,,17448,-0.040,0.054,1.007,-37.5,38.8,-0.4,869,848,0
R,,17508,-0.030,0.052,0.853,27.2,34.5,3.1,891,879,0
R,,17568,-0.051,0.044,1.010,-8.6,38.5,7.0,848,856,0
R,,17628,-0.114,-0.002,1.050,2.7,-0.4,7.5,850,833,0
R,,17688,-0.130,0.057,1.008,-11.6,9.8,-10.0,854,801,0
R,,17748,-0.065,0.006,0.915,14.1,-24.3,-6.0,850,793,0
R,,17808,0.000,-0.009,0.657,13.8,-60.3,-5.3,851,869,0
R,,17868,-0.275,0.251,1.011,32.9,-160.5,3.0,820,897,0
R,,17928,0.150,-0.312,1.734,-73.8,-12.3,3.3,758,845,0
R,,17988,0.104,0.100,0.767,4.2,-10.5,-10.0,765,841,0
R,,18048,0.073,-0.077,1.150,4.6,-7.7,-3.5,768,871,0
R,,18108,0.053,0.068,1.069,-10.7,27.1,-8.4,753,869,0
R,,18168,0.084,-0.029,0.967,11.7,9.2,-1.9,772,845,0
R,,18228,0.059,-0.029,1.048,-9.2,4.3,-0.2,780,807,0
R,,18288,0.065,0.017,0.984,0.0,-3.0,-0.7,779,809,0
R,,18348,0.062,0.000,1.054,4.0,-7.0,-0.2,790,800,0
R,,18408,0.061,-0.003,1.029,1.4,-2.5,-1.1,797,781,0
R,,18468,0.068,0.017,1.040,-1.4,-1.8,-3.4,800,771,0
R,,18528,0.062,-0.028,1.026,-1.2,2.3,-1.3,809,768,0
R,,18596,0.039,-0.011,1.040,3.5,0.0,0.0,805,795,0
R,,18648,0.052,-0.015,1.026,3.9,0.0,0.7,801,801,0
R,,18708,0.049,-0.021,1.068,-7.4,6.1,-2.4,838,836,0
R,,18768,0.015,-0.011,0.995,-17.6,1.4,-3.0,852,868,0
R,,18828,0.021,-0.020,1.028,6.4,-4.3,-0.6,855,879,0
R,,18888,0.029,-0.027,0.998,3.9,-12.7,0.0,858,884,0
R,,18948,0.036,-0.017,1.046,-0.4,-10.7,-0.7,857,880,0
R,,19010,0.034,-0.010,1.020,2.5,-6.2,-1.1,866,876,0
R,,19098,0.054,-0.012,1.027,-3.7,-4.4,-1.8,871,879,0
R,,19158,0.049,-0.030,1.037,-2.1,-3.0,-0.7,870,880,0
R,,19218,0.062,-0.051,1.022,7.1,-9.6,2.6,869,874,0
R,,19278,0.058,0.118,1.016,-26.9,-8.1,-12.1,846,857,0
R,,19338,-0.013,-0.266,0.982,-4.4,-4.4,0.7,861,852,0
R,,19398,0.113,-0.050,1.008,6.0,0.1,1.8,874,857,0
R,,19458,0.061,-0.074,1.036,-6.9,-3.5,-0.7,876,859,0
R,,19518,0.062,-0.056,0.874,6.7,-6.5,1.2,879,911,0
R,,19578,0.070,-0.037,1.045,0.2,-8.6,-1.3,876,860,0
R,,19637,0.053,-0.079,1.024,-1.1,-3.7,-0.4,876,859,0
R,,19698,0.074,-0.055,1.018,-5.1,-3.6,-0.3,858,892,0
R,,19758,0.062,-0.024,1.017,-13.5,-5.3,-3.9,878,884,0
R,,19818,0.047,-0.109,1.037,6.7,-5.8,-0.2,881,911,0
R,,19878,0.068,-0.071,1.029,3.2,-5.2,-0.1,875,888,0
R,,19968,0.077,-0.073,1.014,1.1,-3.8,-0.7,880,889,0
R,,20028,0.073,-0.068,1.032,0.2,-3.0,-1.1,877,892,0
R,,20088,0.080,-0.063,1.016,0.6,-3.2,-0.7,881,899,0
R,,20148,0.073,-0.066,1.030,0.1,-3.3,-1.0,883,915,0
R,,20208,0.071,-0.071,1.016,0.4,-3.2,-0.6,876,914,0
R,,20268,0.076,-0.070,1.020,0.4,-3.4,-0.7,878,913,0
R,,20328,0.081,-0.068,1.037,1.6,-2.8,-0.7,879,916,0
R,,20388,0.076,-0.069,1.025,2.2,-3.7,-0.3,878,916,0
R,,20448,0.077,-0.061,1.023,1.6,-3.2,-0.7,878,916,0
R,,20508,0.075,-0.070,1.017,-0.9,-2.5,-0.8,878,915,0
R,,20568,0.073,-0.072,1.024,0.7,-2.1,-0.4,875,915,0
R,,20628,0.073,-0.070,1.022,-0.8,-3.2,-1.5,870,916,0
R,,20688,0.075,-0.064,1.025,1.7,-4.1,-0.7,868,922,0
R,,20749,0.078,-0.060,1.026,1.6,-4.2,-1.0,864,919,0
R,,20808,0.080,-0.063,1.014,1.8,-5.6,-0.9,853,915,0
R,,20868,0.073,-0.066,1.042,-1.0,-2.7,-1.0,841,904,0
R,,20927,0.080,-0.066,1.017,-0.4,-3.0,-0.7,832,915,0
R,,20988,0.076,-0.069,1.027,0.9,-3.1,-0.2,838,914,0
R,,21048,0.078,-0.068,1.017,1.8,-2.8,-0.3,842,914,0
R,,21108,0.066,-0.063,1.033,-0.1,-2.1,-1.2,847,917,0
R,,21168,0.053,-0.086,1.027,-4.2,-0.1,-0.3,851,913,0
R,,21228,0.081,-0.166,1.027,0.2,8.1,4.8,909,905,0
R,,21288,0.064,0.063,1.040,52.1,0.2,1.2,884,862,0
R,,21348,0.076,-0.016,0.999,-14.4,-2.0,-1.8,868,857,0
R,,21408,0.058,0.016,1.054,-1.1,-4.9,-0.1,873,856,0
R,,21468,0.062,0.011,1.028,1.6,-2.8,-0.2,871,856,0
R,,21528,0.063,0.007,1.027,1.5,-3.5,-0.4,873,855,0
R,,21588,0.071,0.015,1.030,2.1,-3.9,-1.0,874,861,0
R,,21648,0.071,0.005,1.013,6.9,-5.1,-0.6,894,835,0
R,,21708,0.053,-0.006,1.031,2.5,-4.6,-1.4,893,836,0
R,,21768,0.058,0.000,1.016,2.1,-4.6,-0.7,895,837,0
R,,21828,0.070,0.009,1.025,0.7,-4.8,-0.6,893,836,0
R,,21897,0.061,0.007,1.029,1.1,-3.1,-0.2,895,837,0
R,,21948,0.063,0.006,1.023,0.7,-3.2,-0.6,895,839,0
R,,22008,0.063,0.009,1.023,0.4,-3.7,-0.9,894,836,0
R,,22068,0.060,0.008,1.028,0.3,-3.5,-0.7,895,838,0
R,,22128,0.062,0.008,1.024,0.7,-3.7,-0.6,894,837,0
R,,22188,0.062,0.008,1.026,0.4,-3.5,-0.7,895,844,0
R,,22249,0.061,0.008,1.026,0.8,-3.5,-0.6,894,843,0
R,,22308,0.061,0.007,1.027,0.4,-3.5,-0.8,896,844,0
R,,22368,0.062,0.007,1.028,0.5,-3.5,-0.8,897,843,0
R,,22428,0.062,0.010,1.028,0.4,-3.5,-0.6,895,847,0
R,,22488,0.061,0.008,1.025,0.4,-3.5,-0.9,895,847,0
R,,22548,0.063,0.007,1.025,0.7,-3.5,-0.6,897,846,0
R,,22608,0.065,0.003,1.023,0.9,-4.4,0.2,897,840,0
R,,22668,0.064,0.001,1.035,-0.2,-3.5,-0.8,898,842,0
R,,22728,0.061,0.007,1.021,0.2,-3.3,-0.4,903,844,0
R,,22789,0.062,0.010,1.023,1.0,-2.8,-0.9,898,855,0
R,,22848,0.059,0.010,1.023,0.9,-3.5,-0.5,895,848,0
