side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
L,,307939,-0.142,0.982,0.000,23.5,18.2,9.9,871,936,0
L,,307949,-0.138,1.012,-0.016,36.2,24.2,11.6,875,940,0
L,,307959,-0.116,0.977,-0.056,27.3,11.0,8.9,877,939,0
L,,307969,-0.177,0.979,0.013,28.3,15.1,11.9,873,939,0
L,,307979,-0.138,0.980,-0.062,28.6,11.0,15.4,878,942,0
L,,307989,-0.183,0.990,0.001,27.3,7.7,14.4,874,937,0
L,,307999,-0.184,0.941,-0.034,33.6,13.0,23.8,874,938,0
L,,308009,-0.186,0.957,-0.016,26.1,10.1,27.9,875,937,0
L,,308019,-0.183,1.025,0.038,20.3,12.3,28.7,873,937,0
L,,308029,-0.167,1.007,-0.001,34.3,16.3,31.8,871,937,0
L,,308039,-0.145,1.012,-0.026,26.8,11.2,31.4,870,936,0
L,,308049,-0.173,0.959,-0.108,25.0,9.5,35.5,871,937,0
L,,308059,-0.173,0.966,-0.053,9.3,10.2,32.6,870,936,0
L,,308069,-0.090,0.986,-0.053,-5.4,10.2,25.0,871,937,0
L,,308079,-0.116,1.014,-0.035,23.1,10.9,20.2,866,936,0
L,,308089,-0.070,1.007,-0.090,4.0,6.7,21.7,868,935,0
L,,308099,-0.118,1.019,0.017,27.4,1.6,22.4,852,920,0
L,,308109,-0.090,1.056,-0.046,28.9,2.5,27.2,842,911,0
L,,308119,-0.026,0.974,-0.034,36.9,-4.5,27.4,852,924,0
L,,308129,-0.040,1.038,-0.053,23.8,-3.8,23.8,857,929,0
L,,308139,-0.065,1.055,-0.040,37.3,4.0,27.6,788,858,0
L,,308149,-0.048,1.068,-0.012,31.2,3.6,25.3,848,927,0
L,,308159,-0.018,1.016,-0.110,61.7,-1.4,38.2,849,930,0
L,,308169,-0.085,0.961,0.043,37.1,-3.2,43.4,851,930,0
L,,308179,-0.131,0.944,-0.010,13.9,3.3,67.9,850,934,0
L,,308189,-0.060,1.138,-0.116,43.2,-2.3,49.9,851,938,0
L,,308199,-0.037,1.030,-0.118,10.2,0.2,47.3,844,936,0
L,,308209,-0.097,1.103,-0.124,44.3,5.6,37.3,837,936,0
L,,308219,-0.088,1.094,-0.074,50.8,8.7,39.3,827,932,0
L,,308229,-0.090,1.047,0.012,38.7,22.4,45.5,816,931,0
L,,308239,-0.061,1.070,-0.018,58.5,16.1,45.9,800,930,0
L,,308249,-0.087,1.125,-0.084,60.8,18.5,49.1,773,931,0
L,,308259,-0.073,1.159,-0.070,64.8,14.2,52.7,761,930,0
L,,308269,-0.015,1.190,-0.014,77.7,0.8,60.0,762,927,0
L,,308279,-0.045,1.329,0.009,80.8,2.7,62.9,756,932,0
L,,308289,-0.080,1.374,-0.002,84.9,9.0,67.7,740,932,0
L,,308299,-0.016,1.383,-0.022,96.7,13.5,67.3,747,934,0
L,,308309,0.031,1.479,0.000,104.3,15.2,66.2,751,933,0
L,,308319,0.002,1.532,0.034,112.9,20.5,65.2,739,931,0
L,,308329,-0.008,1.548,0.020,142.1,24.9,69.7,724,927,0
L,,308339,0.091,1.558,0.110,143.7,22.0,71.1,722,930,0
L,,308349,-0.055,1.680,0.071,139.6,33.5,65.8,704,927,0
L,,308359,-0.146,1.561,0.086,163.8,31.4,63.4,649,931,0
L,,308369,-0.176,1.710,0.177,182.0,39.6,57.7,575,936,0
L,,308379,-0.397,1.815,0.248,170.3,51.5,49.9,480,929,0
L,,308389,-0.498,1.856,0.287,197.1,69.0,53.9,455,932,0
L,,308399,-0.507,1.814,0.355,216.0,73.7,40.9,405,940,0
L,,308409,-0.307,2.003,0.247,218.1,93.7,66.1,418,936,0
L,,308419,-0.411,1.931,0.310,223.4,136.6,66.2,413,938,0
L,,308429,-0.235,1.803,0.152,230.5,162.6,66.0,456,938,0
L,,308439,-0.116,1.505,0.452,210.3,151.2,38.2,432,939,0
L,,308449,-0.057,1.436,0.614,224.9,148.1,3.4,461,938,0
L,,308459,0.122,1.321,-0.233,349.2,133.4,-9.1,559,938,0
L,,308469,-0.040,0.598,0.174,236.3,142.9,-35.1,620,936,0
L,,308479,-0.114,0.633,-0.109,157.0,125.2,-54.6,560,724,0
L,,308489,0.065,-0.280,-0.602,160.1,131.6,-50.7,570,734,0
L,,308499,0.065,0.068,-0.156,29.5,111.0,-33.8,572,741,0
L,,308509,-0.109,0.000,0.979,2.3,71.1,-66.3,578,746,0
L,,308519,0.098,0.484,1.018,-33.8,35.4,-81.6,590,753,0
L,,308529,0.278,0.611,0.684,9.9,32.4,-71.5,593,753,0
L,,308539,0.395,0.154,0.368,-7.9,16.1,-78.1,599,757,0
L,,308549,0.247,-0.020,0.223,-45.5,12.1,-92.4,601,752,0
L,,308559,0.218,0.009,0.212,-71.8,-8.4,-104.4,601,755,0
L,,308569,0.252,0.154,0.146,-92.3,-33.2,-103.1,604,759,0
L,,308579,0.175,0.285,0.185,-135.3,-46.1,-115.0,610,755,0
L,,308589,0.157,0.287,0.301,-154.0,-50.7,-129.8,612,758,0
