side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
R,,3815802,0.106,0.933,-0.032,53.6,-31.6,-30.1,772,883,0
R,,3815812,-0.046,0.987,-0.183,45.7,-25.9,-26.6,772,885,0
R,,3815822,-0.152,0.996,-0.244,31.4,-32.6,-22.8,771,886,0
R,,3815832,-0.120,0.998,-0.220,23.2,-32.0,-22.1,772,884,0
R,,3815842,-0.056,1.009,-0.252,13.3,-34.7,-20.8,770,884,0
R,,3815852,-0.012,0.996,-0.259,8.5,-34.0,-19.4,770,883,0
R,,3815862,-0.013,1.026,-0.246,7.3,-31.9,-24.4,768,886,0
R,,3815872,0.028,1.008,-0.215,10.2,-30.3,-27.4,766,888,0
R,,3815882,0.003,1.013,-0.095,9.6,-27.9,-30.8,765,887,0
R,,3815892,-0.010,0.950,-0.248,10.9,-24.5,-31.9,764,888,0
R,,3815902,0.058,0.990,-0.134,16.7,-16.5,-37.4,762,890,0
R,,3815912,0.045,0.976,-0.205,21.7,-10.7,-38.3,760,889,0
R,,3815922,-0.031,0.986,-0.189,26.4,-6.5,-39.3,760,892,0
R,,3815932,-0.092,0.976,-0.187,27.3,-4.9,-38.7,757,891,0
R,,3815942,-0.150,1.007,-0.191,16.4,-6.7,-37.7,755,892,0
R,,3815952,-0.218,1.066,-0.249,18.4,-12.0,-37.3,753,895,0
R,,3815962,-0.207,1.027,-0.198,12.5,-28.3,-33.3,752,894,0
R,,3815972,-0.183,1.039,-0.192,7.4,-36.9,-31.5,747,900,0
R,,3815982,-0.125,1.017,-0.203,1.7,-42.4,-30.1,745,898,0
R,,3815992,-0.058,1.024,-0.305,2.0,-51.3,-30.0,740,899,0
R,,3816002,-0.041,1.027,-0.287,2.8,-53.0,-33.2,729,899,0
R,,3816012,-0.101,1.009,-0.334,0.3,-56.0,-31.4,709,904,0
R,,3816022,-0.100,1.153,-0.143,-18.4,-51.1,-44.3,695,908,0
R,,3816032,-0.041,1.059,-0.219,-21.1,-45.0,-47.6,682,906,0
R,,3816042,-0.074,1.222,-0.025,-41.0,-30.8,-55.4,665,908,0
R,,3816052,-0.174,1.155,-0.216,-53.7,-28.4,-62.1,664,906,0
R,,3816062,-0.129,1.207,-0.193,-46.0,-28.0,-65.4,661,906,0
R,,3816072,-0.111,1.227,-0.210,-54.0,-28.4,-68.7,656,905,0
R,,3816082,-0.097,1.268,-0.183,-58.9,-33.3,-74.8,660,906,0
R,,3816092,-0.070,1.312,-0.063,-68.0,-28.0,-81.5,657,906,0
R,,3816102,-0.063,1.375,-0.034,-77.2,-22.8,-89.6,653,905,0
R,,3816112,-0.027,1.399,-0.031,-84.2,-15.6,-97.0,641,906,0
R,,3816122,-0.040,1.526,-0.077,-104.0,-10.0,-105.1,639,905,0
R,,3816132,-0.070,1.541,-0.194,-123.9,-3.9,-114.9,629,904,0
R,,3816142,-0.025,1.660,-0.291,-129.4,-3.0,-128.8,623,904,0
R,,3816152,0.058,1.748,-0.341,-139.5,-18.0,-141.1,616,902,0
R,,3816162,0.162,1.924,-0.227,-159.7,-27.0,-157.9,593,902,0
R,,3816172,0.277,2.123,-0.106,-178.9,-29.7,-172.4,567,900,0
R,,3816182,0.444,2.185,-0.073,-198.3,-18.5,-174.6,526,898,0
R,,3816192,0.758,2.370,-0.647,-202.0,-54.5,-170.8,486,895,0
R,,3816202,1.172,2.639,-0.688,-181.3,-75.1,-190.4,380,895,0
R,,3816212,1.580,2.610,-0.775,-174.3,-63.7,-214.0,255,898,0
R,,3816222,1.325,2.128,-0.535,-183.2,-38.9,-243.1,265,897,0
R,,3816232,0.278,1.782,-0.305,-224.4,63.9,-304.5,259,894,0
R,,3816242,-0.462,1.903,-0.446,-207.1,134.1,-369.3,237,890,0
R,,3816323,0.394,0.230,-0.540,3.9,-78.8,50.9,524,670,0
R,,3816414,0.295,0.269,-0.061,89.6,5.3,250.1,521,680,0
R,,3816473,0.189,0.809,-0.355,146.0,35.0,325.7,539,682,0
R,,3816533,-0.080,2.124,-0.210,192.2,101.1,348.3,511,692,0
R,,3816593,-1.823,2.557,-0.401,129.9,31.2,305.4,494,733,0
R,,3816653,-0.988,2.621,2.074,-86.4,79.9,-141.6,459,740,0
R,,3816721,-2.590,1.353,-0.914,-67.3,43.6,-220.9,698,804,0
R,,3816773,-0.490,0.801,0.180,-48.0,17.3,-115.9,748,863,0
R,,3816833,-0.053,0.987,-0.075,15.6,-33.6,-45.5,766,878,0
R,,3816923,-0.017,1.013,-0.295,12.8,-42.6,-18.3,765,883,0
R,,3816983,-0.061,0.987,-0.291,19.6,-29.6,-26.4,755,889,0
R,,3817043,-0.033,0.966,-0.368,-10.8,-56.0,-36.5,745,894,0
R,,3817103,-0.116,1.038,-0.179,-30.2,-44.4,-49.9,694,904,0
R,,3817164,-0.068,1.382,-0.130,-63.7,-43.0,-84.8,675,903,0
R,,3817223,0.227,1.926,-0.098,-145.5,-55.0,-156.5,584,901,0
R,,3817283,1.426,2.652,-0.614,-152.5,-40.1,-254.4,264,900,0
R,,3817343,0.972,0.938,-0.427,-147.5,146.3,-225.5,294,814,0
R,,3817403,1.201,0.285,-0.005,83.8,-97.0,131.3,513,701,0
R,,3817463,0.276,0.126,-0.072,88.6,-59.1,259.2,495,681,0
R,,3817523,0.310,0.699,-0.195,133.1,24.9,331.5,513,661,0
R,,3817583,0.102,1.888,-0.248,163.1,96.5,362.6,501,683,0
R,,3817643,-1.536,2.707,-0.523,120.3,130.2,310.7,500,698,0
R,,3817704,-1.132,2.111,2.704,-35.2,-11.4,-62.0,443,747,0
R,,3817763,-1.478,2.277,1.571,2.8,199.7,-335.5,688,792,0
R,,3817823,-0.048,0.648,0.017,-38.0,14.4,-111.7,742,855,0
R,,3817883,-0.091,0.961,-0.031,-9.0,-8.4,-59.1,765,878,0
R,,3817943,-0.067,0.930,-0.130,14.8,-16.3,-37.8,770,886,0
R,,3818003,-0.057,1.026,-0.050,12.2,-35.6,-33.6,761,893,0
R,,3818063,-0.174,1.036,-0.216,-7.9,-25.2,-38.9,741,898,0
R,,3818124,-0.072,1.081,-0.059,-17.0,-43.8,-43.7,681,904,0
R,,3818183,-0.170,1.220,-0.193,-51.1,-26.0,-68.3,618,910,0
R,,3818244,0.034,1.578,-0.073,-104.7,-10.0,-118.4,566,905,0
R,,3818303,1.307,2.606,-0.171,-167.7,-108.3,-162.7,352,898,0
R,,3818363,-0.509,2.198,-1.108,-223.5,193.6,-369.8,191,882,0
R,,3818423,-0.843,0.319,-0.669,-13.3,-52.7,-4.5,528,679,0
R,,3818483,0.226,0.098,-0.001,4.6,-35.2,185.7,483,673,0
R,,3818543,0.284,0.489,-0.239,59.5,51.5,319.8,489,638,0
R,,3818603,-0.087,1.250,-0.826,123.9,111.0,368.8,505,650,0
R,,3818664,-1.098,2.255,0.060,196.7,97.4,342.7,515,666,0
R,,3818723,-2.632,2.202,-0.560,150.8,-81.6,166.3,464,694,0
R,,3818784,-0.557,1.461,0.996,-182.9,272.6,-264.8,621,718,0
R,,3818843,-0.653,1.138,-0.040,34.5,-17.2,-144.6,702,808,0
R,,3818903,0.002,0.902,-0.040,-49.4,-11.2,-80.6,761,873,0
R,,3818963,-0.078,1.021,-0.068,22.4,-29.5,-51.3,772,884,0
R,,3819023,-0.047,1.042,-0.074,-4.4,-12.8,-34.5,768,890,0
R,,3819083,-0.061,1.028,-0.059,21.3,-21.2,-35.7,757,893,0
R,,3819143,-0.130,1.024,-0.149,7.6,-37.5,-32.3,735,899,0
R,,3819204,-0.091,1.150,-0.145,-34.5,-25.4,-51.1,684,904,0
R,,3819263,-0.033,1.346,0.079,-85.5,-5.7,-82.6,674,907,0
R,,3819324,0.167,1.884,-0.064,-153.6,-14.1,-147.0,657,894,0
R,,3819383,1.195,2.126,-0.623,-171.7,-0.9,-227.5,268,895,0
R,,3819443,0.214,1.276,-0.680,-145.8,152.1,-158.2,506,751,0
R,,3819512,0.527,0.317,-0.363,-9.9,18.4,120.9,544,690,0
R,,3819563,0.141,0.219,-0.207,21.6,49.6,234.2,544,678,0
R,,3819624,0.034,0.711,-0.504,73.6,112.3,308.9,537,663,0
R,,3819683,-0.312,1.631,-0.757,127.0,115.2,351.1,527,659,0
R,,3819744,-1.288,2.666,-0.598,133.9,113.2,329.8,525,675,0
R,,3819803,-1.980,2.138,1.587,176.9,-278.0,85.9,409,709,0
R,,3819864,1.180,0.997,-0.434,-164.4,309.1,-229.7,646,740,0
R,,3819927,0.435,0.582,-0.503,2.8,-15.8,-127.6,720,829,0
R,,3819983,-0.003,0.991,0.075,-33.6,-35.2,-86.4,760,873,0
R,,3820043,0.005,1.054,-0.057,33.1,-32.0,-43.4,769,884,0
R,,3820103,-0.020,1.047,-0.178,-14.8,-21.9,-37.6,758,892,0
R,,3820164,-0.121,0.975,-0.095,0.7,2.3,-38.5,744,896,0
R,,3820223,-0.126,1.001,-0.114,3.5,-28.5,-31.8,687,903,0
R,,3820284,-0.092,1.070,-0.129,-24.2,-9.3,-52.4,632,904,0
R,,3820343,-0.153,1.279,0.033,-59.9,-9.4,-72.5,639,905,0
R,,3820403,0.012,1.640,-0.061,-125.5,-17.0,-121.1,594,897,0
R,,3820463,1.566,2.533,-0.376,-168.0,-23.7,-182.0,280,897,0
R,,3820553,0.495,0.504,-1.043,-104.1,43.4,-76.7,561,720,0
R,,3820614,0.395,0.229,-0.313,-29.9,10.1,151.9,535,699,0
R,,3820673,0.217,0.447,-0.326,-15.2,111.0,284.1,523,683,0
R,,3820733,-0.043,0.976,-0.962,41.3,131.5,329.2,536,684,0
R,,3820793,-0.566,1.882,-1.051,144.9,120.0,358.8,510,662,0
R,,3820853,-2.081,2.409,-1.312,78.5,20.4,313.1,478,671,0
R,,3820914,-0.683,2.170,2.423,-9.8,31.8,-69.4,442,729,0
R,,3820973,4.073,2.031,0.989,-158.6,128.1,-152.0,680,780,9
R,,3821034,0.191,0.673,0.227,2.4,24.9,-131.7,743,853,0
R,,3821093,-0.101,0.968,0.000,-18.2,-8.8,-63.5,772,881,0
R,,3821154,-0.125,0.955,-0.102,43.6,-29.8,-29.1,772,886,0
R,,3821213,0.026,1.050,-0.191,12.3,-42.3,-24.5,756,889,0
R,,3821273,-0.095,1.029,-0.183,2.1,-3.1,-44.5,747,896,0
R,,3821333,-0.092,0.959,-0.344,-0.9,-47.5,-47.3,696,906,0
R,,3821393,-0.126,1.203,-0.065,-36.6,-17.8,-56.2,638,903,0
R,,3821454,0.011,1.466,-0.024,-85.6,0.7,-89.8,614,907,0
R,,3821513,0.374,2.062,-0.145,-171.5,-25.9,-157.4,483,903,0
R,,3821603,0.356,1.409,-0.904,-186.4,230.2,-273.9,190,850,0
R,,3821664,0.618,0.133,-0.329,-13.2,-43.1,72.1,520,685,0
R,,3821723,0.211,0.085,0.013,36.9,-6.5,205.1,532,688,0
R,,3821784,0.299,0.542,-0.257,102.9,41.7,306.1,518,665,0
R,,3821843,0.013,1.439,-0.429,134.0,62.5,347.0,531,691,0
R,,3821904,-0.825,2.206,-0.265,169.5,73.9,343.5,530,720,0
R,,3821963,-2.836,2.797,1.037,144.4,-203.7,131.7,499,726,0
R,,3822053,-1.760,2.181,0.672,43.4,200.2,-303.7,696,800,0
R,,3822114,-0.450,0.969,-0.025,-37.1,14.0,-107.8,749,860,0
R,,3822173,-0.061,0.984,-0.027,15.5,-14.7,-50.6,769,881,0
R,,3822233,-0.150,0.950,-0.256,24.0,-23.8,-37.7,774,886,0
R,,3822293,-0.001,0.950,-0.159,8.3,-13.8,-35.7,768,887,0
R,,3822353,-0.122,1.046,-0.298,27.0,-37.3,-27.5,763,892,0
R,,3822414,-0.084,0.989,-0.244,3.1,-49.1,-34.5,751,899,0
R,,3822473,-0.159,1.197,-0.244,-38.3,-31.0,-58.5,677,906,0
R,,3822534,-0.086,1.380,-0.173,-82.6,-19.9,-92.9,650,905,0
R,,3822593,0.299,2.295,-0.150,-205.3,-38.5,-179.4,578,900,0
R,,3822683,0.290,1.460,-0.399,-158.6,159.7,-304.2,184,865,0
R,,3822744,0.714,0.352,-0.363,4.6,-66.9,58.1,558,712,0
R,,3822803,0.326,0.129,0.099,92.4,-5.6,217.8,539,698,0
R,,3822872,0.300,0.641,-0.208,125.2,45.9,319.6,518,674,0
R,,3822923,0.101,1.559,-0.213,132.5,11.6,360.4,501,707,0
R,,3822984,-0.802,2.515,-0.014,148.6,44.9,334.8,518,748,0
R,,3823043,-2.147,2.505,1.550,104.7,-227.5,87.2,465,743,0
R,,3823133,-0.227,1.864,1.750,-116.1,18.4,-328.1,690,794,0
R,,3823194,0.066,0.959,-0.295,-24.3,26.7,-103.8,741,854,0
R,,3823253,-0.010,0.975,-0.042,-20.3,-21.6,-54.2,765,878,0
R,,3823313,-0.081,0.964,-0.191,18.6,-23.8,-25.0,771,885,0
R,,3823374,-0.034,0.979,-0.218,7.9,-41.9,-21.2,769,891,0
R,,3823433,-0.063,1.016,-0.301,-3.0,-36.8,-27.6,760,895,0
R,,3823494,-0.091,0.945,-0.256,-12.3,-52.9,-36.4,746,900,0
R,,3823553,-0.122,1.108,-0.178,-28.9,-32.6,-47.5,685,903,0
R,,3823614,-0.073,1.324,-0.127,-69.9,-24.6,-77.7,667,904,0
R,,3823704,0.800,2.460,-0.633,-204.1,-25.2,-186.4,465,896,0
R,,3823763,-0.390,1.750,-0.395,-192.6,63.4,-330.5,194,883,0
R,,3823853,0.853,0.353,-0.207,45.9,-30.3,118.9,509,693,0
R,,3823914,0.184,0.167,-0.182,86.1,-34.4,254.3,496,682,0
R,,3823973,0.270,0.759,-0.290,114.1,37.9,324.7,527,655,0
R,,3824034,-0.180,1.801,-0.403,133.0,107.3,347.2,512,673,0
R,,3824093,-1.525,2.311,-0.780,145.8,104.3,300.5,498,705,0
R,,3824154,-1.706,2.277,1.726,96.9,-108.5,-17.2,421,730,0
R,,3824244,-1.036,1.550,-0.065,11.0,-8.7,-136.7,696,803,0
R,,3824303,-0.490,1.100,0.047,-56.2,10.6,-99.4,753,865,0
R,,3824364,-0.070,1.104,-0.027,21.1,-22.8,-48.3,771,884,0
R,,3824423,-0.104,0.997,-0.150,3.0,-25.7,-29.2,779,893,0
R,,3824484,0.011,0.991,-0.122,10.0,-25.3,-30.0,762,894,0
R,,3824543,-0.140,1.006,-0.138,2.1,-20.9,-32.9,746,900,0
R,,3824603,-0.086,1.066,-0.081,-18.2,-40.5,-44.1,685,903,0
R,,3824664,-0.095,1.233,-0.095,-44.0,-20.3,-58.3,652,905,0
R,,3824752,0.084,1.870,-0.101,-157.2,-7.8,-135.1,577,903,0
R,,3824814,1.542,2.278,-0.276,-196.5,-2.0,-211.6,251,898,0
R,,3824874,0.617,1.173,-0.554,-196.0,230.6,-185.5,453,807,0
R,,3824963,0.297,0.029,-0.251,-48.9,52.5,176.1,554,735,0
R,,3825024,0.232,0.538,-0.466,-11.3,107.3,294.9,514,689,0
R,,3825083,0.020,1.089,-0.861,27.1,134.4,337.7,520,693,0
R,,3825143,-0.351,2.092,-1.114,121.8,167.5,357.1,496,652,0
R,,3825234,-1.622,2.415,1.749,167.6,-349.3,54.6,375,708,0
R,,3825336,-1.403,1.779,0.174,-1.1,-53.2,-144.8,705,814,0
R,,3825354,-0.064,0.997,-0.463,-18.0,-74.3,-146.9,732,839,0
R,,3825414,-0.183,0.975,0.177,4.5,-20.6,-69.9,769,878,0
R,,3825473,-0.044,1.007,0.073,38.5,-27.3,-26.9,776,887,0
R,,3825533,0.004,1.026,-0.169,14.3,-38.2,-12.3,760,890,0
R,,3825593,-0.046,1.040,-0.130,11.2,-28.2,-27.7,738,890,0
R,,3825654,-0.023,1.008,-0.183,-17.9,-15.4,-38.8,704,898,0
R,,3825713,-0.061,1.128,-0.080,-21.9,-25.1,-71.6,635,903,0
R,,3825817,-0.017,1.552,0.021,-103.8,-16.4,-110.1,440,905,0
R,,3825842,0.175,1.932,-0.040,-153.3,-18.6,-138.5,446,904,0
R,,3825893,1.728,2.529,-0.316,-185.9,35.7,-219.8,316,903,0
R,,3825954,0.639,1.170,-0.666,-179.2,234.7,-247.0,172,838,0
R,,3826013,0.744,0.004,-0.460,-21.6,-9.2,116.0,494,703,0
R,,3826104,0.229,0.391,-0.345,11.3,59.8,294.4,479,673,0
R,,3826164,-0.017,0.980,-0.841,46.8,108.9,348.1,500,677,0
R,,3826223,-0.564,2.022,-0.679,150.0,77.5,354.5,453,668,0
R,,3826286,-2.259,2.375,-1.087,175.7,-53.4,211.5,452,703,0
R,,3826374,1.467,1.293,-0.198,-96.8,163.1,-209.3,654,755,0
R,,3826477,-0.131,0.870,0.041,-37.6,32.4,-93.1,762,874,0
R,,3826494,-0.233,1.098,0.018,-18.7,-32.6,-79.3,769,880,0
R,,3826553,0.010,0.995,0.042,28.2,-28.8,-35.2,777,890,0
R,,3826644,0.004,1.028,-0.092,14.0,-18.4,-26.8,763,892,0
R,,3826704,-0.165,0.992,-0.061,10.2,-13.7,-29.4,753,895,0
R,,3826763,-0.158,1.016,-0.164,-9.1,-35.9,-28.3,737,901,0
R,,3826854,-0.023,1.312,0.017,-59.4,-9.1,-61.8,661,906,0
R,,3826914,0.000,1.559,-0.099,-125.8,-5.8,-111.6,641,904,0
R,,3826973,1.232,2.485,-0.520,-163.0,-50.9,-165.7,433,893,0
R,,3827034,-0.210,1.654,-0.872,-169.7,218.6,-315.2,187,870,0
R,,3827093,-0.256,0.399,-0.749,-52.5,42.5,18.1,560,703,0
R,,3827183,0.139,0.304,-0.361,21.7,28.9,249.9,512,675,0
R,,3827244,0.089,0.782,-0.593,72.3,81.4,322.8,528,664,0
R,,3827303,-0.340,1.795,-0.738,139.1,103.2,350.7,514,673,0
R,,3827364,-1.267,2.274,-0.738,135.3,106.5,311.1,516,686,0
R,,3827423,-1.249,2.160,2.026,133.7,-137.7,5.6,452,730,0
R,,3827484,2.459,1.454,1.321,-114.6,44.5,-123.6,684,787,0
R,,3827574,0.013,0.879,-0.145,-31.0,18.4,-89.9,759,871,0
R,,3827664,-0.033,0.967,-0.172,38.2,-24.0,-32.2,774,886,0
R,,3827723,0.031,0.939,-0.131,0.8,-20.6,-25.9,771,887,0
R,,3827784,-0.035,1.040,-0.208,24.5,-27.1,-26.4,760,893,0
R,,3827887,-0.056,1.049,-0.203,-7.4,-42.1,-37.0,712,903,0
R,,3827934,-0.096,1.171,-0.051,-36.4,-31.3,-56.7,650,903,0
R,,3827994,-0.131,1.398,-0.228,-78.1,-19.0,-100.5,617,902,0
R,,3828053,0.387,2.257,-0.214,-207.2,-23.2,-163.5,501,901,0
R,,3828144,0.361,1.486,-0.527,-190.0,190.7,-307.5,171,860,0
R,,3828204,0.445,0.084,-0.344,-8.7,-64.0,79.8,539,699,0
R,,3828263,0.265,0.062,-0.010,67.7,-21.2,219.8,536,690,0
R,,3828324,0.339,0.548,-0.191,117.5,33.1,302.4,530,666,0
R,,3828382,0.078,1.401,-0.499,127.3,76.7,330.8,517,679,0
R,,3828444,-0.826,2.486,-0.247,174.2,161.9,355.2,477,701,0
R,,3828503,-2.504,2.189,1.282,168.1,-286.1,79.0,405,740,0
R,,3828564,-0.157,1.425,-0.408,-94.6,136.7,-244.7,621,713,0
R,,3828624,-0.759,1.181,-1.116,-24.2,-34.3,-151.9,711,816,0
R,,3828684,-0.196,1.051,-0.025,-43.9,-26.6,-71.8,756,869,0
R,,3828744,0.011,0.987,-0.070,29.3,-31.4,-36.9,765,879,0
R,,3828803,-0.034,0.983,-0.202,6.7,-25.1,-31.0,769,885,0
R,,3828864,-0.026,0.982,-0.251,20.7,-37.6,-30.5,763,893,0
R,,3828953,-0.101,0.975,-0.220,-0.2,-57.0,-35.4,744,902,0
R,,3829013,-0.136,1.140,-0.145,-35.7,-33.2,-56.1,681,905,0
R,,3829074,-0.135,1.517,-0.103,-90.7,-19.9,-101.8,677,902,0
R,,3829133,0.482,2.443,-0.224,-215.2,-30.3,-182.9,632,894,0
R,,3829194,-0.195,1.819,-0.380,-201.1,54.5,-347.1,249,889,0
