side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase
L,,3769565,0.314,1.175,0.524,125.3,72.8,-107.3,538,759,0
L,,3769575,0.399,0.199,0.977,84.7,114.5,-68.8,568,777,0
L,,3769585,-0.133,-0.299,0.535,-32.2,166.8,-64.4,547,803,0
L,,3769595,-0.264,0.086,0.603,-16.4,146.0,-60.1,545,789,0
L,,3769605,1.099,-0.183,0.467,-20.0,171.0,18.4,526,787,0
L,,3769615,0.803,-0.021,0.159,-63.2,141.0,35.8,523,780,0
L,,3769625,0.655,-0.071,0.441,-81.1,116.5,45.2,526,776,0
L,,3769635,0.549,-0.135,0.245,-127.8,103.6,47.8,527,767,0
L,,3769645,0.531,-0.078,0.068,-143.0,84.6,55.4,522,770,0
L,,3769655,0.637,-0.011,-0.049,-158.8,65.2,73.9,529,766,0
L,,3769665,0.665,0.069,-0.155,-178.0,43.6,92.0,534,767,0
L,,3769675,0.678,0.118,-0.170,-213.7,16.1,109.8,518,752,0
L,,3769685,0.661,0.141,-0.170,-218.8,-2.7,127.6,529,758,0
L,,3769695,0.651,0.161,-0.110,-244.7,-11.5,151.1,533,760,0
L,,3769705,0.588,0.305,-0.029,-243.9,-9.8,170.3,535,761,0
L,,3769715,0.537,0.440,0.009,-253.4,-3.8,185.4,527,759,0
L,,3769725,0.487,0.583,0.086,-256.4,-0.8,197.6,524,761,0
L,,3769735,0.462,0.777,0.170,-261.1,-0.9,211.1,521,766,0
L,,3769745,0.615,0.904,0.215,-265.5,-2.4,223.3,512,765,0
L,,3769755,0.516,1.015,0.239,-272.3,2.9,239.5,510,772,0
L,,3769765,0.447,1.143,0.318,-270.7,10.9,256.2,498,770,0
L,,3769775,0.480,1.497,0.270,-293.4,26.5,266.1,484,772,0
L,,3769785,0.492,1.632,0.147,-285.7,23.7,273.4,469,773,0
L,,3769795,0.621,1.848,0.074,-307.9,30.6,280.2,472,784,0
L,,3769805,0.541,2.079,0.009,-296.4,49.7,281.4,476,771,0
L,,3769815,0.444,2.244,-0.076,-279.8,68.1,285.9,485,774,0
L,,3769825,0.298,2.359,-0.257,-267.4,69.8,284.5,482,769,0
L,,3769835,0.119,2.658,-0.350,-270.5,67.6,283.0,475,766,0
L,,3769845,-0.058,2.701,-0.451,-246.1,60.5,286.2,483,766,0
L,,3769855,-0.431,2.707,-0.423,-240.5,49.6,288.8,487,765,0
L,,3769865,-0.898,2.706,-0.259,-287.0,41.6,275.7,478,761,0
L,,3769875,-1.701,2.506,-0.138,-265.3,79.6,270.4,477,762,0
L,,3769885,-2.080,2.208,-0.185,-230.5,142.1,210.3,478,748,0
L,,3769895,-2.217,2.438,-0.532,-180.3,195.5,151.9,480,770,0
L,,3769905,-2.170,2.837,-1.597,-187.9,246.0,119.0,470,770,0
L,,3769915,-1.463,3.089,-2.335,-136.0,257.1,65.8,463,761,9
L,,3769925,-0.784,1.858,-2.554,68.0,197.1,8.9,494,774,0
L,,3769935,-0.785,1.861,-1.672,127.6,136.7,-48.9,484,778,0
L,,3769945,-0.762,1.913,-1.170,177.1,100.9,-122.2,497,773,0
L,,3769955,-0.887,0.899,-0.923,170.3,76.0,-134.3,508,773,0
L,,3769965,-0.818,1.381,-0.596,142.3,22.5,-138.3,623,774,0
L,,3769975,1.226,0.807,2.185,138.8,-85.4,-138.5,663,813,0
L,,3769985,5.501,-0.342,5.004,90.7,-198.0,105.9,671,819,0
L,,3769995,1.568,2.363,-1.239,9.8,33.0,-77.0,683,828,0
L,,3770005,-2.989,3.437,-1.423,183.8,-122.2,-248.4,697,831,0
L,,3770015,-0.719,1.022,0.478,63.7,-35.6,-159.1,707,843,0
L,,3770025,-0.287,2.314,0.657,16.1,-38.7,-115.2,713,853,0
L,,3770035,0.066,1.184,-0.134,126.6,-19.3,-106.2,720,858,0
L,,3770045,-0.714,0.329,0.499,108.9,-42.3,-105.9,731,870,0
L,,3770055,-0.902,0.795,0.309,59.9,-21.9,-121.4,737,873,0
L,,3770065,-0.091,1.276,-0.280,79.6,-9.8,-79.5,742,880,0
L,,3770075,0.001,1.071,0.123,74.4,-7.2,-71.7,744,884,0
L,,3770085,-0.415,0.955,0.196,61.2,-1.7,-74.5,748,887,0
L,,3770095,-0.241,0.911,0.249,74.0,17.5,-54.8,738,875,0
L,,3770105,-0.240,0.901,0.213,69.0,38.4,-38.9,750,891,0
L,,3770115,-0.116,0.963,0.127,56.4,32.4,-34.5,754,892,0
L,,3770125,0.021,0.960,0.164,45.2,19.3,-33.3,756,894,0
L,,3770135,-0.051,0.979,0.145,34.6,4.4,-33.9,754,893,0
L,,3770145,-0.045,1.002,0.190,25.4,1.6,-31.2,755,892,0
L,,3770155,-0.039,1.016,0.203,20.8,0.9,-31.1,756,895,0
L,,3770165,-0.024,0.987,0.210,14.4,-5.3,-30.1,756,894,0
L,,3770175,-0.073,0.946,0.240,10.1,-12.2,-25.9,756,895,0
L,,3770185,-0.110,0.914,0.263,10.3,-13.0,-23.8,756,896,0
L,,3770195,-0.122,0.925,0.274,9.8,-9.8,-21.0,756,896,0
L,,3770205,-0.114,0.954,0.276,7.9,-5.7,-17.7,756,894,0
L,,3770215,-0.110,1.003,0.312,10.7,0.0,-16.6,750,889,0
L,,3770225,-0.133,1.022,0.321,8.7,5.2,-14.3,755,894,0
L,,3770235,-0.173,0.975,0.331,10.6,10.7,-11.4,754,895,0
L,,3770245,-0.144,0.966,0.324,10.7,15.5,-11.2,754,895,0
L,,3770255,-0.142,0.943,0.306,9.6,18.4,-13.1,751,898,0
L,,3770265,-0.051,0.955,0.261,11.3,17.4,-15.6,750,895,0
L,,3770275,-0.038,0.953,0.269,10.6,10.1,-17.7,748,896,0
