side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_2,674004.0,0.109,0.82,-0.518,-3.5,-2.1,-3.8,664,805,0,,,,
R,condition_2,674065.0,0.024,0.923,-0.453,-7.2,-4.4,-2.5,661,810,0,,,,
R,condition_2,674125.0,0.058,0.947,-0.443,-3.7,0.1,-5.8,682,816,0,,,,
R,condition_2,674186.0,-0.04,0.941,-0.453,-3.9,-4.4,-5.6,686,815,0,,,,
R,condition_2,674245.0,-0.015,0.936,-0.433,-2.8,-5.1,-6.0,674,816,0,,,,
R,condition_2,674304.0,-0.113,0.99,-0.409,-2.5,-4.3,-6.8,598,749,0,,,,
R,condition_2,674365.0,-0.02,1.075,-0.324,-3.9,-3.9,-10.4,523,755,0,,,,
R,condition_2,674424.0,-0.222,1.177,-0.475,-5.6,-5.4,-13.0,240,695,0,,,,
R,condition_2,674485.0,-0.025,1.7,-0.58,-8.8,-13.5,-11.6,268,741,0,,,,
R,condition_2,674544.0,0.645,1.865,-0.729,-10.7,-12.4,-26.3,215,651,0,,,,
R,condition_2,674605.0,0.125,0.66,-0.021,-10.0,-11.8,-13.3,167,478,0,,,,
R,condition_2,674665.0,0.5,0.388,-0.387,1.0,1.2,5.8,295,492,0,,,,
R,condition_2,674725.0,0.253,0.028,-0.161,6.5,0.9,18.2,313,493,0,,,,
R,condition_2,674785.0,0.239,0.425,-0.396,12.9,3.2,29.9,330,528,0,,,,
R,condition_2,674844.0,0.284,1.14,-0.68,19.6,4.1,38.5,303,558,0,,,,
R,condition_2,674906.0,-0.122,2.273,-0.819,26.1,8.8,36.9,288,509,0,,,,
R,condition_2,674964.0,-0.883,2.43,-0.032,20.1,7.6,25.2,313,559,0,,,,
R,condition_2,675025.0,-1.487,1.87,0.37,-2.2,-16.0,-8.7,292,610,0,,,,
R,condition_2,675084.0,2.379,1.535,-0.994,-0.8,12.4,-13.8,572,696,0,,,,
R,condition_2,675145.0,0.11,1.201,-0.143,-1.5,10.1,-15.0,579,782,0,,,,
R,condition_2,675205.0,0.078,0.865,-0.702,-6.9,-5.6,-3.4,652,796,0,,,,
R,condition_2,675265.0,0.218,0.932,-0.379,-3.7,-1.2,-5.1,635,804,0,,,,
R,condition_2,675325.0,-0.018,0.851,-0.556,-6.3,-2.8,-4.5,599,813,0,,,,
R,condition_2,675384.0,0.06,0.939,-0.343,-3.7,-2.1,-6.6,648,813,0,,,,
R,condition_2,675444.0,-0.014,0.967,-0.391,-3.8,-4.0,-6.4,647,815,0,,,,
R,condition_2,675504.0,-0.075,0.963,-0.323,-3.1,-4.0,-6.9,615,782,0,,,,
R,condition_2,675565.0,-0.121,0.998,-0.332,-2.9,-3.4,-7.4,558,792,0,,,,
R,condition_2,675626.0,-0.031,1.163,-0.192,-4.4,-2.8,-9.8,269,717,0,,,,
