side,stage,device_ms,ax,ay,az,gx,gy,gz,toe,heel,phase,L_toe,L_heel,R_toe,R_heel
R,condition_2_offset,733977.0,-3.38,2.175,-0.286,13.0,21.3,16.6,371,596,9,,,,
R,condition_2_offset,734037.0,1.186,1.277,0.793,-15.7,4.9,-27.5,489,667,0,,,,
R,condition_2_offset,734097.0,-0.64,1.213,-0.131,1.3,-2.1,-24.7,621,756,0,,,,
R,condition_2_offset,734157.0,-0.095,0.88,-0.353,-9.4,2.4,-11.7,588,798,0,,,,
R,condition_2_offset,734216.0,0.04,0.978,-0.314,-0.9,-1.9,-4.7,599,815,0,,,,
R,condition_2_offset,734279.0,0.025,0.948,-0.389,0.1,0.0,-4.6,602,819,0,,,,
R,condition_2_offset,734336.0,0.002,0.963,-0.257,-2.6,-2.3,-3.8,548,819,0,,,,
R,condition_2_offset,734397.0,0.021,1.052,-0.346,-1.5,-1.6,-5.5,600,815,0,,,,
R,condition_2_offset,734457.0,-0.099,1.001,-0.262,-2.5,-2.8,-6.0,563,810,0,,,,
R,condition_2_offset,734517.0,-0.125,1.077,-0.326,-2.1,-3.3,-5.4,498,770,0,,,,
R,condition_2_offset,734607.0,0.029,1.362,-0.196,-6.7,-1.3,-12.4,239,805,0,,,,
R,condition_2_offset,734666.0,0.021,1.664,-0.556,-10.6,-4.8,-14.9,214,691,0,,,,
R,condition_2_offset,734727.0,0.918,1.973,-1.229,-14.8,-14.7,-18.5,224,750,0,,,,
R,condition_2_offset,734817.0,0.201,1.818,-0.339,-7.1,-10.7,-12.1,246,550,0,,,,
R,condition_2_offset,734876.0,0.446,0.288,-0.512,6.8,5.8,9.5,272,596,0,,,,
R,condition_2_offset,734937.0,0.215,0.131,-0.417,12.1,5.4,23.8,293,591,0,,,,
R,condition_2_offset,734999.0,0.25,0.721,-0.511,18.9,6.2,35.6,301,602,0,,,,
R,condition_2_offset,735057.0,0.209,1.752,-0.805,26.6,8.0,41.8,289,611,0,,,,
R,condition_2_offset,735117.0,-0.864,2.913,-0.505,23.8,10.1,37.0,274,636,0,,,,
R,condition_2_offset,735177.0,-3.562,2.51,0.984,7.8,-11.3,9.7,322,649,0,,,,
R,condition_2_offset,735237.0,3.707,0.72,-0.351,-11.3,17.4,-18.9,499,699,0,,,,
R,condition_2_offset,735296.0,-0.356,1.071,0.073,1.6,-5.0,-22.1,566,774,0,,,,
R,condition_2_offset,735357.0,-0.47,1.069,-0.519,-10.4,-3.6,-9.6,475,819,0,,,,
R,condition_2_offset,735416.0,-0.015,0.904,-0.327,-1.1,-0.7,-6.0,565,825,0,,,,
R,condition_2_offset,735477.0,-0.048,0.839,-0.491,-0.1,-0.5,-4.2,616,825,0,,,,
R,condition_2_offset,735537.0,0.035,0.899,-0.34,-1.4,-3.3,-2.0,620,820,0,,,,
R,condition_2_offset,735597.0,-0.172,0.921,-0.448,0.0,-0.9,-3.7,621,821,0,,,,
R,condition_2_offset,735657.0,0.024,1.009,-0.374,-2.6,-3.0,-7.6,624,821,0,,,,
R,condition_2_offset,735718.0,-0.137,1.037,-0.356,-3.0,-3.9,-9.2,552,805,0,,,,
R,condition_2_offset,735777.0,-0.175,1.138,-0.293,-4.0,-4.0,-11.4,407,787,0,,,,
R,condition_2_offset,735836.0,-0.208,1.403,-0.599,-8.8,-7.3,-15.8,220,777,0,,,,
R,condition_2_offset,735897.0,0.32,2.496,-1.248,-10.0,-18.1,-19.4,214,693,0,,,,
R,condition_2_offset,735957.0,0.103,1.578,-0.569,-7.0,-24.3,-26.7,198,636,0,,,,
R,condition_2_offset,736017.0,-0.455,-0.303,0.368,3.8,-24.8,2.9,354,580,0,,,,
R,condition_2_offset,736077.0,0.68,-0.014,0.131,14.5,-10.6,15.1,349,603,0,,,,
R,condition_2_offset,736137.0,0.371,0.352,-0.195,26.1,6.0,19.5,363,593,0,,,,
R,condition_2_offset,736197.0,0.392,1.368,-0.357,33.4,4.7,31.4,335,585,0,,,,
R,condition_2_offset,736257.0,0.236,1.965,-0.313,29.2,1.4,35.9,305,586,0,,,,
R,condition_2_offset,736317.0,-0.48,2.782,-0.033,24.3,-6.3,35.7,308,597,0,,,,
R,condition_2_offset,736376.0,-2.896,2.442,1.348,3.6,-12.1,7.5,331,612,9,,,,
R,condition_2_offset,736438.0,3.058,0.082,-1.312,-6.8,1.1,-9.3,511,679,0,,,,
R,condition_2_offset,736497.0,0.19,1.411,0.257,-0.3,-1.4,-21.8,572,761,0,,,,
R,condition_2_offset,736557.0,-0.096,0.73,-0.712,-5.2,0.6,-2.3,558,803,0,,,,
R,condition_2_offset,736617.0,0.0,0.787,-0.655,-5.1,-1.7,-2.4,646,803,0,,,,
R,condition_2_offset,736677.0,-0.006,0.835,-0.624,-7.8,-4.2,-2.4,638,815,0,,,,
R,condition_2_offset,736737.0,-0.038,0.925,-0.442,-5.3,-1.5,-5.1,683,815,0,,,,
R,condition_2_offset,736796.0,-0.054,0.841,-0.487,-4.5,-3.9,-5.2,548,824,0,,,,
