device_ms,toe_L,heel_L,toe_R,heel_R
521697,453.0,453.0,,
521721,398.0,394.0,,
521731,241.0,235.0,,
521741,473.0,469.0,,
521751,511.0,513.0,,
521761,467.0,465.0,,
521771,524.0,526.0,,
521781,524.0,524.0,,
521791,531.0,534.0,,
521801,504.0,505.0,,
521811,477.0,479.0,,
521821,0.0,556.0,,
521831,5.0,512.0,,
521841,12.0,428.0,,
521851,30.0,430.0,,
521861,10.0,356.0,,
521871,11.0,372.0,,
521881,12.0,319.0,,
521891,28.0,247.0,,
521901,14.0,318.0,,
521911,46.0,944.0,,
521921,172.0,944.0,,
521931,330.0,944.0,,
521941,412.0,944.0,,
521951,473.0,944.0,,
521961,469.0,943.0,,
521971,459.0,945.0,,
521981,168.0,216.0,,
521991,161.0,203.0,,
522001,182.0,249.0,,
522011,212.0,243.0,,
522021,218.0,219.0,,
522031,207.0,203.0,,
522041,217.0,217.0,,
522051,222.0,223.0,,
522061,244.0,251.0,,
522071,269.0,270.0,,
522081,272.0,272.0,,
522091,260.0,260.0,,
522101,266.0,266.0,,
522111,271.0,272.0,,
522121,267.0,268.0,,
522131,259.0,257.0,,
522141,274.0,273.0,,
522151,276.0,274.0,,
522161,277.0,277.0,,
522171,275.0,275.0,,
522412,525.0,602.0,,
522422,516.0,654.0,,
522432,441.0,682.0,,
522442,496.0,685.0,,
522452,516.0,684.0,,
522462,556.0,680.0,,
522472,554.0,677.0,,
522482,648.0,648.0,,
522492,654.0,657.0,,
522502,673.0,676.0,,
522512,616.0,615.0,,
522522,586.0,587.0,,
522532,572.0,576.0,,
522542,587.0,589.0,,
522552,542.0,542.0,,
522562,594.0,595.0,,
522572,648.0,649.0,,
522582,558.0,558.0,,
522592,432.0,430.0,,
522602,447.0,450.0,,
522612,479.0,479.0,,
522622,482.0,481.0,,
522632,418.0,430.0,,
522642,540.0,537.0,,
522652,534.0,534.0,,
522662,486.0,476.0,,
522672,375.0,399.0,,
522682,490.0,492.0,,
522692,476.0,478.0,,
522702,459.0,459.0,,
522712,388.0,383.0,,
522722,442.0,440.0,,
522732,388.0,388.0,,
522742,353.0,364.0,,
522752,325.0,315.0,,
522762,432.0,436.0,,
522772,462.0,459.0,,
522782,409.0,416.0,,
522792,463.0,464.0,,
522802,447.0,448.0,,
522812,456.0,454.0,,
522822,420.0,419.0,,
522832,393.0,391.0,,
522842,343.0,341.0,,
522852,398.0,402.0,,
522862,340.0,335.0,,
523101,526.0,525.0,,
523111,492.0,493.0,,
523136,285.0,282.0,,
523196,48.0,944.0,,
523256,406.0,944.0,,
523317,171.0,263.0,,
523376,211.0,293.0,,
523437,216.0,296.0,,
523497,232.0,317.0,,
523556,262.0,344.0,,
523617,196.0,250.0,,
523676,306.0,355.0,,
523737,563.0,665.0,,
523796,566.0,715.0,,
523857,689.0,690.0,,
523916,620.0,622.0,,
523977,585.0,599.0,,
524037,478.0,477.0,,
524096,453.0,452.0,,
524157,349.0,351.0,,
524216,364.0,365.0,,
524277,424.0,421.0,,
524336,414.0,413.0,,
524397,486.0,485.0,,
524457,466.0,469.0,,
524517,390.0,394.0,,
524577,26.0,452.0,,
524636,45.0,204.0,,
524727,153.0,261.0,,
524787,175.0,259.0,,
524846,183.0,295.0,,
524907,252.0,255.0,,
524966,251.0,361.0,,
525027,248.0,328.0,,
525117,214.0,325.0,,
525207,522.0,623.0,,
525267,647.0,673.0,,
525327,647.0,650.0,,
525386,655.0,653.0,,
525447,711.0,713.0,,
525506,718.0,717.0,,
525567,696.0,698.0,,
525626,683.0,686.0,,
525687,590.0,590.0,,
525777,585.0,586.0,,
525836,427.0,420.0,,
526551,277.0,278.0,,
526561,278.0,279.0,,
526586,293.0,294.0,,
526647,273.0,307.0,,
526707,263.0,266.0,,
526767,245.0,248.0,,
526827,250.0,249.0,,
526887,543.0,642.0,,
526947,572.0,672.0,,
527006,607.0,607.0,,
527067,638.0,639.0,,
527126,683.0,684.0,,
527187,667.0,668.0,,
527247,627.0,630.0,,
527307,618.0,620.0,,
527367,586.0,587.0,,
527457,535.0,535.0,,
527517,228.0,240.0,,
527606,316.0,315.0,,
527666,409.0,409.0,,
527727,329.0,331.0,,
527787,27.0,334.0,,
527847,390.0,943.0,,
527907,184.0,249.0,,
527966,156.0,196.0,,
528027,225.0,227.0,,
528086,221.0,221.0,,
528147,222.0,221.0,,
528207,131.0,134.0,,
528267,174.0,175.0,,
528327,402.0,459.0,,
528387,574.0,673.0,,
528447,544.0,700.0,,
528506,583.0,691.0,,
528567,700.0,703.0,,
528626,655.0,658.0,,
528687,516.0,517.0,,
528747,426.0,428.0,,
528836,478.0,478.0,,
528897,447.0,451.0,,
528957,434.0,429.0,,
529017,452.0,476.0,,
529077,536.0,542.0,,
529137,24.0,540.0,,
529197,24.0,315.0,,
529257,458.0,943.0,,
529760,568.0,669.0,,
529770,571.0,676.0,,
529796,577.0,682.0,,
529857,605.0,725.0,,
529916,602.0,738.0,,
529977,336.0,633.0,,
530037,119.0,402.0,,
530097,34.0,430.0,,
530157,52.0,244.0,,
530217,64.0,368.0,,
530277,85.0,437.0,,
530336,72.0,525.0,,
530397,73.0,600.0,,
530457,35.0,518.0,,
530517,21.0,307.0,,
530577,146.0,235.0,,
530637,174.0,260.0,,
530697,191.0,267.0,,
530757,190.0,257.0,,
530817,200.0,286.0,,
530876,159.0,235.0,,
530937,126.0,195.0,,
530997,235.0,306.0,,
531057,527.0,634.0,,
531117,575.0,680.0,,
531177,568.0,723.0,,
531237,592.0,731.0,,
531297,416.0,680.0,,
531357,124.0,242.0,,
531416,27.0,391.0,,
531477,59.0,348.0,,
531537,81.0,437.0,,
531597,99.0,486.0,,
531687,93.0,587.0,,
531747,57.0,596.0,,
531807,35.0,385.0,,
531867,30.0,270.0,,
531927,99.0,147.0,,
531987,127.0,183.0,,
532047,189.0,249.0,,
532107,194.0,259.0,,
532166,190.0,256.0,,
532227,167.0,240.0,,
